Pattern_ID,RoughPOS_N-Gram,DetailedPOS_N-Gram,Frequency,ID_Array
600710,VB.* DT.* NN.*_CC.* NN.* RB.* CC.*,,2,"['018296', '087484']"
600711,DT.* NN.* PM.* CC.* CC.* NN.*,,2,"['018499', '037551']"
600712,PM.* CC.* CC.* NN.* DT.* NN.*,,2,"['018501', '268430']"
600713,CC.* VB.*_VB.* CC.* DT.* DT.* NN.*,,3,"['018671', '078525', '437137']"
600714,DT.* NN.* PM.* PR.* CC.* DT.*,,2,"['018675', '183343']"
600715,CC.* NN.*_CC.* NN.* PM.* VB.* CC.*,,2,"['018777', '067564']"
600716,NN.* PM.* VB.* CC.* PR.*_CC.* NN.*,,3,"['018779', '428197', '533232']"
600717,PM.* VB.* CC.* PR.*_CC.* NN.* CC.*,,15,"['018780', '080762', '081838', '112581', '166798', '193302', '336324', '336330', '340032', '402037', '404016', '428198', '469671', '533233', '546313']"
600718,DT.* NN.* NN.* CC.* PR.*_CC.* FW,,2,"['018789', '048814']"
600719,RB.* PR.* CC.* DT.* JJ.*_CC.* NN.*,,2,"['018986', '160575']"
600720,PR.* CC.* DT.* JJ.*_CC.* NN.* CC.*,,9,"['018987', '019086', '085464', '132302', '160576', '202738', '285007', '409022', '458564']"
600721,CC.* DT.* JJ.*_CC.* NN.* CC.* FW,,2,"['018988', '019087']"
600722,DT.* PR.* PM.* NN.* PR.*_CC.* NN.*,,2,"['018883', '066792']"
600723,PR.* PM.* NN.* PR.*_CC.* NN.* CC.*,,6,"['018884', '054450', '066793', '200774', '317378', '366647']"
600724,DT.* JJ.*_CC.* NN.* CC.* FW CC.*,,3,"['019088', '415589', '479322']"
600725,JJ.*_CC.* NN.* CC.* FW CC.* VB.*,,2,"['019089', '246765']"
600726,CC.* FW CC.* VB.* DT.* PR.*_CC.*,,2,"['019091', '415304']"
600727,PM.* FW DT.* PR.*_CC.* NN.* NN.*,,2,"['019072', '037320']"
600728,FW CC.* VB.* DT.* NN.* CC.*,,3,"['019073', '061562', '529802']"
600729,CC.* VB.* DT.* NN.* CC.* RB.*,,6,"['019074', '233761', '241691', '300945', '325695', '537283']"
600730,VB.* DT.* NN.* CC.* RB.* RB.*,,3,"['019075', '241692', '290969']"
600731,PR.* CC.* JJ.* CC.* NN.* CC.*,,5,"['019084', '071018', '337579', '458559', '521523']"
600732,JJ.*_CC.* NN.* DT.* NN.* CC.* JJ.*,,2,"['019103', '127357']"
600733,VB.* PR.* CC.* PR.*_CC.* JJ.*_CC.* NN.*,,4,"['019176', '200760', '206421', '501699']"
600734,CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.* DT.*,,3,"['019178', '086434', '087166']"
600735,PR.*_CC.* JJ.*_CC.* NN.* PM.* DT.* NN.*,,2,"['019179', '087167']"
600736,PM.* FW DT.* NN.* CC.* DT.*,,2,"['019279', '039473']"
600737,DT.* NN.* CC.* DT.* NN.*_CC.* VB.*,,6,"['019281', '096786', '180026', '273703', '285390', '336608']"
600738,NN.* PM.* RB.*_CC.* VB.* CC.* NN.*,,7,"['019629', '108255', '190090', '190555', '311842', '456824', '482102']"
600739,PM.* RB.*_CC.* VB.* CC.* NN.* NN.*,,3,"['019630', '190091', '190556']"
600740,RB.*_CC.* VB.* CC.* NN.* NN.* CC.*,,2,"['019631', '424309']"
600741,FW PM.* CC.* VB.* DT.* NN.*,,3,"['019646', '200356', '502820']"
600742,PM.* CC.* VB.* DT.* NN.* CC.*,,18,"['019647', '036219', '040139', '059958', '060810', '143733', '143981', '181935', '212826', '316805', '323603', '359030', '375217', '392987', '399719', '416698', '418557', '465955']"
600743,CC.* VB.* DT.* NN.* CC.* JJ.*_CC.*,,5,"['019648', '037088', '111557', '418558', '518904']"
600744,CC.* NN.* CC.* NN.* FW CC.*,,2,"['019799', '261207']"
600745,NN.* PR.*_CC.* DT.* NN.* PM.* CC.*,,2,"['019753', '182077']"
600746,NN.* PM.* CC.* PM.* FW DT.*,,2,"['019756', '266068']"
600747,PM.* NN.* CC.* VB.* PR.* CC.*,,2,"['019759', '547027']"
600748,CC.* VB.* PR.* CC.* NN.* CC.*,,9,"['019760', '066627', '204954', '268741', '315904', '372543', '393436', '435115', '476970']"
600749,CC.* DT.* NN.* CC.* VB.* PR.*_CC.*,,9,"['019762', '033382', '096858', '139597', '153214', '185765', '266811', '371185', '418217']"
600750,NN.* CC.* NN.* PM.* DT.* JJ.*_CC.*,,8,"['019774', '042302', '047299', '063755', '156958', '379972', '529100', '529547']"
600751,CC.* NN.* PM.* DT.* JJ.*_CC.* NN.*_CC.*,,4,"['019775', '042303', '156959', '529101']"
600752,PM.* DT.* JJ.*_CC.* NN.*_CC.* JJ.* CC.*,,2,"['019777', '179998']"
600753,NN.* CC.* NN.* PM.* PR.*_CC.* FW,,2,"['019819', '021841']"
600754,CC.* NN.* PM.* PR.*_CC.* FW FW,,2,"['019820', '021842']"
600755,NN.* PM.* FW PR.* DT.* NN.*,,2,"['020224', '480218']"
600756,CC.* CC.* PM.* NN.*_CC.* VB.* CC.*,,2,"['020288', '230397']"
600757,PM.* NN.*_CC.* VB.* CC.* PR.*_CC.* FW,,2,"['020290', '256495']"
600758,NN.* PM.* CC.* VB.* CC.* FW,,6,"['020295', '055994', '103618', '140924', '161371', '173094']"
600759,NN.* PR.* CC.* DT.* NN.* PM.*,,3,"['020299', '037549', '193428']"
600760,PR.* CC.* DT.* NN.* PM.* CC.*,,4,"['020300', '037550', '158757', '201761']"
600761,NN.* CC.* NN.* PR.*_CC.* DT.* NN.*,,2,"['020301', '046181']"
600762,CC.* NN.* PR.*_CC.* DT.* NN.* NN.*,,2,"['020302', '046182']"
600763,NN.* RB.* DT.* NN.* PM.* FW,,2,"['020305', '179552']"
600764,CC.* PR.*_CC.* NN.* DT.* VB.* CC.*,,6,"['020308', '111587', '135801', '262666', '316412', '425172']"
600765,PR.*_CC.* NN.* DT.* VB.* CC.* NN.*,,7,"['020309', '111588', '135802', '247901', '267480', '419130', '425173']"
600766,PM.* VB.* RB.* CC.* NN.* DT.*,,3,"['020416', '153166', '396201']"
600767,CC.* CC.* NN.* PM.* VB.* DT.*,,3,"['020728', '258889', '344219']"
600768,CC.* NN.* PM.* VB.* DT.* NN.*,,26,"['020729', '032901', '074615', '080992', '085986', '129636', '135799', '142776', '200317', '200954', '214445', '241657', '258890', '295567', '321503', '339785', '342032', '344220', '439360', '449305', '459850', '480216', '508062', '533155', '539771', '550965']"
600769,NN.* PM.* VB.* DT.* NN.* CC.*,,20,"['020730', '032902', '062010', '074616', '074880', '129637', '142777', '217331', '274776', '295568', '315447', '321504', '382006', '429436', '459857', '483853', '489340', '508063', '531259', '533156']"
600770,CC.* PR.* RB.*_CC.* FW FW CC.*,,2,"['020735', '031237']"
600771,NN.* CC.* NN.* CC.* VB.* DT.*,,24,"['020856', '021137', '021228', '055548', '118634', '122591', '151147', '171847', '172385', '241678', '257817', '268789', '306273', '313214', '323093', '345247', '351506', '415169', '452117', '462266', '464324', '499044', '520410', '552374']"
600772,NN.* CC.* VB.* DT.* FW CC.*,,3,"['020858', '251964', '451438']"
600773,DT.* FW CC.* VB.* CC.* NN.*,,3,"['020861', '029223', '036363']"
600774,FW CC.* VB.* CC.* NN.* DT.*,,2,"['020862', '041528']"
600775,CC.* VB.* CC.* NN.* DT.* NN.*,,11,"['020863', '024007', '037103', '041529', '165369', '179850', '206725', '266238', '402491', '407718', '531139']"
600776,CC.* PM.* NN.* CC.* NN.* CC.*,,5,"['020990', '385411', '440498', '533150', '562838']"
600777,CC.* NN.* CC.* NN.* CC.* DT.*,,26,"['020991', '027720', '050854', '054305', '057641', '091250', '162724', '174475', '175162', '196847', '242660', '287527', '305085', '306500', '326244', '328412', '374264', '376387', '408360', '426654', '439497', '444703', '464472', '499016', '505307', '552649']"
600778,PR.*_CC.* NN.* DT.* NN.* CC.* NN.*,,2,"['021001', '464197']"
600779,DT.* NN.* CC.* NN.* PM.* JJ.*_CC.*,,3,"['021002', '515250', '536873']"
600780,NN.* PM.* JJ.*_CC.* FW CC.* DT.*,,2,"['021005', '034617']"
600781,PM.* NN.* FW DT.* NN.* CC.*,,2,"['021008', '045499']"
600782,PM.* FW DT.* NN.* CC.* NN.*,,2,"['021071', '084202']"
600783,VB.* RB.* PR.* CC.* NN.* CC.*,,2,"['021159', '452339']"
600784,NN.* PM.* VB.* PR.* DT.* DT.*,,5,"['021160', '058338', '215939', '238496', '364940']"
600785,PM.* VB.* PR.* DT.* DT.* NN.*,,3,"['021161', '283879', '364941']"
600786,VB.* PR.* DT.* DT.* NN.* CC.*,,14,"['021162', '061810', '068165', '132076', '172396', '186413', '196178', '213073', '364942', '381012', '452151', '470633', '501458', '557676']"
600787,DT.* NN.* CC.* NN.* CC.* VB.*_CC.*,,5,"['021163', '040142', '457578', '484562', '514635']"
600788,NN.* CC.* NN.* CC.* VB.*_CC.* PM.*,,3,"['021164', '457579', '484563']"
600789,CC.* NN.* CC.* VB.*_CC.* PM.* NN.*,,3,"['021165', '484564', '560130']"
600790,PM.* RB.* DT.* JJ.* CC.* NN.*,,2,"['021085', '341302']"
600791,RB.* DT.* JJ.* CC.* NN.* CC.*,,5,"['021086', '092644', '341303', '450711', '522103']"
600792,DT.* JJ.* CC.* NN.* CC.* NN.*,,11,"['021087', '062674', '102509', '109913', '189070', '300614', '306644', '509081', '514561', '520358', '534438']"
600793,JJ.* CC.* NN.* CC.* NN.* PM.*,,21,"['021088', '102510', '110146', '110735', '118100', '134142', '141836', '143480', '175523', '192146', '198622', '238138', '241512', '252750', '280017', '367241', '396160', '447488', '475387', '521184', '524242']"
600794,CC.* NN.* CC.* NN.* PM.* RB.*,,13,"['021089', '026938', '034432', '041533', '047566', '053175', '284752', '371054', '396161', '459573', '473616', '475388', '521185']"
600795,NN.* CC.* NN.* PM.* RB.* VB.*,,3,"['021090', '042375', '475389']"
600796,NN.* PM.* RB.* VB.* PR.*_CC.* NN.*,,2,"['021092', '202937']"
600797,NN.* DT.* VB.* CC.* PR.*_CC.* NN.*,,7,"['021113', '093043', '316409', '340210', '355428', '430376', '445977']"
600798,DT.* VB.* CC.* PR.*_CC.* NN.* CC.*,,6,"['021114', '093044', '340211', '355429', '430377', '501187']"
600799,CC.* PR.*_CC.* NN.* CC.* VB.* CC.*,,25,"['021116', '099563', '119018', '130352', '152618', '175451', '202203', '223635', '233071', '237063', '256557', '269839', '296142', '319261', '363245', '410231', '436023', '448609', '455753', '464313', '464469', '464759', '494511', '494805', '547488']"
600800,PR.*_CC.* NN.* CC.* VB.* CC.* VB.*,,4,"['021117', '332049', '418029', '429099']"
600801,RB.* RB.*_CC.* VB.* CC.* NN.* DT.*,,3,"['021051', '071449', '293605']"
600802,NN.* PM.* VB.* RB.* DT.* FW,,2,"['021056', '022732']"
600803,NN.* CC.* VB.* LM VB.* CC.*,,5,"['021058', '056566', '302787', '452343', '528716']"
600804,CC.* FW PM.* VB.* DT.* NN.*,,2,"['021132', '192665']"
600805,FW PM.* VB.* DT.* NN.* CC.*,,3,"['021133', '036315', '044277']"
600806,VB.* DT.* NN.* CC.* NN.* CC.*,,39,"['021135', '034209', '040141', '040701', '049718', '056676', '079639', '090818', '116868', '145605', '151145', '164669', '171845', '172383', '186783', '192298', '223091', '237244', '245681', '263673', '267728', '306178', '316807', '353660', '366762', '372468', '384164', '408731', '410085', '429746', '439963', '457577', '459084', '531261', '531491', '531958', '547446', '557930', '560123']"
600807,DT.* NN.* CC.* NN.* CC.* VB.*,,26,"['021136', '021227', '043515', '049340', '056677', '058835', '094801', '123276', '151146', '154176', '171846', '172384', '267117', '306272', '323092', '387781', '425181', '434719', '452116', '452458', '453073', '457791', '459085', '462749', '510429', '546476']"
600808,RB.* VB.* DT.* DT.* NN.* CC.*,,17,"['021224', '092038', '127370', '132312', '154173', '214801', '251449', '258187', '272072', '289200', '346411', '379891', '388949', '440763', '445680', '471023', '551106']"
600809,VB.* DT.* DT.* NN.* CC.* NN.*,,22,"['021225', '021885', '092039', '108684', '120547', '122418', '154174', '272073', '286280', '287201', '300728', '340612', '345499', '381581', '392622', '425179', '462747', '518365', '525206', '549934', '551107', '560721']"
600810,DT.* DT.* NN.* CC.* NN.* CC.*,,20,"['021226', '070191', '072711', '096128', '120548', '123642', '154175', '286281', '287202', '302065', '302847', '340613', '392623', '425180', '457790', '462748', '503245', '551108', '553338', '560722']"
600811,CC.* NN.* CC.* DT.* VB.*_CC.* NN.*,,4,"['021662', '150221', '222371', '524987']"
600812,DT.* VB.*_CC.* NN.* PM.* JJ.* CC.*,,2,"['021665', '115698']"
600813,VB.*_CC.* NN.* PM.* JJ.* CC.* NN.*,,3,"['021666', '282809', '447486']"
600814,PM.* JJ.* CC.* NN.* CC.* PR.*_CC.*,,3,"['021667', '416768', '454175']"
600815,JJ.* CC.* NN.* CC.* PR.*_CC.* NN.*,,4,"['021668', '364368', '420412', '472766']"
600816,CC.* NN.* CC.* PR.*_CC.* NN.* DT.*,,2,"['021669', '087415']"
600817,NN.* CC.* PR.*_CC.* NN.* DT.* FW,,2,"['021670', '021891']"
600818,DT.* JJ.* PM.* NN.* CC.* VB.*_CC.*,,2,"['021737', '038747']"
600819,VB.* CC.* DT.* NN.* PM.* FW,,2,"['021764', '025834']"
600820,VB.* DT.* NN.*_CC.* NN.* CC.* DT.*,,2,"['021819', '162791']"
600821,CC.* VB.* CC.* DT.* NN.* DT.*,,7,"['021821', '319915', '340899', '422431', '453075', '459045', '552359']"
600822,NN.* CC.* NN.* NN.* CC.* PR.*_CC.*,,2,"['021833', '069800']"
600823,VB.*_CC.* DT.* NN.* CC.* NN.* CC.*,,3,"['021839', '059184', '562699']"
600824,CC.* NN.* CC.* NN.* PM.* PR.*_CC.*,,10,"['021840', '067066', '139127', '175524', '220284', '226734', '241513', '288908', '363246', '490558']"
600825,CC.* NN.* CC.* PR.*_CC.* PM.* NN.*,,3,"['021845', '323599', '548180']"
600826,PM.* NN.* CC.* PR.*_CC.* NN.* DT.*,,3,"['021890', '039483', '413658']"
600827,DT.* FW CC.* PR.*_CC.* NN.* PM.*,,2,"['021895', '023305']"
600828,JJ.*_CC.* NN.* PM.* RB.* VB.*_VB.* DT.*,,2,"['021881', '188715']"
600829,PM.* VB.* DT.* DT.* NN.* CC.*,,11,"['021884', '139332', '165399', '203577', '277745', '312730', '340611', '345498', '382667', '506981', '550630']"
600830,CC.* JJ.* CC.* NN.* PM.* PR.*,,2,"['021985', '332758']"
600831,JJ.* CC.* NN.* PM.* PR.* RB.*,,2,"['021986', '189450']"
600832,CC.* NN.* PM.* PR.* RB.* DT.*,,2,"['021987', '450392']"
600833,RB.* CC.* CC.* PM.* VB.* DT.*,,2,"['022647', '452111']"
600834,CC.* CC.* PM.* VB.* DT.* NN.*,,4,"['022648', '025007', '452112', '552513']"
600835,VB.* RB.* DT.* NN.* CC.* NN.*,,6,"['022584', '103342', '152019', '267115', '529555', '557080']"
600836,RB.* DT.* NN.* CC.* NN.* CC.*,,6,"['022585', '103343', '131043', '263526', '267116', '557081']"
600837,DT.* NN.* CC.* NN.* CC.* FW,,2,"['022586', '027646']"
600838,CC.* NN.* PM.* RB.* RB.* VB.*,,11,"['022631', '053177', '057922', '064268', '249234', '265397', '309082', '371056', '459575', '502557', '540324']"
600839,NN.* PM.* RB.* RB.* VB.* PM.*,,2,"['022632', '044538']"
600840,PM.* RB.* RB.* VB.* PM.* NN.*,,2,"['022633', '044539']"
600841,NN.* PM.* CC.* VB.* PR.* CC.*,,11,"['022639', '068316', '320439', '332137', '373560', '429106', '440017', '455748', '455877', '477901', '528163']"
600842,PM.* CC.* VB.* PR.* CC.* NN.*,,3,"['022640', '066626', '411139']"
600843,CC.* VB.* PR.* CC.* NN.* DT.*,,3,"['022641', '392976', '547014']"
600844,DT.* NN.* JJ.* CC.* NN.* CC.*,,5,"['022679', '214937', '224934', '427100', '456535']"
600845,NN.* CC.* NN.* CC.* FW PM.*,,2,"['022680', '070389']"
600846,FW NN.* DT.* NN.* PM.* CC.*,,2,"['022735', '103777']"
600847,NN.* DT.* NN.* PM.* CC.* VB.*,,8,"['022736', '067256', '260850', '337087', '431493', '455435', '520658', '546680']"
600848,CC.* VB.* DT.* NN.* RB.* PR.*,,2,"['022738', '452650']"
600849,DT.* NN.* RB.* PR.* PM.* NN.*,,2,"['022740', '216129']"
600850,VB.* CC.* NN.* PR.* DT.* NN.*,,2,"['022750', '037096']"
600851,PR.* DT.* NN.* CC.* VB.* CC.*,,7,"['022753', '073481', '087155', '172173', '189035', '384423', '480221']"
600852,DT.* FW DT.* NN.* PM.* CC.*,,2,"['022819', '336555']"
600853,DT.* NN.* PM.* CC.* RB.* RB.*,,11,"['022821', '177762', '220790', '250080', '256687', '294223', '368895', '369076', '398288', '398502', '455797']"
600854,PM.* DT.* NN.* DT.* NN.* CC.*,,3,"['022823', '259456', '397420']"
600855,PM.* RB.*_CC.* VB.* CC.* NN.* DT.*,,2,"['023004', '071007']"
600856,RB.*_CC.* VB.* CC.* NN.* DT.* NN.*,,6,"['023005', '071450', '199573', '293606', '299578', '492960']"
600857,PM.* FW CC.* PR.* CC.* DT.*,,2,"['022956', '035564']"
600858,FW CC.* PR.* CC.* DT.* NN.*,,2,"['022957', '035565']"
600859,VB.* PM.* FW CC.* NN.* NN.*,,2,"['022963', '024042']"
600860,NN.* RB.*_CC.* NN.* CC.* VB.* CC.*,,6,"['023225', '148011', '185731', '420969', '442269', '489977']"
600861,RB.*_CC.* NN.* CC.* VB.* CC.* NN.*,,4,"['023226', '400793', '442270', '489978']"
600862,FW CC.* RB.* PR.* RB.*_CC.* VB.*,,2,"['023244', '163098']"
600863,FW CC.* PR.*_CC.* NN.* PM.* CC.*,,2,"['023306', '048343']"
600864,CC.* PR.*_CC.* NN.* PM.* CC.* PR.*,,5,"['023307', '052013', '276176', '353717', '364371']"
600865,CC.* JJ.*_CC.* NN.* DT.* DT.* NN.*,,2,"['023461', '177369']"
600866,RB.*_CC.* NN.* PM.* VB.* PR.* CC.*,,2,"['023530', '106712']"
600867,NN.* PM.* VB.* PR.* CC.* JJ.*_CC.*,,3,"['023531', '204265', '481163']"
600868,PM.* VB.* PR.* CC.* JJ.*_CC.* NN.*,,3,"['023532', '481164', '490777']"
600869,VB.* PR.* CC.* JJ.*_CC.* NN.* CC.*,,9,"['023533', '062382', '062391', '102403', '252232', '265393', '481165', '490778', '541606']"
600870,PR.* CC.* JJ.*_CC.* NN.* CC.* CC.*,,2,"['023534', '367188']"
600871,NN.* CC.* CC.* NN.*_CC.* VB.* CC.*,,2,"['023536', '203352']"
600872,CC.* CC.* NN.*_CC.* VB.* CC.* NN.*,,3,"['023537', '260941', '523678']"
600873,NN.*_CC.* VB.* CC.* NN.* DT.* NN.*,,2,"['023539', '534187']"
600874,CC.* DT.* NN.* CC.* NN.* FW,,2,"['023540', '027824']"
600875,CD.* DT.* VB.*_CC.* NN.* PM.* DT.*,,2,"['023547', '152435']"
600876,DT.* VB.*_CC.* NN.* PM.* DT.* NN.*,,2,"['023548', '528760']"
600877,CC.* NN.* PM.* PR.* DT.* NN.*,,2,"['023686', '268877']"
600878,NN.* PM.* PR.* DT.* NN.* CC.*,,2,"['023687', '268878']"
600879,PM.* PR.* DT.* NN.* CC.* DT.*,,2,"['023688', '212870']"
600880,VB.* DT.* NN.* CC.* DT.* FW,,2,"['023702', '097282']"
600881,NN.* FW PM.* VB.* RB.* DT.*,,2,"['023627', '152016']"
600882,FW PM.* VB.* RB.* DT.* NN.*,,2,"['023628', '152017']"
600883,PM.* NN.* CC.* NN.* RB.* CC.*,,2,"['023884', '532133']"
600884,FW CC.* NN.* PM.* RB.* CC.*,,2,"['023894', '098641']"
600885,CC.* NN.* PM.* RB.* CC.* VB.*,,3,"['023895', '125366', '449583']"
600886,NN.* PM.* RB.* CC.* VB.* DT.*,,5,"['023896', '188542', '277207', '449584', '450610']"
600887,PM.* RB.* CC.* VB.* DT.* NN.*,,5,"['023897', '032741', '143721', '449585', '452029']"
600888,RB.* CC.* VB.* DT.* NN.* CC.*,,6,"['023898', '026926', '037721', '143722', '379159', '449586']"
600889,CC.* VB.* DT.* NN.* CC.* CD.*,,2,"['023899', '408143']"
600890,FW PM.* CC.* VB.* CC.* NN.*,,7,"['024005', '033416', '113858', '328321', '407124', '436253', '478065']"
600891,PM.* CC.* VB.* CC.* NN.* DT.*,,3,"['024006', '037102', '485385']"
600892,CC.* NN.* DT.* NN.* PM.* VB.*,,3,"['024028', '247019', '489337']"
600893,NN.* LM VB.* PM.* FW CC.*,,2,"['024040', '519670']"
600894,NN.* PM.* VB.* DT.* DT.* NN.*,,6,"['024166', '139331', '203576', '312729', '345497', '550629']"
600895,VB.* DT.* DT.* NN.* RB.* CC.*,,9,"['024168', '116121', '155888', '255808', '312262', '386428', '484367', '520835', '549537']"
600896,FW PM.* PM.* CC.* CC.* RB.*,,2,"['024170', '487025']"
600897,VB.* NN.* CC.* RB.* RB.* DT.*,,2,"['024287', '121770']"
600898,NN.* CC.* RB.* RB.* DT.* VB.*,,4,"['024288', '121771', '135764', '326692']"
600899,CC.* RB.* RB.* DT.* VB.* DT.*,,2,"['024289', '135765']"
600900,RB.* RB.* DT.* VB.* DT.* NN.*,,2,"['024290', '135766']"
600901,VB.* RB.* RB.* DT.* PR.*_CC.* NN.*,,3,"['024614', '237251', '526115']"
600902,RB.* RB.* DT.* PR.*_CC.* NN.* CC.*,,3,"['024615', '036824', '237252']"
600903,RB.* DT.* PR.*_CC.* NN.* CC.* NN.*,,5,"['024616', '036825', '237253', '382019', '514068']"
600904,CC.* DT.* NN.* DT.* VB.* CC.*,,14,"['024561', '152716', '171822', '282608', '283118', '334167', '367135', '377836', '424078', '430374', '469515', '501508', '520651', '524979']"
600905,DT.* NN.* DT.* VB.* CC.* VB.*,,6,"['024562', '152717', '282609', '283119', '469516', '558525']"
600906,CC.* RB.* RB.* DT.* CC.* PM.*,,2,"['024665', '037729']"
600907,CC.* NN.* PM.* CC.* NN.* PM.*,,3,"['024801', '132292', '443150']"
600908,NN.* PM.* CC.* NN.* PM.* FW,,3,"['024802', '145597', '443151']"
600909,PM.* CC.* NN.* PM.* FW CC.*,,2,"['024803', '443152']"
600910,CC.* NN.* PM.* JJ.* RB.* DT.*,,3,"['024835', '195453', '543787']"
600911,NN.* PM.* JJ.* RB.* DT.* NN.*,,2,"['024836', '195454']"
600912,RB.* RB.* RB.* DT.* VB.* CC.*,,2,"['024838', '492458']"
600913,VB.* DT.* NN.* CC.* DT.* PR.*_CC.*,,2,"['024839', '321960']"
600914,DT.* NN.* CC.* DT.* PR.*_CC.* FW,,2,"['024840', '041300']"
600915,NN.* CC.* DT.* PR.*_CC.* FW FW,,2,"['024841', '041301']"
600916,VB.* PR.*_CC.* VB.* DT.* NN.* NN.*,,2,"['024761', '491111']"
600917,CC.* VB.* JJ.* RB.* DT.* NN.*,,2,"['024947', '316528']"
600918,NN.* PM.* RB.* RB.* VB.* DT.*,,8,"['024961', '043334', '064269', '087485', '183426', '240988', '459576', '519748']"
600919,PM.* RB.* RB.* VB.* DT.* NN.*,,2,"['024962', '087486']"
600920,NN.* CC.* CC.* PM.* VB.* DT.*,,2,"['025006', '552512']"
600921,FW CC.* NN.* CC.* DT.* NN.*,,3,"['025009', '035361', '061194']"
600922,DT.* FW CC.* NN.* PM.* VB.*,,3,"['025209', '040709', '451441']"
600923,PM.* CC.* RB.* RB.* VB.* CC.*,,5,"['025230', '235427', '250082', '425300', '479860']"
600924,RB.* RB.* VB.* CC.* DT.* FW,,3,"['025232', '329627', '377473']"
600925,VB.*_CC.* VB.* CC.* PR.*_CC.* NN.* NN.*,,2,"['025348', '175611']"
600926,VB.* CC.* JJ.*_CC.* NN.* PM.* DT.*,,6,"['025376', '099106', '397417', '424686', '431430', '482640']"
600927,NN.* PM.* DT.* JJ.*_CC.* NN.* NN.*,,3,"['025379', '379974', '544746']"
600928,NN.* CC.* VB.* RB.* VB.* DT.*,,3,"['025430', '201281', '379961']"
600929,CC.* NN.* CC.* VB.* PR.* PM.*,,2,"['025441', '114353']"
600930,NN.* CC.* VB.* PR.* PM.* PM.*,,4,"['025442', '114354', '247348', '284880']"
600931,PR.* PM.* PM.* DT.* JJ.*_CC.* NN.*,,2,"['025445', '095947']"
600932,PM.* PM.* DT.* JJ.*_CC.* NN.* CC.*,,2,"['025446', '095948']"
600933,VB.* PR.* CC.* NN.* CC.* CC.*,,3,"['025493', '372544', '561314']"
600934,PR.* CC.* NN.* CC.* CC.* NN.*,,2,"['025494', '372545']"
600935,RB.* PR.*_CC.* VB.* CC.* FW CC.*,,2,"['025626', '215917']"
600936,VB.* CC.* FW CC.* NN.* PM.*,,3,"['025628', '201507', '332464']"
600937,RB.* CC.* NN.* DT.* JJ.* CC.*,,2,"['025890', '031120']"
600938,FW CC.* VB.* CC.* DT.* NN.*,,4,"['025832', '079762', '120777', '413738']"
600939,PR.* RB.*_CC.* NN.* CC.* NN.* CC.*,,8,"['025799', '064442', '064655', '153172', '194659', '231365', '312273', '497553']"
600940,NN.* PM.* JJ.* CC.* DT.* NN.*,,2,"['025801', '048286']"
600941,FW PM.* VB.* PR.* CC.* NN.*,,2,"['025998', '041475']"
600942,PM.* VB.* PR.* CC.* NN.* CC.*,,13,"['025999', '041476', '047194', '082020', '143712', '190276', '194728', '286066', '312726', '339065', '393365', '531993', '561313']"
600943,VB.* PR.* CC.* NN.* CC.* NN.*,,3,"['026000', '196845', '475552']"
600944,CC.* NN.* CC.* NN.* RB.* RB.*,,2,"['026002', '531465']"
600945,NN.* RB.* RB.* JJ.* PM.* FW,,2,"['026005', '048598']"
600946,VB.* VB.* RB.* CC.* NN.* CC.*,,2,"['026136', '134617']"
600947,VB.* RB.* CC.* NN.* CC.* DT.*,,14,"['026137', '040670', '107975', '144027', '153670', '182429', '233093', '261367', '349419', '394843', '469851', '481771', '497264', '559996']"
600948,RB.* CC.* NN.* CC.* DT.* NN.*,,5,"['026138', '064987', '144028', '474856', '523919']"
600949,CC.* NN.* CC.* DT.* NN.* FW,,3,"['026139', '358698', '532910']"
600950,FW CC.* VB.* CC.* NN.* CC.*,,4,"['026180', '120359', '488116', '551683']"
600951,PR.* PM.* VB.* PR.*_CC.* VB.* CC.*,,2,"['026195', '408797']"
600952,PM.* VB.* PR.*_CC.* VB.* CC.* NN.*,,6,"['026196', '254567', '408798', '411103', '476525', '522287']"
600953,VB.* PR.*_CC.* VB.* CC.* NN.* CC.*,,12,"['026197', '106589', '109910', '147633', '385578', '405362', '411104', '476526', '513515', '522288', '535798', '540331']"
600954,RB.* CC.* VB.* DT.* NN.* PM.*,,4,"['026203', '032742', '197836', '217790']"
600955,CC.* VB.* DT.* NN.* PM.* VB.*,,3,"['026204', '273536', '390931']"
600956,NN.* RB.* DT.* NN.* CC.* VB.*,,2,"['026214', '317185']"
600957,DT.* NN.* VB.* CC.* NN.* CC.*,,3,"['026122', '220818', '507136']"
600958,VB.*_VB.* RB.* CC.* VB.* DT.* NN.*,,2,"['026598', '375062']"
600959,CC.* NN.* PM.* RB.* RB.* DT.*,,6,"['026837', '179579', '185559', '315026', '437194', '474680']"
600960,NN.* PM.* RB.* RB.* DT.* NN.*,,5,"['026838', '143715', '185560', '387684', '558049']"
600961,NN.* PM.* CC.* CC.* DT.* NN.*,,4,"['026842', '101847', '317965', '484371']"
600962,CC.* DT.* NN.* DT.* NN.* CC.*,,9,"['026845', '128168', '149517', '203103', '353712', '452648', '461104', '542874', '556222']"
600963,DT.* NN.* CC.* NN.* LM RB.*_CC.*,,16,"['026846', '099109', '114345', '159509', '210134', '227637', '258809', '260717', '279749', '288572', '316032', '323131', '353773', '445219', '483512', '524473']"
