Pattern_ID,RoughPOS_N-Gram,DetailedPOS_N-Gram,Frequency,ID_Array
700027,VB.* RB.* DT.* NN.* CC.* JJ.*_CC.* NN.*,,5,"['009760', '167112', '329655', '450913', '556948']"
700028,RB.* DT.* NN.* CC.* JJ.*_CC.* NN.* CC.*,,4,"['009761', '329656', '450914', '556949']"
700029,CC.* PR.*_CC.* NN.* PM.* VB.* PR.* CC.*,,5,"['002556', '028481', '073691', '333815', '557376']"
700030,PR.*_CC.* NN.* PM.* VB.* DT.* NN.* DT.*,,2,"['009895', '188187']"
700031,NN.* PM.* PM.* PR.* LM VB.* CC.*,,4,"['002504', '234015', '404225', '526733']"
700032,PM.* PM.* PR.* LM VB.* CC.* NN.*,,3,"['002505', '090256', '526734']"
700033,PM.* JJ.* CC.* PR.* LM VB.* CC.*,,2,"['007060', '096364']"
700034,NN.* CC.* VB.* DT.* VB.* CC.* DT.*,,2,"['007062', '215800']"
700035,JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.*,,7,"['009561', '092323', '132283', '262411', '392725', '493484', '507338']"
700036,CC.* FW PM.* PR.*_CC.* NN.* CC.* VB.*,,2,"['009567', '247033']"
700037,PR.*_CC.* NN.* CC.* VB.* DT.* NN.* CC.*,,4,"['009570', '342869', '348672', '551698']"
700038,PR.* LM VB.* CC.* NN.* CC.* DT.*,,3,"['003413', '086517', '543554']"
700039,DT.* NN.* CC.* JJ.*_CC.* DT.* NN.* LM,,2,"['003417', '345559']"
700040,NN.* CC.* JJ.*_CC.* DT.* NN.* LM VB.*,,2,"['003418', '345560']"
700041,CC.* RB.* VB.* CC.* PR.*_CC.* NN.* DT.*,,2,"['006792', '468470']"
700042,RB.* VB.* CC.* PR.*_CC.* NN.* DT.* NN.*,,3,"['006793', '468471', '518615']"
700043,RB.* DT.* DT.* NN.* CC.* VB.* CC.*,,3,"['009534', '167151', '463191']"
700044,DT.* DT.* NN.* CC.* VB.* CC.* NN.*,,3,"['009535', '054658', '189595']"
700045,DT.* NN.* CC.* VB.* CC.* NN.* PM.*,,5,"['009536', '047487', '112711', '278053', '373113']"
700046,VB.* PR.* DT.* JJ.* CC.* NN.* CC.*,,3,"['003189', '102685', '373633']"
700047,VB.* RB.* CC.* DT.* NN.* CC.* VB.*,,2,"['003885', '294404']"
700048,CC.* CC.* DT.* DT.* NN.* LM VB.*,,2,"['011221', '511178']"
700049,CC.* JJ.*_CC.* NN.* DT.* NN.* PM.* RB.*,,2,"['010066', '306669']"
700050,JJ.*_CC.* NN.* DT.* NN.* PM.* RB.* RB.*,,2,"['010067', '306670']"
700051,CC.* NN.* CC.* VB.* RB.* DT.* DT.*,,3,"['010072', '001048', '463189']"
700052,CC.* DT.* NN.* CC.* RB.* VB.* CC.*,,4,"['003540', '105984', '107808', '156382']"
700053,DT.* DT.* JJ.*_CC.* NN.* LM VB.* RB.*_CC.*,,2,"['011311', '562232']"
700054,FW LM VB.* CC.* PR.*_CC.* NN.* CC.*,,2,"['009466', '155617']"
700055,LM VB.* CC.* PR.*_CC.* NN.* CC.* VB.*,,9,"['009467', '155618', '181120', '201939', '246312', '429294', '477630', '545893', '551695']"
700056,VB.* CC.* PR.*_CC.* NN.* CC.* VB.* RB.*,,3,"['009468', '201940', '337853']"
700057,CC.* PR.*_CC.* NN.* CC.* VB.* RB.* DT.*,,2,"['009469', '267763']"
700058,DT.* NN.*_CC.* VB.*_VB.* CC.* NN.* CC.* NN.*,,2,"['003642', '344877']"
700059,NN.* CC.* PR.*_CC.* NN.* CC.* RB.* RB.*,,3,"['005826', '037897', '107443']"
700060,NN.* CC.* NN.* RB.* RB.* VB.* DT.*,,4,"['010939', '064383', '380025', '392146']"
700061,CC.* NN.* RB.* RB.* VB.* DT.* PR.*_CC.*,,2,"['010940', '392147']"
700062,VB.* DT.* PR.*_CC.* DT.* NN.* CC.* VB.*,,4,"['010944', '337488', '352594', '416201']"
700063,JJ.* CC.* VB.* DT.* DT.* NN.* CC.*,,5,"['009014', '013513', '287451', '323593', '556024']"
700064,DT.* PR.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.*,,2,"['011198', '409049']"
700065,PR.*_CC.* NN.* DT.* VB.* CC.* VB.* CC.*,,2,"['011206', '550868']"
700066,CC.* NN.* PM.* VB.* DT.* JJ.* CC.*,,2,"['008755', '377729']"
700067,PM.* VB.* DT.* JJ.* CC.* NN.* CC.*,,2,"['008756', '414998']"
700068,NN.* CC.* PR.*_CC.* NN.* CC.* NN.* PM.*,,9,"['012602', '081058', '098920', '137010', '204753', '249251', '411394', '422423', '524576']"
700069,LM VB.* RB.* PR.* CC.* VB.* CC.*,,2,"['009236', '486860']"
700070,VB.* RB.* PR.* CC.* VB.* CC.* PR.*,,2,"['009237', '486861']"
700071,PR.* LM DT.* NN.*_CC.* VB.* CC.* DT.*,,2,"['004117', '066244']"
700072,PM.* CC.* DT.* NN.* CC.* VB.* CC.*,,2,"['004124', '483990']"
700073,PM.* CD.* CC.* NN.* DT.* VB.* CC.*,,4,"['010912', '185306', '356874', '443103']"
700074,VB.* PR.*_CC.* VB.* CC.* NN.* RB.* CC.*,,3,"['008506', '408809', '522914']"
700075,CC.* NN.* PM.* VB.* RB.* PR.* CC.*,,2,"['008508', '353099']"
700076,NN.* PM.* VB.* RB.* PR.* CC.* VB.*,,2,"['008509', '330595']"
700077,VB.* RB.* PR.* CC.* VB.* CC.* NN.*,,2,"['008511', '112786']"
700078,VB.* PR.*_CC.* VB.* CC.* PR.*_CC.* NN.* CC.*,,2,"['005421', '418541']"
700079,PR.*_CC.* VB.* CC.* PR.*_CC.* NN.* CC.* NN.*,,2,"['005422', '522306']"
700080,CC.* RB.* RB.* PR.* VB.* DT.* NN.*,,2,"['005423', '086140']"
700081,RB.* RB.* PR.* VB.* DT.* NN.* CC.*,,3,"['005424', '086141', '480366']"
700082,PM.* VB.* CC.* DT.* NN.* CC.* VB.*,,2,"['001751', '112710']"
700083,VB.* CC.* DT.* NN.* CC.* VB.* RB.*,,2,"['001752', '303497']"
700084,NN.* CC.* VB.* RB.* RB.* DT.* VB.*,,3,"['001755', '144162', '561970']"
700085,RB.*_CC.* VB.* DT.* NN.* CC.* NN.* CC.*,,8,"['001761', '040878', '079646', '146808', '148165', '172564', '319627', '498083']"
700086,DT.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.*,,5,"['010728', '173224', '185529', '247126', '356249']"
700087,NN.* CC.* VB.* CC.* NN.* CC.* FW,,2,"['012445', '045419']"
700088,NN.* CC.* CC.* RB.* JJ.* CC.* NN.*,,2,"['002405', '070635']"
700089,NN.*_CC.* PR.* LM VB.* CC.* VB.* CC.*,,2,"['002276', '356109']"
700090,VB.* CC.* VB.* DT.* JJ.*_CC.* NN.* CC.*,,2,"['002279', '231378']"
700091,CC.* VB.* DT.* JJ.*_CC.* NN.* CC.* CC.*,,2,"['002280', '104114']"
700092,VB.* DT.* PR.* CC.* NN.* CC.* VB.*,,2,"['001545', '143576']"
700093,DT.* PR.* CC.* NN.* CC.* VB.* CC.*,,2,"['001546', '238513']"
700094,CC.* NN.* CC.* VB.* CC.* VB.* DT.*,,3,"['001548', '016037', '451412']"
700095,NN.* CC.* RB.* VB.* CC.* NN.* CC.*,,2,"['010604', '346491']"
700096,CC.* JJ.*_CC.* NN.* PM.* VB.* DT.* NN.*,,6,"['003012', '123844', '195179', '352961', '429732', '476717']"
700097,JJ.*_CC.* NN.* PM.* VB.* DT.* NN.* CC.*,,4,"['003013', '275151', '391127', '429733']"
700098,PM.* VB.* DT.* NN.* CC.* PR.* CC.*,,3,"['003014', '062589', '073757']"
700099,PM.* VB.* PR.* CC.* NN.*_CC.* NN.* CC.*,,2,"['004454', '018222']"
700100,NN.* CC.* PR.*_CC.* NN.* PM.* LM VB.*,,3,"['010704', '127994', '369590']"
700101,CC.* PR.*_CC.* NN.* PM.* LM VB.* DT.*,,2,"['010705', '369591']"
700102,NN.* CC.* NN.*_CC.* JJ.* CC.* NN.* PM.*,,4,"['001615', '099838', '108704', '559154']"
700103,CC.* NN.*_CC.* JJ.* CC.* NN.* PM.* JJ.*,,2,"['001616', '034609']"
700104,CC.* VB.* RB.* PR.* DT.* NN.* CC.*,,3,"['000674', '007921', '087323']"
700105,VB.* RB.* PR.* DT.* NN.* CC.* DT.*,,2,"['000675', '007922']"
700106,CC.* DT.* NN.* CC.* NN.*_CC.* JJ.* CC.*,,2,"['000676', '194360']"
700107,VB.* DT.* NN.* CC.* NN.* CC.* JJ.*_CC.*,,6,"['004901', '034377', '221067', '263862', '382840', '558084']"
700108,DT.* NN.* CC.* NN.* CC.* JJ.*_CC.* PR.*,,2,"['004902', '197313']"
700109,CC.* NN.* CC.* JJ.*_CC.* PR.* CC.* VB.*,,2,"['004903', '197315']"
700110,PR.* CC.* VB.* CC.* DT.* NN.* CC.*,,2,"['004905', '243865']"
700111,CC.* PR.*_CC.* NN.* CC.* NN.* PM.* RB.*,,6,"['010455', '065805', '090264', '137011', '191237', '274098']"
700112,CC.* RB.* RB.* VB.* DT.* NN.* CC.*,,2,"['009023', '197200']"
700113,RB.* RB.* VB.* DT.* NN.* CC.* CC.*,,2,"['009024', '197201']"
700114,NN.* LM VB.* CC.* CC.* PM.* JJ.*,,3,"['004789', '445405', '545079']"
700115,CC.* NN.* PM.* RB.* RB.* PR.* VB.*,,2,"['005064', '223099']"
700116,CC.* RB.* VB.* DT.* NN.* PM.* CC.*,,2,"['008526', '543282']"
700117,CC.* VB.* RB.* DT.* DT.* NN.* CC.*,,3,"['001049', '061797', '463190']"
700118,DT.* DT.* NN.* CC.* RB.*_CC.* VB.* CC.*,,2,"['001052', '471926']"
700119,NN.* PM.* VB.* RB.* DT.* NN.* CC.*,,2,"['010690', '529686']"
700120,PR.* DT.* DT.* NN.* CC.* VB.* CC.*,,3,"['011839', '132096', '196201']"
700121,DT.* NN.* CC.* NN.*_CC.* JJ.* LM VB.*,,3,"['004614', '219544', '562919']"
700122,DT.* NN.* CC.* DT.* VB.* CC.* VB.*,,2,"['000912', '180332']"
700123,DT.* VB.* CC.* VB.* CC.* NN.* DT.*,,3,"['000913', '165552', '451569']"
700124,VB.* CC.* VB.* CC.* NN.* DT.* FW,,2,"['000914', '451570']"
700125,VB.* DT.* DT.* NN.* CC.* PR.*_CC.* NN.*,,6,"['004402', '113914', '172422', '199694', '276925', '289376']"
700126,DT.* DT.* NN.*_CC.* VB.* CC.* NN.* CC.*,,3,"['008116', '166886', '482952']"
700127,NN.* CC.* VB.* CC.* DT.* FW CC.*,,2,"['008117', '505913']"
700128,JJ.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.*,,6,"['012118', '076145', '244120', '280200', '372677', '530475']"
700129,CC.* NN.* CC.* VB.* CC.* NN.* RB.*_CC.*,,2,"['012119', '281325']"
700130,CC.* NN.* RB.* RB.* DT.* VB.* CC.*,,2,"['013186', '215085']"
700131,CC.* JJ.* VB.* CC.* NN.* CC.* FW,,2,"['013404', '385875']"
700132,NN.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,,5,"['013570', '214680', '279144', '319087', '323574']"
700133,CC.* NN.* CC.* PR.*_CC.* NN.* PM.* VB.*,,6,"['013571', '073689', '294301', '303039', '493269', '557374']"
700134,RB.* DT.* NN.* CC.* VB.* DT.* NN.*,,2,"['013743', '359941']"
700135,DT.* NN.* CC.* VB.* DT.* NN.* CC.*,,6,"['013744', '016872', '162726', '259634', '359942', '463893']"
700136,NN.* CC.* VB.* DT.* NN.* CC.* VB.*,,6,"['013745', '199325', '207221', '259635', '346062', '384596']"
700137,PM.* DT.* PR.*_CC.* NN.* LM VB.* DT.*,,2,"['013750', '246826']"
700138,PR.*_CC.* NN.* LM VB.* DT.* NN.* CC.*,,3,"['013751', '270597', '505995']"
700139,NN.* CC.* NN.* CC.* VB.* DT.* JJ.*_CC.*,,3,"['013849', '131232', '520634']"
700140,CC.* NN.* CC.* VB.* DT.* JJ.*_CC.* NN.*,,4,"['013850', '131233', '520635', '527084']"
700141,VB.* CC.* NN.* DT.* NN.* CC.* RB.*_CC.*,,2,"['013852', '538847']"
700142,RB.* PR.* VB.* DT.* NN.* CC.* VB.*,,2,"['013914', '534479']"
700143,DT.* JJ.*_CC.* NN.* CC.* NN.* PM.* VB.*,,2,"['014183', '272131']"
700144,JJ.*_CC.* NN.* CC.* NN.* PM.* VB.* CC.*,,6,"['014184', '058969', '272132', '348580', '400020', '451421']"
700145,NN.* CC.* NN.* PM.* VB.* CC.* JJ.*_CC.*,,3,"['014185', '204528', '315663']"
700146,CC.* NN.* PM.* VB.* CC.* JJ.*_CC.* NN.*,,2,"['014186', '315664']"
700147,NN.* PM.* VB.* CC.* JJ.*_CC.* NN.* CC.*,,3,"['014187', '094657', '551948']"
700148,CD.* PM.* VB.* RB.* DT.* NN.* CC.*,,3,"['014645', '556946', '557365']"
700149,CC.* NN.* CC.* VB.* CC.* NN.* PM.*,,8,"['014918', '156747', '228812', '345494', '408895', '434704', '459549', '533426']"
700150,NN.* CC.* VB.* RB.* DT.* JJ.*_CC.* NN.*,,2,"['015331', '505842']"
700151,CC.* VB.* PM.* VB.* CC.* NN.* CC.*,,2,"['015357', '280905']"
700152,CC.* RB.* JJ.* DT.* PR.*_CC.* NN.* CC.*,,2,"['015591', '179424']"
700153,CC.* VB.* RB.* CC.* NN.* CC.* NN.*,,3,"['015791', '184537', '513779']"
700154,CC.* NN.* CC.* DT.* JJ.*_CC.* NN.* CC.*,,3,"['016105', '127793', '328712']"
700155,NN.* CC.* DT.* JJ.*_CC.* NN.* CC.* NN.*,,2,"['016106', '538576']"
700156,CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* CC.*,,6,"['016107', '132462', '158077', '244118', '437112', '507336']"
700157,DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* VB.*,,5,"['016108', '132463', '241877', '244119', '280199']"
700158,NN.* CC.* NN.* CC.* VB.* PR.* CC.*,,4,"['016110', '054794', '269689', '270439']"
700159,CC.* VB.* DT.* DT.* VB.* PM.* VB.*,,2,"['016332', '019219']"
700160,PR.* PM.* VB.* PM.* FW CC.* NN.*,,2,"['016759', '040901']"
700161,VB.* PM.* FW CC.* NN.* PM.* CC.*,,2,"['016760', '047418']"
700162,PM.* FW CC.* NN.* PM.* CC.* DT.*,,2,"['016761', '047419']"
700163,VB.*_VB.*_CC.* NN.* DT.* NN.* CC.* FW FW,,2,"['016783', '037751']"
700164,RB.*_CC.* NN.* CD.* PM.* VB.* DT.* NN.*,,4,"['016787', '306542', '427609', '491808']"
700165,DT.* NN.* PR.*_CC.* VB.* PM.* FW CC.*,,2,"['016857', '028474']"
700166,VB.* DT.* NN.* CC.* VB.* DT.* NN.*,,3,"['016871', '162725', '463892']"
700167,NN.* CC.* VB.* DT.* NN.* CC.* NN.*,,2,"['016873', '029389']"
700168,DT.* VB.* CC.* NN.* PM.* CC.* VB.*,,4,"['016936', '440268', '489391', '556400']"
700169,NN.* PM.* CC.* PR.*_CC.* VB.* PM.* NN.*,,2,"['016949', '210944']"
700170,PM.* CC.* PR.*_CC.* VB.* PM.* NN.* CC.*,,2,"['016950', '210945']"
700171,JJ.* CC.* NN.* CC.* PR.* DT.* VB.*,,2,"['017513', '352328']"
700172,NN.* PM.* PR.* CC.* DT.* NN.* LM,,2,"['017713', '528994']"
700173,PM.* PR.* CC.* DT.* NN.* LM VB.*,,2,"['017714', '528995']"
700174,PR.* CC.* DT.* NN.* LM VB.* CC.*,,6,"['017715', '058391', '197192', '257007', '274816', '450761']"
700175,CC.* PR.*_CC.* NN.* PM.* VB.* DT.* NN.*,,7,"['017821', '074116', '075024', '135956', '162858', '188186', '312632']"
700176,VB.* CC.* NN.* NN.* DT.* PR.*_CC.* NN.*,,2,"['018342', '451423']"
700177,CC.* JJ.*_CC.* NN.* PM.* CC.* VB.* DT.*,,2,"['018396', '316990']"
700178,NN.* PM.* VB.* CC.* PR.*_CC.* NN.* CC.*,,3,"['018921', '428375', '533500']"
700179,PM.* VB.* CC.* PR.*_CC.* NN.* CC.* VB.*,,4,"['018922', '336355', '404185', '469822']"
700180,VB.* CC.* PR.*_CC.* NN.* CC.* VB.* DT.*,,6,"['018923', '181121', '215797', '404186', '469823', '551696']"
700181,RB.* PR.* CC.* DT.* JJ.*_CC.* NN.* CC.*,,2,"['018990', '160876']"
700182,PR.* CC.* DT.* JJ.*_CC.* NN.* CC.* FW,,2,"['018991', '019094']"
700183,DT.* PR.* PM.* NN.* PR.*_CC.* NN.* CC.*,,2,"['019038', '066978']"
700184,CC.* VB.* DT.* NN.* CC.* RB.* RB.*,,2,"['019209', '241891']"
700185,CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.* DT.* NN.*,,2,"['019289', '087334']"
700186,NN.* PM.* RB.*_CC.* VB.* CC.* NN.* NN.*,,3,"['019717', '190260', '190575']"
700187,PM.* CC.* VB.* DT.* NN.* CC.* JJ.*_CC.*,,2,"['019729', '418827']"
700188,CC.* NN.* CC.* NN.* PM.* DT.* JJ.*_CC.*,,6,"['019852', '042395', '063904', '157201', '529259', '529680']"
700189,NN.* CC.* NN.* PM.* DT.* JJ.*_CC.* NN.*_CC.*,,2,"['019853', '529260']"
700190,NN.* PR.* CC.* DT.* NN.* PM.* CC.*,,2,"['020427', '037740']"
700191,CC.* PR.*_CC.* NN.* DT.* VB.* CC.* NN.*,,3,"['020437', '111594', '425662']"
700192,CC.* CC.* NN.* PM.* VB.* DT.* NN.*,,3,"['020896', '259131', '344610']"
700193,NN.* PM.* VB.* DT.* NN.* CC.* PR.*,,4,"['020897', '062588', '129648', '483857']"
700194,FW CC.* VB.* CC.* NN.* DT.* NN.*,,2,"['020998', '041658']"
700195,PM.* VB.* PR.* DT.* DT.* NN.* CC.*,,2,"['021170', '364949']"
700196,DT.* DT.* NN.* CC.* NN.* CC.* VB.*_CC.*,,2,"['021171', '514844']"
700197,DT.* NN.* CC.* NN.* CC.* VB.*_CC.* PM.*,,3,"['021172', '457745', '484728']"
700198,PM.* RB.* DT.* JJ.* CC.* NN.* CC.*,,2,"['021175', '341514']"
700199,DT.* JJ.* CC.* NN.* CC.* NN.* PM.*,,2,"['021177', '102687']"
700200,JJ.* CC.* NN.* CC.* NN.* PM.* RB.*,,4,"['021178', '396164', '475404', '521400']"
700201,CC.* NN.* CC.* NN.* PM.* RB.* VB.*,,2,"['021179', '475405']"
700202,NN.* DT.* VB.* CC.* PR.*_CC.* NN.* CC.*,,5,"['021201', '093225', '340370', '355654', '430388']"
700203,DT.* VB.* CC.* PR.*_CC.* NN.* CC.* VB.*,,2,"['021202', '430389']"
700204,PM.* VB.* DT.* NN.* CC.* NN.* CC.*,,4,"['021233', '186790', '306544', '531561']"
700205,VB.* DT.* NN.* CC.* NN.* CC.* VB.*,,3,"['021234', '056840', '459547']"
700206,CC.* NN.* CC.* VB.* DT.* NN.* CC.*,,4,"['021236', '093345', '207220', '349630']"
700207,RB.* VB.* DT.* DT.* NN.* CC.* NN.*,,5,"['021397', '092303', '154189', '272453', '551289']"
700208,VB.* DT.* DT.* NN.* CC.* NN.* CC.*,,11,"['021398', '120567', '154190', '286477', '287453', '340635', '392852', '425667', '462964', '551290', '560737']"
700209,DT.* DT.* NN.* CC.* NN.* CC.* VB.*,,5,"['021399', '154191', '425668', '458001', '462965']"
700210,DT.* NN.* CC.* NN.* CC.* VB.* DT.*,,3,"['021400', '323580', '452323']"
700211,CC.* VB.* CC.* DT.* NN.* PM.* FW,,2,"['021853', '025944']"
700212,PM.* VB.* DT.* DT.* NN.* CC.* NN.*,,3,"['021998', '340634', '345797']"
700213,RB.* CC.* CC.* PM.* VB.* DT.* NN.*,,2,"['022652', '452319']"
700214,VB.* RB.* DT.* NN.* CC.* NN.* CC.*,,4,"['022659', '103364', '267403', '557367']"
700215,NN.* PM.* RB.* RB.* VB.* PM.* NN.*,,2,"['022765', '044691']"
700216,CC.* VB.* PR.* CC.* NN.* DT.* NN.*,,2,"['022773', '393181']"
700217,PM.* FW CC.* PR.* CC.* DT.* NN.*,,2,"['023155', '035653']"
700218,NN.* RB.*_CC.* NN.* CC.* VB.* CC.* NN.*,,2,"['023357', '490147']"
700219,NN.* PM.* VB.* PR.* CC.* JJ.*_CC.* NN.*,,2,"['023670', '481834']"
700220,PM.* VB.* PR.* CC.* JJ.*_CC.* NN.* CC.*,,3,"['023671', '481835', '490942']"
700221,CC.* NN.* PM.* RB.* CC.* VB.* DT.*,,2,"['024018', '449808']"
700222,PM.* RB.* CC.* VB.* DT.* NN.* CC.*,,3,"['024020', '143962', '449809']"
700223,PM.* CC.* VB.* CC.* NN.* DT.* NN.*,,2,"['024108', '037246']"
700224,NN.* CC.* RB.* RB.* DT.* VB.* DT.*,,2,"['024308', '135787']"
700225,CC.* RB.* RB.* DT.* VB.* DT.* NN.*,,2,"['024309', '135788']"
700226,VB.* RB.* RB.* DT.* PR.*_CC.* NN.* CC.*,,2,"['024617', '237451']"
700227,CC.* DT.* NN.* DT.* VB.* CC.* VB.*,,5,"['024698', '152842', '282793', '283303', '469664']"
700228,CC.* NN.* PM.* CC.* NN.* PM.* FW,,2,"['024892', '443412']"
700229,NN.* PM.* CC.* NN.* PM.* FW CC.*,,2,"['024893', '443413']"
700230,CC.* NN.* PM.* JJ.* RB.* DT.* NN.*,,2,"['024940', '195699']"
700231,DT.* NN.* CC.* DT.* PR.*_CC.* FW FW,,2,"['024944', '041304']"
700232,NN.* PM.* RB.* RB.* VB.* DT.* NN.*,,2,"['025096', '087625']"
700233,PM.* RB.* RB.* VB.* DT.* NN.* CC.*,,2,"['025097', '087626']"
700234,CC.* NN.* CC.* VB.* PR.* PM.* PM.*,,2,"['025589', '114363']"
700235,PR.* PM.* PM.* DT.* JJ.*_CC.* NN.* CC.*,,2,"['025593', '095959']"
700236,VB.* PR.* CC.* NN.* CC.* CC.* NN.*,,2,"['025629', '372563']"
700237,FW CC.* VB.* CC.* DT.* NN.* PM.*,,2,"['025943', '413954']"
700238,FW PM.* VB.* PR.* CC.* NN.* CC.*,,2,"['026090', '041587']"
700239,VB.* RB.* CC.* NN.* CC.* DT.* NN.*,,2,"['026190', '144216']"
700240,PR.* PM.* VB.* PR.*_CC.* VB.* CC.* NN.*,,2,"['026302', '408807']"
700241,PM.* VB.* PR.*_CC.* VB.* CC.* NN.* CC.*,,4,"['026303', '411626', '476745', '522495']"
700242,CC.* VB.* DT.* NN.* PM.* VB.* PR.*,,2,"['026310', '391128']"
700243,CC.* NN.* PM.* RB.* RB.* DT.* NN.*,,2,"['026970', '185739']"
700244,NN.* DT.* NN.* CC.* NN.* LM RB.*_CC.*,,2,"['026976', '279919']"
700245,DT.* NN.* CC.* NN.* LM RB.*_CC.* VB.*,,13,"['026977', '099118', '114356', '159815', '210142', '227915', '259029', '288750', '316239', '323371', '353953', '445450', '483631']"
700246,VB.* PR.* CC.* NN.* CC.* PR.*_CC.* NN.*,,2,"['026983', '205184']"
700247,VB.* RB.* PR.* DT.* NN.* CC.* VB.*,,2,"['026997', '087324']"
700248,CC.* NN.* CC.* NN.* PM.* RB.* PR.*,,2,"['027048', '284956']"
700249,NN.* CC.* NN.* PM.* RB.* PR.* VB.*,,2,"['027049', '284957']"
700250,DT.* VB.* CC.* JJ.* CC.* NN.* CC.*,,4,"['027059', '334387', '460640', '482148']"
700251,NN.* PM.* CC.* VB.* CC.* PR.*_CC.* FW,,2,"['027363', '051152']"
700252,CC.* VB.* CC.* PR.*_CC.* FW CC.* NN.*,,2,"['027365', '115352']"
700253,RB.* RB.* VB.* DT.* NN.* DT.* NN.*,,2,"['027625', '150906']"
700254,CC.* VB.*_VB.* CC.* DT.* NN.* CC.* DT.*,,2,"['027667', '303823']"
700255,RB.* PM.* VB.*_CC.* VB.* DT.* DT.* NN.*,,2,"['027780', '038591']"
700256,PM.* VB.*_CC.* VB.* DT.* DT.* NN.* CC.*,,2,"['027781', '038592']"
700257,PR.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.*,,3,"['027838', '071428', '313428']"
700258,NN.* PM.* CC.* RB.* CC.* NN.* CC.*,,3,"['027926', '134489', '444506']"
700259,DT.* NN.* CC.* NN.* FW LM RB.*,,2,"['027929', '092876']"
700260,VB.* PM.* VB.* CC.* NN.* CC.* PR.*,,3,"['028226', '090627', '292337']"
700261,DT.* NN.* CC.* PR.*_CC.* NN.* PM.* VB.*,,2,"['028479', '064784']"
700262,NN.* CC.* PR.*_CC.* NN.* PM.* VB.* PR.*,,3,"['028480', '073690', '557375']"
700263,PM.* CC.* VB.* CC.* DT.* NN.* CC.*,,10,"['028569', '044432', '139475', '225514', '238711', '267065', '410983', '441229', '444968', '479636']"
700264,CC.* VB.* CC.* DT.* NN.* CC.* FW,,2,"['028570', '512332']"
700265,VB.* CC.* DT.* NN.* CC.* FW PM.*,,2,"['028571', '054674']"
700266,VB.* CC.* PR.*_CC.* DT.* NN.* PM.* CC.*,,2,"['029194', '444805']"
