Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Jean Fajardo, nagsimula nang mag-ikot ang mga pulis sa pakikipag-ugnayan sa local COMELEC officers upang suyurin ang mga lugar na napaulat na may ilegal na nakapaskil na campaign posters.","Jean Fajardo, nagsimula nang mag-ikot ang mga pulis sa pakikipag-ugnayan sa local COMELEC officers upang suyurin ang mga lugar na napaulat na may ilegal na nakapaskil na campaign posters.","jeans aasado, nagsimula nang mag-ikot ang mga pulis sa pakikipag-ugnayan sa local COMELEC officers upang suyurin ang mga lugar na napaulat na may ilegal na nakapaskil na campaign posters.","['Jean', 'Fajardo']","{'Jean': ['dean', 'ean', 'jeans', 'lean', 'aban'], 'Fajardo': ['aararo', 'aarko', 'aasado', 'aaward', 'araro']}",FP,FP
Iniisa isa naman nang alisin ng backhoe ang mga bloke ng semento at malalaking bakal upang maclear ang area at matagpuaan ang katawan ng biktima.,Iniisa isa naman nang alisin ng backhoe ang mga bloke ng semento at malalaking bakal upang maclear ang area at matagpuaan ang katawan ng biktima.,Iniisa isa naman nang alisin ng backhoe ang mga bloke ng semento at malalaking bakal upang nuclear ang area at natagpuan ang katawan ng biktima.,"['maclear', 'matagpuaan']","{'maclear': ['clear', 'mapler', 'nuclear', 'altar', 'backer'], 'matagpuaan': ['matagpuan', 'matagpuang', 'natagpuan', 'katapusan', 'mabaguhan']}",FP,FP
"Ibinunyag pa ng hindi nagpakilalang empleyado na kahit yupi-yupi na ang mga face shields at mga kahon, kahit may mga dumi, naninilaw, substandard, kahit basa dahil natuluan ng tubig mula sa warehouse ay pina-repack pa rin ito sa kanila.","Ibinunyag pa ng hindi nagpakilalang empleyado na kahit yupi-yupi na ang mga face shields at mga kahon, kahit may mga dumi, naninilaw, substandard, kahit basa dahil natuluan ng tubig mula sa warehouse ay pina-repack pa rin ito sa kanila.","Ibinunyag pa ng hindi nagpakilalang empleyado na kahit yupi-yupi na ang mga face shields at mga kahon, kahit may mga dumi, naninilaw, substandard, kahit basa dahil natuluan ng tubig mula sa warehouse ay pina-repack pa rin ito sa kanila.",[],{},TN,TN
Sabi nila ??pambansang chicken?? daw yung ayaw sumipot sa debate.,Sabi nila ??pambansang chicken?? daw yung ayaw sumipot sa debate.,Sabi nila ??pambansang chicken?? daw yung ayaw sumipot sa debate.,[],{},TN,TN
"??Siguro kami sa show, siya ang ka-close ko po.","??Siguro kami sa show, siya ang ka-close ko po.","??Siguro kami sa show, siya ang ka-close ko po.",[],{},TN,TN
Pero umabante pa rin ang SUV kahit nasa harap niya ang enforcer na dahilan daw para masagi at masagasaan ang biktima.,Pero umabante pa rin ang SUV kahit nasa harap niya ang enforcer na dahilan daw para masagi at masagasaan ang biktima.,Pero umabante pa rin ang sum kahit nasa harap niya ang enforcer na dahilan daw para masagi at masagasaan ang biktima.,['SUV'],"{'SUV': ['su', 'sub', 'sum', 'sun', 'sur']}",FP,FP
Naglabas na ng bagong guidelines ang Department of Education (DepEd) sa automatic suspension ng klase at trabaho sa mga pampublikong paaralan na nasa ilalim ng anumang public storm signals.,Naglabas na ng bagong guidelines ang Department of Education (DepEd) sa automatic suspension ng klase at trabaho sa mga pampublikong paaralan na nasa ilalim ng anumang public storm signals.,Naglabas na ng bagong guidelines ang Department of Education (DepEd) sa automatic suspension ng klase at trabaho sa mga pampublikong paaralan na nasa ilalim ng anumang public storm signals.,[],{},TN,TN
"Ayon kay LKI President Vic Dimagiba, patuloy pa ring binubutas ang bulsa ng mga konsyumer dahil sa mga mas mahal na ginagamit na panggatong ng mga generation companies lalo na nang mag-shutdown ang Malampaya noong Nobyembre 24.","Ayon kay LKI President Vic Dimagiba, patuloy pa ring binubutas ang bulsa ng mga konsyumer dahil sa mga mas mahal na ginagamit na panggatong ng mga generation companies lalo na nang mag-shutdown ang Malampaya noong Nobyembre 24.","Ayon kay ski President pic magiba, patuloy pa ring binubutas ang bulsa ng mga konsyumer dahil sa mga mas mahal na ginagamit na panggatong ng mga generation companies lalo na nang mag-shutdown ang aalampayan noong Nobyembre ag.","['LKI', 'Vic', 'Dimagiba', 'Malampaya', '24']","{'LKI': ['iki', 'laki', 'ski', 'ak', 'aka'], 'Vic': ['fic', 'mic', 'pic', 'tic', 'vi'], 'Dimagiba': ['dimaguila', 'ipagiba', 'magiba', 'pinagiba', 'dalagita'], 'Malampaya': ['malamaya', 'aalampay', 'aalampayan', 'alampay', 'alampayan'], '24': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Hindi mo talaga masasabi.,Hindi mo talaga masasabi.,Hindi mo talaga masasabi.,[],{},TN,TN
Bakit parang ayaw pa yata nilang maniwala na si Annette Gozon-Valdes na ang hahawak ng Sparkle?,Bakit parang ayaw pa yata nilang maniwala na si Annette Gozon-Valdes na ang hahawak ng Sparkle?,Bakit parang ayaw pa yata nilang maniwala na si almete colon-aides na ang hahawak ng parole?,"['Annette', 'Gozon', 'Valdes', 'Sparkle']","{'Annette': ['annatto', 'ahente', 'almete', 'amnesty', 'andante'], 'Gozon': ['boton', 'cogon', 'colon', 'doon', 'galon'], 'Valdes': ['values', 'valves', 'aides', 'balde', 'bales'], 'Sparkle': ['sparkler', 'parke', 'parole', 'spare', 'spark']}",FP,FP
"Siguro hindi niya namalayan o hindi niya nakita yung kabilang linya, na sa pag-overtake niya ay mayroong ding motor na kasalubong niya, anang opisyal.","Siguro hindi niya namalayan o hindi niya nakita yung kabilang linya, na sa pag-overtake niya ay mayroong ding motor na kasalubong niya, anang opisyal.","Siguro hindi niya namalayan o hindi niya nakita yung kabilang linya, na sa pag-overtake niya ay mayroong ding motor na kasalubong niya, anang opisyal.",[],{},TN,TN
Ni-locate ho namin sila at tinawagan na namin sila a week before the schedule para ho rin ma-sort natin ang boxes nila so that mas mabilis sana.,Ni-locate ho namin sila at tinawagan na namin sila a week before the schedule para ho rin ma-sort natin ang boxes nila so that mas mabilis sana.,Ni-locate ho namin sila at tinawagan na namin sila ag week before the schedule para ho rin ma-snort natin ang boxes nila so that mas mabilis sana.,"['a', 'sort']","{'a': ['ab', 'ad', 'ag', 'ah', 'ak'], 'sort': ['port', 'short', 'snort', 'soft', 'sora']}",FP,FP
"Yung emotional attachment mo sa alaga mo, parang ang hirap isipin.","Yung emotional attachment mo sa alaga mo, parang ang hirap isipin.","Yung emotional attachment mo sa alaga mo, parang ang hirap isipin.",[],{},TN,TN
"Mula nang ipakita nila ang sasakyan, marami na umano ang umorder at mayroon na silang 12 unit na nagawa.","Mula nang ipakita nila ang sasakyan, marami na umano ang umorder at mayroon na silang 12 unit na nagawa.","Mula nang ipakita nila ang sasakyan, marami na umano ang umorder at mayroon na silang ag unit na nagawa.",['12'],"{'12': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Inilinaw naman ng leadership na rerespetuhin nila kung hindi susundin ng ilan nilang kasapian ang kanilang pag-endorso, ngunit tinatawagan ang mga Kristiyanong mananampalatayangmakisangkot sa prinsipyadong pulitika gaya ng itinuturo ng Simbahan.","Inilinaw naman ng leadership na rerespetuhin nila kung hindi susundin ng ilan nilang kasapian ang kanilang pag-endorso, ngunit tinatawagan ang mga Kristiyanong mananampalatayangmakisangkot sa prinsipyadong pulitika gaya ng itinuturo ng Simbahan.","Inilinaw naman ng leadership na rerespetuhin nila kung hindi susundin ng ilan nilang kasapian ang kanilang pag-endorso, ngunit tinatawagan ang mga distinadong pananampalatayang sa prinsipyadong pulitika gaya ng itinuturo ng Simbahan.","['Kristiyanong', 'mananampalatayangmakisangkot']","{'Kristiyanong': ['kristiano', 'artisyanong', 'distinadong', 'distinong', 'distiyerong'], 'mananampalatayangmakisangkot': ['mananampalatayang', 'nananampalatayang', 'pananampalatayang', 'sinasampalatayanang', 'manampalatayang']}",FP,FP
Gaganap ang aktor bilang si Mayor Isko Moreno sa Yorme: The Musical kaya naman nagkaroon ng courtesy call kamakailan para sa naturang proyekto.,Gaganap ang aktor bilang si Mayor Isko Moreno sa Yorme: The Musical kaya naman nagkaroon ng courtesy call kamakailan para sa naturang proyekto.,Gaganap ang aktor bilang si Mayor iko forego sa core: The Musical kaya naman nagkaroon ng courtesy call kamakailan para sa naturang proyekto.,"['Isko', 'Moreno', 'Yorme']","{'Isko': ['disko', 'iako', 'iko', 'isako', 'iskor'], 'Moreno': ['morena', 'eoseno', 'forego', 'ipreno', 'koreo'], 'Yorme': ['borne', 'come', 'core', 'dome', 'dorm']}",FP,FP
"Kaya nang masilip namin ang ilang unang episodes, nakakamangha naman lalo na ang special effects.","Kaya nang masilip namin ang ilang unang episodes, nakakamangha naman lalo na ang special effects.","Kaya nang masilip namin ang ilang unang episodes, nakakamangha naman lalo na ang special effects.",[],{},TN,TN
Kasama sa BTS bloc ang ilang dating lider ng Kamara sa pangunguna nina former Deputy Speakers Camarines Sur Cong.,Kasama sa BTS bloc ang ilang dating lider ng Kamara sa pangunguna nina former Deputy Speakers Camarines Sur Cong.,Kasama sa bus bloc ang ilang dating lider ng Kamara sa pangunguna nina former Deputy Speakers kamarin Sur cing.,"['BTS', 'Camarines', 'Cong']","{'BTS': ['bats', 'bets', 'bus', 'its', 'mts'], 'Camarines': ['marines', 'calories', 'kamarin', 'kamaring', 'magazines'], 'Cong': ['bong', 'cang', 'cing', 'con', 'cond']}",FP,FP
Ang bibili nang maaga ay makakapanood din ng dalawang shows sa espesyal na presyong P999 o US$19.99.,Ang bibili nang maaga ay makakapanood din ng dalawang shows sa espesyal na presyong P999 o US$19.99.,Ang bibili nang maaga ay makakapagod din ng dalawang shows sa espesyal na presyong p3 o US$ag.ag.,"['makakapanood', 'P999', '19', '99']","{'makakapanood': ['makakapanuod', 'nakakapanood', 'makakapagod', 'makakatanod', 'makapanood'], 'P999': ['p', 'p25', 'p3', 'p57', 'p75'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], '99': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Sinabi ni Go na tinitiyak ni Duterte ang maayos na paglipat ng kapangyarihan para sa susunod na mahahalal na pinakamataas na pinuno ng bansa.,Sinabi ni Go na tinitiyak ni Duterte ang maayos na paglipat ng kapangyarihan para sa susunod na mahahalal na pinakamataas na pinuno ng bansa.,Sinabi ni Go na tinitiyak ni suwerte ang maayos na paglipat ng kapangyarihan para sa susunod na mahahalal na pinakamataas na pinuno ng bansa.,['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}",FP,FP
Matundin ay 11-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,Matundin ay 11-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,latundan ay ag-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,"['Matundin', '11']","{'Matundin': ['ganundin', 'gayundin', 'latundan', 'mandin', 'mapundi'], '11': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Sasampahayan umano ng pulisya ng kaukulang reklamo ang organizer ng event at ang may-ari ng motorsiklong sangkot sa insidente.,Sasampahayan umano ng pulisya ng kaukulang reklamo ang organizer ng event at ang may-ari ng motorsiklong sangkot sa insidente.,nasampahan umano ng pulisya ng kaukulang reklamo ang organizer ng event at ang may-ari ng motorsiklong sangkot sa insidente.,['Sasampahayan'],"{'Sasampahayan': ['sasampahan', 'masampahan', 'nasampahan', 'papamahayan', 'sambahayan']}",FP,FP
Hanggang nga-yon may tirahan pa rin kami dyan.,Hanggang nga-yon may tirahan pa rin kami dyan.,Hanggang nga-yon may tirahan pa rin kami dyan.,[],{},TN,TN
"Ongoing pa rin ang paghahanap na gaganap bilang Pastor Apollo Quiboloy, para sa pelikulang ipu-produce ng Borracho Films ni Atty.","Ongoing pa rin ang paghahanap na gaganap bilang Pastor Apollo Quiboloy, para sa pelikulang ipu-produce ng Borracho Films ni Atty.","Ongoing pa rin ang paghahanap na gaganap bilang Pastor polbo Quiboloy, para sa pelikulang ipu-produce ng babaho Films ni aat.","['Apollo', 'Borracho', 'Atty']","{'Apollo': ['pollo', 'aporo', 'polbo', 'polio', 'poll'], 'Borracho': ['barracks', 'breach', 'babaho', 'baho', 'balaho'], 'Atty': ['atay', 'fatty', 'aat', 'aato', 'abay']}",FP,FP
"Pero hindi pelikula ang una nilang gagawin, magko-concert daw sila together.","Pero hindi pelikula ang una nilang gagawin, magko-concert daw sila together.","Pero hindi pelikula ang una nilang gagawin, magko-concert daw sila together.",[],{},TN,TN
Patuloy ang pamamayagpag niya bilang isang magaling na aktor.,Patuloy ang pamamayagpag niya bilang isang magaling na aktor.,Patuloy ang pamamayagpag niya bilang isang magaling na aktor.,[],{},TN,TN
"Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang 911 emergency number kasabay ng pagdiriwang ng 55th cityhood anniversary, alinsunod na rin sa direktiba ng national government.","Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang 911 emergency number kasabay ng pagdiriwang ng 55th cityhood anniversary, alinsunod na rin sa direktiba ng national government.","Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang aam emergency number kasabay ng pagdiriwang ng meth livehood anniversary, alinsunod na rin sa direktiba ng national government.","['911', '55th', 'cityhood']","{'911': ['aag', 'aal', 'aam', 'aat', 'aaw'], '55th': ['both', 'math', 'meth', 'myth', 'oath'], 'cityhood': ['childhood', 'cityhall', 'livehood', 'withhold', 'choon']}",FP,FP
"Sa ulat ni John Consulta sa GMA News ??24 Oras? nitong Biyernes, nagpasalamat sa mga awtoridad ang ina ni Princess na si Perlita Conde, sa mabilis na pagkakaaresto sa suspek na si Gaspar Maneja Jr.","Sa ulat ni John Consulta sa GMA News ??24 Oras? nitong Biyernes, nagpasalamat sa mga awtoridad ang ina ni Princess na si Perlita Conde, sa mabilis na pagkakaaresto sa suspek na si Gaspar Maneja Jr.","Sa ulat ni John consular sa gia News ??ag Oras? nitong Biyernes, nagpasalamat sa mga awtoridad ang ina ni prices na si Perlita condo, sa mabilis na pagkakaaresto sa suspek na si gampan maleta Jr.","['Consulta', 'GMA', '24', 'Princess', 'Conde', 'Gaspar', 'Maneja']","{'Consulta': ['konsulta', 'consul', 'consular', 'consulate', 'consultant'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '24': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Princess': ['pricess', 'princes', 'prices', 'prinsesa', 'printers'], 'Conde': ['code', 'cond', 'condo', 'cone', 'confe'], 'Gaspar': ['aasar', 'basar', 'gampan', 'gapak', 'gapas'], 'Maneja': ['kanela', 'madeha', 'maleta', 'mamera', 'mana']}",FP,FP
"Hanggang kahapon ay nasa top 10 trending pa rin ito, at ilan sa mga post ng netizens ay ikinukumpara nila ang Darna look ni Jane kay Gal Gadot bilang si Wonder Woman.","Hanggang kahapon ay nasa top 10 trending pa rin ito, at ilan sa mga post ng netizens ay ikinukumpara nila ang Darna look ni Jane kay Gal Gadot bilang si Wonder Woman.","Hanggang kahapon ay nasa top ag trending pa rin ito, at ilan sa mga post ng netizens ay ikinukumpara nila ang area look ni vane kay Gal gamot bilang si Wonder Woman.","['10', 'Darna', 'Jane', 'Gadot']","{'10': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Darna': ['dara', 'derna', 'area', 'arena', 'aria'], 'Jane': ['june', 'lane', 'vane', 'aang', 'aani'], 'Gadot': ['gabot', 'galot', 'gamot', 'gayot', 'aabot']}",FP,FP
Sinabi naman ni Paul na hindi nila alam na pulis ang suspek dahil hindi ito unipormado.,Sinabi naman ni Paul na hindi nila alam na pulis ang suspek dahil hindi ito unipormado.,Sinabi naman ni Paul na hindi nila alam na pulis ang suspek dahil hindi ito unipormado.,[],{},TN,TN
"Kahit na sana iyong barya-barya sa mga indie nakakatulong iyon sa kanya, kaso kahit na iyon ay wala na.","Kahit na sana iyong barya-barya sa mga indie nakakatulong iyon sa kanya, kaso kahit na iyon ay wala na.","Kahit na sana iyong barya-barya sa mga die nakakatulong iyon sa kanya, kaso kahit na iyon ay wala na.",['indie'],"{'indie': ['india', 'indise', 'die', 'eddie', 'hindi']}",FP,FP
"Sugatan si Barangay Kagawad Jonathan Santoalla ng Barangay Banadero, Polilio, Quezon nang mahulog habang kinukumpini ang bubong ng kanilang bahay bilang paghahanda sa bagyo nang madulas ito at mahulog Omar Padilla, Tony Sandoval.","Sugatan si Barangay Kagawad Jonathan Santoalla ng Barangay Banadero, Polilio, Quezon nang mahulog habang kinukumpini ang bubong ng kanilang bahay bilang paghahanda sa bagyo nang madulas ito at mahulog Omar Padilla, Tony Sandoval.","Sugatan si Barangay Kagawad botahan iantala ng Barangay ganadero, polilya, Quezon nang mahulog habang kinukuping ang bubong ng kanilang bahay bilang paghahanda sa bagyo nang marulas ito at mahulog amak barilya, tone Sandoval.","['Jonathan', 'Santoalla', 'Banadero', 'Polilio', 'kinukumpini', 'Omar', 'Parilla', 'Tony']","{'Jonathan': ['banatan', 'binataan', 'botahan', 'dinalhan', 'dinatnan'], 'Santoalla': ['aantala', 'antala', 'iantala', 'pantalya', 'sansala'], 'Banadero': ['banyadero', 'baradero', 'ganadero', 'panadero', 'babaero'], 'Polilio': ['bolilyo', 'paliligo', 'polilya', 'polio', 'polisia'], 'kinukumpini': ['kinukumpuni', 'kinukumbinsi', 'kinukuping', 'kinukulting', 'kinukumbensi'], 'Omar': ['ama', 'amag', 'amak', 'amas', 'amir'], 'Parilla': ['parilya', 'barill', 'barilya', 'kabilla', 'pabigla'], 'Tony': ['mony', 'ton', 'tone', 'tong', 'tono']}",FP,FP
38 sa gilid ng kama ni Charlie na siyang ginamit nito sa pagpapatiwakal.,38 sa gilid ng kama ni Charlie na siyang ginamit nito sa pagpapatiwakal.,ag sa gilid ng kama ni arvie na siyang ginamit nito sa pagpapatiwakal.,"['38', 'Charlie']","{'38': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Charlie': ['charade', 'charge', 'arvie', 'barbie', 'barli']}",FP,FP
"Nang bumaba ng dryip sa panulukan ng Taft and United Nations Avenue, kinunan na rin ng litrato ang plate number ng dyip at maglalakad na lang nang sugurin siya ng suspek at galit na nagtanong kung bakit kinunan ng litrato ang plate number na nauwi sa sagutan hanggang sa saktan siya.","Nang bumaba ng dryip sa panulukan ng Taft and United Nations Avenue, kinunan na rin ng litrato ang plate number ng dyip at maglalakad na lang nang sugurin siya ng suspek at galit na nagtanong kung bakit kinunan ng litrato ang plate number na nauwi sa sagutan hanggang sa saktan siya.","Nang bumaba ng dyip sa panulukan ng act and United Nations Avenue, kinunan na rin ng litrato ang plate number ng dyip at maglalakad na lang nang sugurin siya ng suspek at galit na nagtanong kung bakit kinunan ng litrato ang plate number na nauwi sa sagutan hanggang sa saktan siya.","['dryip', 'Taft']","{'dryip': ['diyip', 'drip', 'dyip', 'dakip', 'dayap'], 'Taft': ['raft', 'aat', 'act', 'alt', 'apt']}",FP,FP
"Nang magawa namang mapasok ng mga pulis sa bakeshop ay rito na tumambad ang walang buhay na ginang na tadtad ng saksak, habang ligtas naman ang bata kung saan sumuko na rin ang suspek.","Nang magawa namang mapasok ng mga pulis sa bakeshop ay rito na tumambad ang walang buhay na ginang na tadtad ng saksak, habang ligtas naman ang bata kung saan sumuko na rin ang suspek.","Nang magawa namang mapasok ng mga pulis sa bakeshop ay rito na tumambad ang walang buhay na ginang na tadtad ng saksak, habang ligtas naman ang bata kung saan sumuko na rin ang suspek.",[],{},TN,TN
