Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram
200037,PM.* CC.*,2303.0,,,,PM.* CC.*
200038,CC.* PM.*,875.0,,,,CC.* PM.*
200039,PM.* FW,476.0,,,,PM.* FW
200040,JJ.* PR.*,59.0,,,,JJ.* PR.*
200041,PR.* PR.*_CC.*,28.0,,,,PR.* PR.*_CC.*
200042,PR.*_CC.* VB.*,362.0,,,,PR.*_CC.* VB.*
200043,CC.* JJ.*,1381.0,,,,CC.* JJ.*
200044,JJ.* PR.*_CC.*,45.0,,,,JJ.* PR.*_CC.*
200045,NN.* RB.*,1107.0,,,,NN.* RB.*
200046,PM.* PR.*_CC.*,244.0,,,,PM.* PR.*_CC.*
200047,DT.* NN.*_CC.*,632.0,,,,DT.* NN.*_CC.*
200048,NN.*_CC.* RB.*,45.0,,,,NN.*_CC.* RB.*
200049,RB.* FW,23.0,,,,RB.* FW
200050,RB.* NN.*,278.0,,,,RB.* NN.*
200051,DT.* VB.*_CC.*,145.0,,,,DT.* VB.*_CC.*
200052,VB.*_CC.* FW,18.0,,,,VB.*_CC.* FW
200053,JJ.* RB.*,218.0,,,,JJ.* RB.*
200054,RB.* RB.*_CC.*,153.0,,,,RB.* RB.*_CC.*
200055,RB.*_CC.* NN.*,544.0,,,,RB.*_CC.* NN.*
200056,VB.* DT.*,2338.0,,,,VB.* DT.*
200057,NN.* NN.*,1033.0,,,,NN.* NN.*
200058,CC.* RB.*_CC.*,275.0,,,,CC.* RB.*_CC.*
200059,VB.* PR.*_CC.*,260.0,,,,VB.* PR.*_CC.*
200060,VB.* LM,154.0,,,,VB.* LM
200061,LM DT.*,142.0,,,,LM DT.*
200062,DT.* PR.*_CC.*,680.0,,,,DT.* PR.*_CC.*
200063,NN.*_CC.* JJ.*,277.0,,,,NN.*_CC.* JJ.*
200064,JJ.* VB.*,75.0,,,,JJ.* VB.*
200065,PM.* RB.*,533.0,,,,PM.* RB.*
200066,RB.*_CC.* VB.*,438.0,,,,RB.*_CC.* VB.*
200067,NN.* PR.*,346.0,,,,NN.* PR.*
200068,PR.* DT.*,448.0,,,,PR.* DT.*
200069,NN.* JJ.*,228.0,,,,NN.* JJ.*
200070,VB.* RB.*,958.0,,,,VB.* RB.*
200071,RB.* PR.*,447.0,,,,RB.* PR.*
200072,DT.* RB.*,108.0,,,,DT.* RB.*
200073,VB.* NN.*,551.0,,,,VB.* NN.*
200074,PM.* JJ.*_CC.*,125.0,,,,PM.* JJ.*_CC.*
200075,JJ.*_CC.* VB.*,146.0,,,,JJ.*_CC.* VB.*
200076,DT.* VB.*,992.0,,,,DT.* VB.*
200077,PR.*_CC.* DT.*,301.0,,,,PR.*_CC.* DT.*
200078,PM.* VB.*,1200.0,,,,PM.* VB.*
200079,PM.* DT.*,1105.0,,,,PM.* DT.*
200080,RB.* LM,147.0,,,,RB.* LM
200081,LM VB.*,2930.0,,,,LM VB.*
200082,PM.* VB.*_CC.*,78.0,,,,PM.* VB.*_CC.*
200083,VB.*_CC.* VB.*,205.0,,,,VB.*_CC.* VB.*
200084,FW PM.*,508.0,,,,FW PM.*
200085,VB.* VB.*,299.0,,,,VB.* VB.*
200086,DT.* JJ.*_CC.*,757.0,,,,DT.* JJ.*_CC.*
200087,RB.* JJ.*_CC.*,88.0,,,,RB.* JJ.*_CC.*
200088,JJ.*_CC.* NN.*,2030.0,,,,JJ.*_CC.* NN.*
200089,NN.* CD.*,361.0,,,,NN.* CD.*
200090,CD.* NN.*,500.0,,,,CD.* NN.*
200091,NN.*_CC.* FW,28.0,,,,NN.*_CC.* FW
200092,DT.* PR.*,213.0,,,,DT.* PR.*
200093,PR.* VB.*,202.0,,,,PR.* VB.*
200094,NN.*_CC.* VB.*,303.0,,,,NN.*_CC.* VB.*
200095,PM.* JJ.*,383.0,,,,PM.* JJ.*
200096,JJ.* CD.*,53.0,,,,JJ.* CD.*
200097,RB.* DT.*,699.0,,,,RB.* DT.*
200098,RB.* PM.*,285.0,,,,RB.* PM.*
200099,DT.* RB.*_CC.*,74.0,,,,DT.* RB.*_CC.*
200100,LM VB.*_CC.*,193.0,,,,LM VB.*_CC.*
200101,PR.*_CC.* NN.*_CC.*,127.0,,,,PR.*_CC.* NN.*_CC.*
200102,JJ.* LM,59.0,,,,JJ.* LM
200103,VB.* JJ.*_CC.*,102.0,,,,VB.* JJ.*_CC.*
200104,DT.* CC.*,99.0,,,,DT.* CC.*
200105,JJ.* DT.*,201.0,,,,JJ.* DT.*
200106,DT.* JJ.*,498.0,,,,DT.* JJ.*
200107,PR.* RB.*,237.0,,,,PR.* RB.*
200108,CC.* VB.*_VB.*,208.0,,,,CC.* VB.*_VB.*
200109,VB.*_VB.* CC.*,422.0,,,,VB.*_VB.* CC.*
200110,PM.* PM.*,379.0,,,,PM.* PM.*
200111,FW RB.*,67.0,,,,FW RB.*
200112,LM RB.*,565.0,,,,LM RB.*
200113,CC.* LM,20.0,,,,CC.* LM
200114,FW VB.*,46.0,,,,FW VB.*
200115,PR.*_CC.* PM.*,65.0,,,,PR.*_CC.* PM.*
200116,FW PR.*_CC.*,8.0,,,,FW PR.*_CC.*
200117,RB.* RB.*,727.0,,,,RB.* RB.*
200118,RB.* VB.*,1008.0,,,,RB.* VB.*
200119,VB.*_CC.* NN.*,411.0,,,,VB.*_CC.* NN.*
200120,NN.* VB.*_CC.*,10.0,,,,NN.* VB.*_CC.*
200121,PR.* JJ.*_CC.*,15.0,,,,PR.* JJ.*_CC.*
200122,VB.*_CC.* DT.*,74.0,,,,VB.*_CC.* DT.*
200123,RB.* VB.*_VB.*,41.0,,,,RB.* VB.*_VB.*
200124,VB.*_VB.* DT.*,60.0,,,,VB.*_VB.* DT.*
200125,LM CC.*,82.0,,,,LM CC.*
200126,PR.* NN.*,75.0,,,,PR.* NN.*
200127,JJ.*_CC.* DT.*,125.0,,,,JJ.*_CC.* DT.*
200128,CC.* JJ.*_JJ.*_CC.*,55.0,,,,CC.* JJ.*_JJ.*_CC.*
200129,JJ.*_JJ.*_CC.* NN.*,93.0,,,,JJ.*_JJ.*_CC.* NN.*
200130,VB.*_CC.* PR.*,28.0,,,,VB.*_CC.* PR.*
200131,FW RB.*_CC.*,17.0,,,,FW RB.*_CC.*
200132,VB.* FW,41.0,,,,VB.* FW
200133,VB.*_CC.* JJ.*_CC.*,43.0,,,,VB.*_CC.* JJ.*_CC.*
200134,FW LM,119.0,,,,FW LM
200135,CC.* VB.*_CC.*,422.0,,,,CC.* VB.*_CC.*
200136,VB.*_CC.* PM.*,78.0,,,,VB.*_CC.* PM.*
200137,JJ.* PM.*,507.0,,,,JJ.* PM.*
200138,PR.* JJ.*,30.0,,,,PR.* JJ.*
200139,NN.*_CC.* VB.*_VB.*,21.0,,,,NN.*_CC.* VB.*_VB.*
200140,NN.* VB.*,225.0,,,,NN.* VB.*
200141,JJ.* NN.*,79.0,,,,JJ.* NN.*
200142,RB.* JJ.*,261.0,,,,RB.* JJ.*
200143,NN.*_CC.* PR.*,176.0,,,,NN.*_CC.* PR.*
200144,VB.* NN.*_CC.*,50.0,,,,VB.* NN.*_CC.*
200145,PM.* RB.*_CC.*,69.0,,,,PM.* RB.*_CC.*
200146,DT.* JJ.*_JJ.*_CC.*,49.0,,,,DT.* JJ.*_JJ.*_CC.*
200147,RB.*_CC.* RB.*,44.0,,,,RB.*_CC.* RB.*
200148,LM VB.*_VB.*,164.0,,,,LM VB.*_VB.*
200149,FW PR.*,35.0,,,,FW PR.*
200150,VB.* JJ.*,239.0,,,,VB.* JJ.*
200151,VB.* RB.*_CC.*,217.0,,,,VB.* RB.*_CC.*
200152,RB.*_CC.* FW,13.0,,,,RB.*_CC.* FW
200153,VB.* PM.*,776.0,,,,VB.* PM.*
200154,DT.* VB.*_VB.*,82.0,,,,DT.* VB.*_VB.*
200155,DT.* JJ.*_JJ.*,36.0,,,,DT.* JJ.*_JJ.*
200156,JJ.*_JJ.* CC.*,83.0,,,,JJ.*_JJ.* CC.*
200157,PR.*_CC.* PR.*,16.0,,,,PR.*_CC.* PR.*
200158,JJ.*_CC.* NN.*_CC.*,148.0,,,,JJ.*_CC.* NN.*_CC.*
200159,PR.*_CC.* VB.*_CC.*,34.0,,,,PR.*_CC.* VB.*_CC.*
200160,DT.* PM.*,72.0,,,,DT.* PM.*
200161,FW DT.*,95.0,,,,FW DT.*
200162,RB.* PR.*_CC.*,96.0,,,,RB.* PR.*_CC.*
200163,PM.* CD.*,773.0,,,,PM.* CD.*
200164,CD.* CC.*,741.0,,,,CD.* CC.*
200165,PR.* RB.*_CC.*,143.0,,,,PR.* RB.*_CC.*
200166,PR.*_CC.* FW,103.0,,,,PR.*_CC.* FW
200167,RB.*_CC.* PM.*,86.0,,,,RB.*_CC.* PM.*
200168,LM PR.*,39.0,,,,LM PR.*
200169,NN.* PR.*_CC.*,92.0,,,,NN.* PR.*_CC.*
200170,PM.* LM,396.0,,,,PM.* LM
200171,VB.* CD.*,69.0,,,,VB.* CD.*
200172,CD.* PM.*,746.0,,,,CD.* PM.*
200173,JJ.*_CC.* PR.*,16.0,,,,JJ.*_CC.* PR.*
200174,VB.* VB.*_CC.*,18.0,,,,VB.* VB.*_CC.*
200175,VB.*_CC.* RB.*,48.0,,,,VB.*_CC.* RB.*
200176,CC.* CD.*,667.0,,,,CC.* CD.*
200177,LM NN.*,109.0,,,,LM NN.*
200178,NN.*_CC.* CC.*,27.0,,,,NN.*_CC.* CC.*
200179,PM.* NN.*_CC.*,129.0,,,,PM.* NN.*_CC.*
200180,JJ.*_JJ.* LM,2.0,,,,JJ.*_JJ.* LM
200181,PR.*_CC.* JJ.*_CC.*,203.0,,,,PR.*_CC.* JJ.*_CC.*
200182,RB.*_CC.* DT.*,79.0,,,,RB.*_CC.* DT.*
200183,DT.* CD.*,155.0,,,,DT.* CD.*
200184,VB.*_VB.* PR.*,29.0,,,,VB.*_VB.* PR.*
200185,JJ.* RB.*_CC.*,51.0,,,,JJ.* RB.*_CC.*
200186,VB.*_CC.* NN.*_CC.*,24.0,,,,VB.*_CC.* NN.*_CC.*
200187,PR.*_CC.* CC.*,38.0,,,,PR.*_CC.* CC.*
200188,RB.*_CC.* CD.*,171.0,,,,RB.*_CC.* CD.*
200189,CD.* VB.*,20.0,,,,CD.* VB.*
200190,NN.* VB.*_VB.*,5.0,,,,NN.* VB.*_VB.*
200191,CD.* FW,47.0,,,,CD.* FW
200192,NN.*_CC.* VB.*_CC.*,12.0,,,,NN.*_CC.* VB.*_CC.*
200193,PM.* JJ.*_JJ.*,7.0,,,,PM.* JJ.*_JJ.*
200194,JJ.*_JJ.* RB.*,5.0,,,,JJ.*_JJ.* RB.*
200195,NN.* RB.*_CC.*,414.0,,,,NN.* RB.*_CC.*
200196,JJ.*_CC.* JJ.*,98.0,,,,JJ.*_CC.* JJ.*
200197,PR.* PR.*,73.0,,,,PR.* PR.*
200198,PR.* VB.*_VB.*,9.0,,,,PR.* VB.*_VB.*
200199,VB.*_VB.* RB.*,46.0,,,,VB.*_VB.* RB.*
200200,PR.*_CC.* PR.*_CC.*,18.0,,,,PR.*_CC.* PR.*_CC.*
200201,RB.*_CC.* CC.*,17.0,,,,RB.*_CC.* CC.*
200202,CD.* RB.*,63.0,,,,CD.* RB.*
200203,RB.* CD.*,76.0,,,,RB.* CD.*
200204,RB.* VB.*_CC.*,51.0,,,,RB.* VB.*_CC.*
200205,PM.* VB.*_VB.*_CC.*,2.0,,,,PM.* VB.*_VB.*_CC.*
200206,VB.*_VB.*_CC.* NN.*,14.0,,,,VB.*_VB.*_CC.* NN.*
200207,FW JJ.*,16.0,,,,FW JJ.*
200208,CD.* DT.*,57.0,,,,CD.* DT.*
200209,JJ.* FW,24.0,,,,JJ.* FW
200210,PM.* VB.*_VB.*,26.0,,,,PM.* VB.*_VB.*
200211,PR.*_CC.* CD.*,33.0,,,,PR.*_CC.* CD.*
200212,CD.* LM,52.0,,,,CD.* LM
200213,PR.*_CC.* RB.*,44.0,,,,PR.*_CC.* RB.*
200214,PR.* FW,10.0,,,,PR.* FW
200215,RB.*_CC.* NN.*_CC.*,31.0,,,,RB.*_CC.* NN.*_CC.*
200216,NN.*_CC.* DT.*,50.0,,,,NN.*_CC.* DT.*
200217,RB.*_CC.* PR.*,34.0,,,,RB.*_CC.* PR.*
200218,JJ.*_JJ.* DT.*,4.0,,,,JJ.*_JJ.* DT.*
200219,FW NN.*_CC.*,4.0,,,,FW NN.*_CC.*
200220,PR.* NN.*_CC.*,4.0,,,,PR.* NN.*_CC.*
200221,LM FW,11.0,,,,LM FW
200222,NN.*_CC.* PM.*,73.0,,,,NN.*_CC.* PM.*
200223,RB.*_CC.* JJ.*_CC.*,65.0,,,,RB.*_CC.* JJ.*_CC.*
200224,FW VB.*_CC.*,7.0,,,,FW VB.*_CC.*
200225,JJ.*_CC.* VB.*_CC.*,18.0,,,,JJ.*_CC.* VB.*_CC.*
200226,PR.* VB.*_CC.*,8.0,,,,PR.* VB.*_CC.*
200227,VB.*_CC.* PR.*_CC.*,11.0,,,,VB.*_CC.* PR.*_CC.*
200228,LM RB.*_CC.*,142.0,,,,LM RB.*_CC.*
200229,JJ.*_CC.* RB.*,23.0,,,,JJ.*_CC.* RB.*
200230,JJ.*_JJ.*_CC.* FW,5.0,,,,JJ.*_JJ.*_CC.* FW
200231,NN.*_CC.* NN.*_CC.*,24.0,,,,NN.*_CC.* NN.*_CC.*
200232,VB.* JJ.*_JJ.*,8.0,,,,VB.* JJ.*_JJ.*
200233,FW CD.*,9.0,,,,FW CD.*
200234,PR.* CD.*,6.0,,,,PR.* CD.*
200235,JJ.*_CC.* CC.*,28.0,,,,JJ.*_CC.* CC.*
200236,CD.* PR.*_CC.*,10.0,,,,CD.* PR.*_CC.*
200237,JJ.*_CC.* CD.*,25.0,,,,JJ.*_CC.* CD.*
200238,CD.* RB.*_CC.*,16.0,,,,CD.* RB.*_CC.*
200239,VB.*_CC.* JJ.*,64.0,,,,VB.*_CC.* JJ.*
200240,CD.* JJ.*,11.0,,,,CD.* JJ.*
200241,LM PM.*,76.0,,,,LM PM.*
200242,RB.*_CC.* VB.*_VB.*,20.0,,,,RB.*_CC.* VB.*_VB.*
200243,PR.*_CC.* RB.*_CC.*,21.0,,,,PR.*_CC.* RB.*_CC.*
200244,JJ.*_CC.* JJ.*_CC.*,76.0,,,,JJ.*_CC.* JJ.*_CC.*
200245,CC.* VB.*_VB.*_CC.*,8.0,,,,CC.* VB.*_VB.*_CC.*
200246,NN.*_CC.* PR.*_CC.*,9.0,,,,NN.*_CC.* PR.*_CC.*
200247,JJ.* VB.*_CC.*,4.0,,,,JJ.* VB.*_CC.*
200248,LM CD.*,20.0,,,,LM CD.*
200249,RB.*_CC.* VB.*_CC.*,43.0,,,,RB.*_CC.* VB.*_CC.*
200250,RB.* NN.*_CC.*,13.0,,,,RB.* NN.*_CC.*
200251,CC.* JJ.*_JJ.*,36.0,,,,CC.* JJ.*_JJ.*
200252,JJ.*_JJ.* PR.*_CC.*,2.0,,,,JJ.*_JJ.* PR.*_CC.*
200253,NN.*_CC.* JJ.*_CC.*,17.0,,,,NN.*_CC.* JJ.*_CC.*
200254,JJ.*_CC.* VB.*_VB.*,8.0,,,,JJ.*_CC.* VB.*_VB.*
200255,VB.* JJ.*_JJ.*_CC.*,11.0,,,,VB.* JJ.*_JJ.*_CC.*
200256,RB.*_CC.* JJ.*,133.0,,,,RB.*_CC.* JJ.*
200257,CD.* NN.*_CC.*,89.0,,,,CD.* NN.*_CC.*
200258,JJ.* JJ.*_CC.*,83.0,,,,JJ.* JJ.*_CC.*
200259,NN.* CC.*_CC.*,2.0,,,,NN.* CC.*_CC.*
200260,CC.*_CC.* DT.*,3.0,,,,CC.*_CC.* DT.*
200261,VB.*_CC.* CC.*,28.0,,,,VB.*_CC.* CC.*
200262,VB.*_VB.* RB.*_CC.*,3.0,,,,VB.*_VB.* RB.*_CC.*
200263,CC.*_CC.* VB.*,8.0,,,,CC.*_CC.* VB.*
200264,VB.*_CC.* CD.*,16.0,,,,VB.*_CC.* CD.*
200265,CD.* PR.*,14.0,,,,CD.* PR.*
200266,NN.* JJ.*_CC.*,24.0,,,,NN.* JJ.*_CC.*
200267,VB.*_VB.*_CC.* VB.*,4.0,,,,VB.*_VB.*_CC.* VB.*
200268,JJ.*_CC.* JJ.*_JJ.*_CC.*,6.0,,,,JJ.*_CC.* JJ.*_JJ.*_CC.*
200269,RB.*_CC.* PR.*_CC.*,26.0,,,,RB.*_CC.* PR.*_CC.*
200270,LM JJ.*_CC.*,80.0,,,,LM JJ.*_CC.*
200271,NN.*_CC.* CD.*,44.0,,,,NN.*_CC.* CD.*
200272,FW JJ.*_CC.*,3.0,,,,FW JJ.*_CC.*
200273,DT.* VB.*_VB.*_CC.*,9.0,,,,DT.* VB.*_VB.*_CC.*
200274,VB.*_VB.*_CC.* JJ.*,2.0,,,,VB.*_VB.*_CC.* JJ.*
200275,VB.*_VB.* PR.*_CC.*,3.0,,,,VB.*_VB.* PR.*_CC.*
200276,JJ.*_CC.* RB.*_CC.*,8.0,,,,JJ.*_CC.* RB.*_CC.*
200277,NN.*_CC.* RB.*_CC.*,30.0,,,,NN.*_CC.* RB.*_CC.*
200278,VB.*_CC.* JJ.*_JJ.*_CC.*,2.0,,,,VB.*_CC.* JJ.*_JJ.*_CC.*
200279,LM NN.*_CC.*,4.0,,,,LM NN.*_CC.*
200280,JJ.*_JJ.*_CC.* JJ.*,3.0,,,,JJ.*_JJ.*_CC.* JJ.*
200281,VB.*_CC.* VB.*_VB.*,8.0,,,,VB.*_CC.* VB.*_VB.*
200282,RB.*_CC.* RB.*_CC.*,17.0,,,,RB.*_CC.* RB.*_CC.*
200283,VB.*_CC.* VB.*_CC.*,16.0,,,,VB.*_CC.* VB.*_CC.*
200284,RB.* JJ.*_JJ.*_CC.*,2.0,,,,RB.* JJ.*_JJ.*_CC.*
200285,PR.*_CC.* VB.*_VB.*,10.0,,,,PR.*_CC.* VB.*_VB.*
200286,JJ.*_CC.* PM.*,41.0,,,,JJ.*_CC.* PM.*
200287,JJ.*_CC.* JJ.*_JJ.*,4.0,,,,JJ.*_CC.* JJ.*_JJ.*
200288,LM JJ.*_JJ.*,5.0,,,,LM JJ.*_JJ.*
200289,JJ.*_JJ.* VB.*,2.0,,,,JJ.*_JJ.* VB.*
200290,VB.*_VB.* VB.*,6.0,,,,VB.*_VB.* VB.*
200291,VB.*_VB.* PM.*,32.0,,,,VB.*_VB.* PM.*
200292,CD.* JJ.*_CC.*,4.0,,,,CD.* JJ.*_CC.*
200293,VB.*_VB.* NN.*,5.0,,,,VB.*_VB.* NN.*
200294,DT.* CC.*_CC.*,5.0,,,,DT.* CC.*_CC.*
200295,VB.* VB.*_VB.*,3.0,,,,VB.* VB.*_VB.*
200296,JJ.*_JJ.*_CC.* NN.*_CC.*,4.0,,,,JJ.*_JJ.*_CC.* NN.*_CC.*
200297,PR.*_CC.* JJ.*_JJ.*_CC.*,5.0,,,,PR.*_CC.* JJ.*_JJ.*_CC.*
200298,NN.* NN.*_CC.*,24.0,,,,NN.* NN.*_CC.*
200299,PR.*_CC.* JJ.*_JJ.*,4.0,,,,PR.*_CC.* JJ.*_JJ.*
200300,JJ.*_JJ.*_CC.* VB.*,6.0,,,,JJ.*_JJ.*_CC.* VB.*
200301,LM JJ.*_JJ.*_CC.*,2.0,,,,LM JJ.*_JJ.*_CC.*
200302,PM.* JJ.*_JJ.*_CC.*,5.0,,,,PM.* JJ.*_JJ.*_CC.*
200303,VB.*_VB.* LM,11.0,,,,VB.*_VB.* LM
200304,JJ.*_JJ.*_CC.* RB.*,2.0,,,,JJ.*_JJ.*_CC.* RB.*
200305,LM VB.*_VB.*_CC.*,2.0,,,,LM VB.*_VB.*_CC.*
200306,JJ.*_JJ.*_CC.* DT.*,5.0,,,,JJ.*_JJ.*_CC.* DT.*
200307,VB.*_CC.* RB.*_CC.*,7.0,,,,VB.*_CC.* RB.*_CC.*
200308,RB.* JJ.*_JJ.*,2.0,,,,RB.* JJ.*_JJ.*
200309,CC.* CC.*_CC.*,5.0,,,,CC.* CC.*_CC.*
200310,JJ.* NN.*_CC.*,4.0,,,,JJ.* NN.*_CC.*
200311,JJ.*_CC.* PR.*_CC.*,12.0,,,,JJ.*_CC.* PR.*_CC.*
200312,JJ.*_JJ.*_CC.* JJ.*_CC.*,6.0,,,,JJ.*_JJ.*_CC.* JJ.*_CC.*
200313,CC.*_CC.* NN.*,7.0,,,,CC.*_CC.* NN.*
200314,NN.*_CC.* LM,2.0,,,,NN.*_CC.* LM
200315,FW VB.*_VB.*,5.0,,,,FW VB.*_VB.*
200316,VB.* CC.*_CC.*,7.0,,,,VB.* CC.*_CC.*
200317,CC.*_CC.* VB.*_VB.*,2.0,,,,CC.*_CC.* VB.*_VB.*
200318,VB.*_VB.*_CC.* JJ.*_CC.*,2.0,,,,VB.*_VB.*_CC.* JJ.*_CC.*
200319,CC.*_CC.* CD.*,2.0,,,,CC.*_CC.* CD.*
200320,PM.* CC.*_CC.*,4.0,,,,PM.* CC.*_CC.*
200321,VB.*_VB.* JJ.*,2.0,,,,VB.*_VB.* JJ.*
200322,JJ.*_JJ.* PR.*,2.0,,,,JJ.*_JJ.* PR.*
200323,JJ.*_CC.* LM,2.0,,,,JJ.*_CC.* LM
200324,JJ.*_JJ.*_CC.* VB.*_VB.*,2.0,,,,JJ.*_JJ.*_CC.* VB.*_VB.*
200325,JJ.*_JJ.* PM.*,3.0,,,,JJ.*_JJ.* PM.*
200326,CC.*_CC.* JJ.*_CC.*,2.0,,,,CC.*_CC.* JJ.*_CC.*
200327,,,CCB DTP,14.0,,CCB DTP
200328,,,DTP NNP,1896.0,,DTP NNP
200329,,,NNP CCT,1036.0,,NNP CCT
200330,,,CCT NNC,3583.0,,CCT NNC
200331,,,NNC CCB,5973.0,,NNC CCB
200332,,,CCB JJD_CCP,352.0,,CCB JJD_CCP
200333,,,JJD_CCP FW,52.0,,JJD_CCP FW
200334,,,FW CCB,163.0,,FW CCB
200335,,,CCB NNPA,388.0,,CCB NNPA
200336,,,NNPA DTC,81.0,,NNPA DTC
200337,,,DTC DTCP,1274.0,,DTC DTCP
200338,,,DTCP NNC,2890.0,,DTCP NNC
200339,,,CCB FW,264.0,,CCB FW
200340,,,FW CCP,257.0,,FW CCP
200341,,,CCP DTPP,20.0,,CCP DTPP
200342,,,DTPP NNPA,2.0,,DTPP NNPA
200343,,,NNPA FW,43.0,,NNPA FW
200344,,,FW NNPA,24.0,,FW NNPA
200345,,,RBD CCP,110.0,,RBD CCP
200346,,,CCP VBTR,479.0,,CCP VBTR
200347,,,VBTR CCT,370.0,,VBTR CCT
200348,,,CCT DTCP,1077.0,,CCT DTCP
200349,,,DTCP FW,120.0,,DTCP FW
200350,,,CCP RBR,10.0,,CCP RBR
200351,,,RBR CCT,404.0,,RBR CCT
200352,,,CCT PRSP_CCP,344.0,,CCT PRSP_CCP
200353,,,PRSP_CCP NNC,481.0,,PRSP_CCP NNC
200354,,,NNC CCP,2651.0,,NNC CCP
200355,,,CCP VBTS,656.0,,CCP VBTS
200356,,,VBTS PRO,38.0,,VBTS PRO
200357,,,PRO CCT,121.0,,PRO CCT
200358,,,CCT NNC_CCP,243.0,,CCT NNC_CCP
200359,,,NNC_CCP NNP,142.0,,NNC_CCP NNP
200360,,,NNP CCR,54.0,,NNP CCR
200361,,,CCR CCT,245.0,,CCR CCT
200362,,,CCT DTC,126.0,,CCT DTC
200363,,,DTC NNC,2640.0,,DTC NNC
200364,,,NNC LM,1696.0,,NNC LM
200365,,,LM JJD,157.0,,LM JJD
200366,,,JJD JJC,21.0,,JJD JJC
200367,,,JJC CCP,18.0,,JJC CCP
200368,,,CCP NNC,1682.0,,CCP NNC
200369,,,CCT PRSP,127.0,,CCT PRSP
200370,,,PRSP PMC,22.0,,PRSP PMC
200371,,,PMC PRO,48.0,,PMC PRO
200372,,,PRO LM,441.0,,PRO LM
200373,,,LM PRI_CCP,83.0,,LM PRI_CCP
200374,,,PRI_CCP JJD,86.0,,PRI_CCP JJD
200375,,,JJD CCP,1187.0,,JJD CCP
200376,,,CCB NNC,3632.0,,CCB NNC
200377,,,NNC PMC,1956.0,,NNC PMC
200378,,,PMC NNC,180.0,,PMC NNC
200379,,,PMC CCR,78.0,,PMC CCR
200380,,,CCR PMS,325.0,,CCR PMS
200381,,,PMS FW,376.0,,PMS FW
200382,,,FW CCA,107.0,,FW CCA
200383,,,CCA NNC,315.0,,CCA NNC
200384,,,CCB PRI_CCP,310.0,,CCB PRI_CCP
200385,,,JJCC JJD,97.0,,JJCC JJD
200386,,,JJD PRO,14.0,,JJD PRO
200387,,,PRP_CCP VBOF,32.0,,PRP_CCP VBOF
200388,,,VBOF CCP,86.0,,VBOF CCP
200389,,,NNC CCR,159.0,,NNC CCR
200390,,,CCT JJD,390.0,,CCT JJD
200391,,,JJD PRP_CCP,10.0,,JJD PRP_CCP
200392,,,PRP_CCP VBAF,6.0,,PRP_CCP VBAF
200393,,,VBAF CCB,273.0,,VBAF CCB
200394,,,NNC RBL,212.0,,NNC RBL
200395,,,RBL CCT,374.0,,RBL CCT
200396,,,PMC PRI_CCP,132.0,,PMC PRI_CCP
200397,,,PRI_CCP NNC,902.0,,PRI_CCP NNC
