Original Sentence,Gold Sentence
Atin pong pinapaalalahanan ang ating mga kababayan na siyasating mabuti ang perang tinatanggap para hindi mabiktima ng mga pekeng salapi.,Atin pong pinapaalalahanan ang ating mga kababayan na siyasating mabuti ang perang tinatanggap para hindi mabiktima ng mga pekeng salapi.
"Inaresto ang target na si Dean Dexter Bato nang iabot na sa kaniya ang item, at dinakip din ang kaniyang amang si Dexter.","Inaresto ang target na si Dean Dexter Bato nang iabot na sa kaniya ang item, at dinakip din ang kaniyang amang si Dexter."
So kailan nga kaya makakapag-operate normally ang mga sinehan?,So kailan nga kaya makakapag-operate normally ang mga sinehan?
Bago naman magtanghali kahapon ay naaresto na rin ng mga awtoridad sa Brgy.,Bago naman magtanghali kahapon ay naaresto na rin ng mga awtoridad sa Brgy.
"Ayon sa COA, sinabi ng budget officer ng OVP na hindi nila ito hinihingi at Kongreso ang naglalagay nito sa kanilang budget na ikinagulat nilang lahat.","Ayon sa COA, sinabi ng budget officer ng OVP na hindi nila ito hinihingi at Kongreso ang naglalagay nito sa kanilang budget na ikinagulat nilang lahat."
"Ang hirap po na ang gobyerno mismo natin ang number one na violator ng garantiya ng Konstitusyon para sa security of tenure, samantalang hindi nito napupuno ang mga vacancy ng mga permanenteng posisyon sa mga opisina nito, saad ni Villanueva.","Ang hirap po na ang gobyerno mismo natin ang number one na violator ng garantiya ng Konstitusyon para sa security of tenure, samantalang hindi nito napupuno ang mga vacancy ng mga permanenteng posisyon sa mga opisina nito, saad ni Villanueva."
"Sinabi naman ni Meycauayan City Mayor Linabelle Ruth Villarica, magsisilbi itong alternatibong ruta mula sa hangganan ng Valenzuela, Meycauayan at Marilao na hindi na kailangang lumabas sa expressway.","Sinabi naman ni Meycauayan City Mayor Linabelle Ruth Villarica, magsisilbi itong alternatibong ruta mula sa hangganan ng Valenzuela, Meycauayan at Marilao na hindi na kailangang lumabas sa expressway."
Nangako siya kay Kris Aquino na dadalawin niya ito sa Amerika oras na payagan na uli siyang mag-travel sa US.,Nangako siya kay Kris Aquino na dadalawin niya ito sa Amerika oras na payagan na uli siyang mag-travel sa US.
"Ayon kay Dante, noon pa man ay iniisip na ni Tanoy ang pamilya nito kaya laging nag-iipon.","Ayon kay Dante, noon pa man ay iniisip na ni Tanoy ang pamilya nito kaya laging nag-iipon."
More than two years na kaming Gold Squad and hindi namin akalain na aabot kami sa ganito.,More than two years na kaming Gold Squad and hindi namin akalain na aabot kami sa ganito.
Nagbabala si Malabon Mayor Lenlen Oreta sa mga ilegal na nagbebenta ng mga bakuna at vaccination slots sa Malabon.,Nagbabala si Malabon Mayor Lenlen Oreta sa mga ilegal na nagbebenta ng mga bakuna at vaccination slots sa Malabon.
"Sa ulat ng GMA News ""Unang Balita"" nitong Huwebes, sinabing ang ilan sa mga damit ay hango sa kulay ng Philippine flag, na base sa kanta nilang ""What?""","Sa ulat ng GMA News ""Unang Balita"" nitong Huwebes, sinabing ang ilan sa mga damit ay hango sa kulay ng Philippine flag, na base sa kanta nilang ""What?"""
Pinagbawalan din ng Comelec ang mga incumbent candidate at iba pang politiko sa paglalagay ng campaign materials sa relief goods na ipagkakaloob sa mga residente biktima ng bagyong Agaton dahil maari itong mauwi sa diskuwalipikasyon.,Pinagbawalan din ng Comelec ang mga incumbent candidate at iba pang politiko sa paglalagay ng campaign materials sa relief goods na ipagkakaloob sa mga residente biktima ng bagyong Agaton dahil maari itong mauwi sa diskuwalipikasyon.
"Ayon sa Land Transportation Office (LTO), naaalarma sila na ang pinakamaraming kaso ng road accidents ay dahil lasing ang driver ng sasakyan.","Ayon sa Land Transportation Office (LTO), naaalarma sila na ang pinakamaraming kaso ng road accidents ay dahil lasing ang driver ng sasakyan."
Hindi naman natin maiiwasan pag ni-require ng kuwento.,Hindi naman natin maiiwasan pag ni-require ng kuwento.
Nagkataon na may nakita ang mga awtoridad na isang green Chinese tea bag na bahagyang nakabukas na nang suriin ay natukoy na shabu.,Nagkataon na may nakita ang mga awtoridad na isang green Chinese tea bag na bahagyang nakabukas na nang suriin ay natukoy na shabu.
"Ayon kay Division Spokesman Major Jekyll Dulawan, ang isang dosenang bagong kaso ay bahagi ng 1,000 sundalo na sumailalim sa mass testing noong nakaraang linggo.","Ayon kay Division Spokesman Major Jekyll Dulawan, ang isang dosenang bagong kaso ay bahagi ng 1,000 sundalo na sumailalim sa mass testing noong nakaraang linggo."
"Salve, tanong ko sa iyo, sino sa palagay mo ang magna-number 1 pag parehong tumakbo sa Senado sina Papa Raffy Tulfo at Willie Revillame?","Salve, tanong ko sa iyo, sino sa palagay mo ang magna-number 1 pag parehong tumakbo sa Senado sina Papa Raffy Tulfo at Willie Revillame?"
"Lunes lang nang ipresenta ni BuCor officer-in-charge Gregorio Catapang ang dalawang presong sinaksak daw ni Bantag ng patalim (kris) noong Pebrero 2022 habang ""lasing"" at galit tungkol sa ilang nakatakas sa kulungan.","Lunes lang nang ipresenta ni BuCor officer-in-charge Gregorio Catapang ang dalawang presong sinaksak daw ni Bantag ng patalim (kris) noong Pebrero 2022 habang ""lasing"" at galit tungkol sa ilang nakatakas sa kulungan."
Kinailangan namang bumalik sa gate ng airport ang eroplano at pinababa ang mga pasahero.,Kinailangan namang bumalik sa gate ng airport ang eroplano at pinababa ang mga pasahero.
Tinawag naman ni Locsin na illegal ang ginawa ng China dahil ang Ayungin Shoal ay bahagi ng Pilipinas at nasa loob ito ng exclusive economic zones at continental shelf.,Tinawag naman ni Locsin na illegal ang ginawa ng China dahil ang Ayungin Shoal ay bahagi ng Pilipinas at nasa loob ito ng exclusive economic zones at continental shelf.
"May kayabangan ang pulitiko, nagpapanggap siya na alam na niya ang lahat, samantalang kailangan pa niyang bumalik sa grade one kung batas ang pag-uusapan.","May kayabangan ang pulitiko, nagpapanggap siya na alam na niya ang lahat, samantalang kailangan pa niyang bumalik sa grade one kung batas ang pag-uusapan."
"Hindi ko pa rin maisip kung papano babalik eh,�?� sabi pa niya.","Hindi ko pa rin maisip kung papano babalik eh,�?� sabi pa niya."
"Nangyayari ito kasabay ng sunud-sunod na pagtaas ng presyo ng langis, na siyang nagpataas ng presyo ng bilihin at nagpaliit nang husto sa kita ng mga tsuper sa pampublikong transportasyon James Relativo at may mga ulat mula sa ONE News.","Nangyayari ito kasabay ng sunud-sunod na pagtaas ng presyo ng langis, na siyang nagpataas ng presyo ng bilihin at nagpaliit nang husto sa kita ng mga tsuper sa pampublikong transportasyon James Relativo at may mga ulat mula sa ONE News."
May kani-kanyang buhay na rin daw ang mga anak niya.,May kani-kanyang buhay na rin daw ang mga anak niya.
"Bagamat nasa 10% na lamang ng �??global peak�?? ng mga namamatay noong Enero 2021 ang naitatala sa ngayon, nangangahulugan pa rin ito na nasa 10,000 tao ang namamatay kada linggo dahil sa sakit.","Bagamat nasa 10% na lamang ng �??global peak�?? ng mga namamatay noong Enero 2021 ang naitatala sa ngayon, nangangahulugan pa rin ito na nasa 10,000 tao ang namamatay kada linggo dahil sa sakit."
"And sa lahat ng nagbabash and madaming sinasabi sakin dahil sa picture na to, ANG TANGA LANG.","And sa lahat ng nagbabash and madaming sinasabi sakin dahil sa picture na to, ANG TANGA LANG."
Ginawa ang anunsiyo sa pamamagitan ng isang taped program na ipinalabas sa ibat ibang media platforms at sa isang telebisyon.,Ginawa ang anunsiyo sa pamamagitan ng isang taped program na ipinalabas sa ibat ibang media platforms at sa isang telebisyon.
"Sa ilalim ng Kasambahay Law, tinutukoy na kasambahay ang mga nagtatrabaho upang tumulong sa mga gawain sa bahay at nakatira sa kaniyang amo.","Sa ilalim ng Kasambahay Law, tinutukoy na kasambahay ang mga nagtatrabaho upang tumulong sa mga gawain sa bahay at nakatira sa kaniyang amo."
"Nasa �??critical risk�?? na umano ang Pilipinas sa lebel ng COVID-19 dahil sa rami ng nare-rekord na bagong kaso at pagbagsak ng kapabilidad ng mga pagamutan, ayon sa dating tagapayo ng pamahalaan.","Nasa �??critical risk�?? na umano ang Pilipinas sa lebel ng COVID-19 dahil sa rami ng nare-rekord na bagong kaso at pagbagsak ng kapabilidad ng mga pagamutan, ayon sa dating tagapayo ng pamahalaan."
Matatandaang dinischarge mula sa COVID-19 facility ang mag-asawa matapos ang 10-day isolation habang silay asymptomatic.,Matatandaang dinischarge mula sa COVID-19 facility ang mag-asawa matapos ang 10-day isolation habang silay asymptomatic.
"Mayroong tatlong halimbawa na humahadlang para maging mapayapa ang mundo: Ang kapalaluan ng tao na masyadong ambisyoso at hindi makuntento sa kung ano ang mayroon sila; ang kasakiman na dahilan kaya nalilimutan niya ang salitang ""pagbibigay""; at ang labis na pagkamuhi na pinag-uugatan ng karahasan.","Mayroong tatlong halimbawa na humahadlang para maging mapayapa ang mundo: Ang kapalaluan ng tao na masyadong ambisyoso at hindi makuntento sa kung ano ang mayroon sila; ang kasakiman na dahilan kaya nalilimutan niya ang salitang ""pagbibigay""; at ang labis na pagkamuhi na pinag-uugatan ng karahasan."
"Bumuo kami ng baby mga one year until na-bless talaga kaming nangyari na siya, �??di ba?","Bumuo kami ng baby mga one year until na-bless talaga kaming nangyari na siya, �??di ba?"
Tinawag naman ni Angel Aquino na pangalawang pamilya ang show.,Tinawag naman ni Angel Aquino na pangalawang pamilya ang show.
"Una nang sinabi ni presidential spokesperson Harry Roque na target ng gobyerno na mabawasan ng 25% ang COVID-19 cases sa pamamagitan ng NCR Plus bubble restrictions, kung saan ibinabawal na ang mga mass gatherings at mga misa.","Una nang sinabi ni presidential spokesperson Harry Roque na target ng gobyerno na mabawasan ng 25% ang COVID-19 cases sa pamamagitan ng NCR Plus bubble restrictions, kung saan ibinabawal na ang mga mass gatherings at mga misa."
Asahan na ang pagsisikip ng daloy ng trapiko kaugnay ng malawakang rehabilitasyon na isasagawa ng Department of Public Works and Highways (DPWH) sa mga kalsada sa ibat ibang bahagi ng Metro Manila.,Asahan na ang pagsisikip ng daloy ng trapiko kaugnay ng malawakang rehabilitasyon na isasagawa ng Department of Public Works and Highways (DPWH) sa mga kalsada sa ibat ibang bahagi ng Metro Manila.
"Ayon kay FDA Director General Eric Domingo, sumulat na siya sa Department of Health (DOH) para humingi ng opinyon at hinihintay na lamang ang kasagutan kung ang naturang test kits ay magagamit alinsunod sa testing strategy ng bansa.","Ayon kay FDA Director General Eric Domingo, sumulat na siya sa Department of Health (DOH) para humingi ng opinyon at hinihintay na lamang ang kasagutan kung ang naturang test kits ay magagamit alinsunod sa testing strategy ng bansa."
Nakita si Abarrientos sa ginawang masamang pagsenyas sa 1:05 ng fourth quarter at bumomba ng three-pointer si Franklin para bigyan ng bentahe ang FiberXers sa iskor na 111-105.,Nakita si Abarrientos sa ginawang masamang pagsenyas sa 1:05 ng fourth quarter at bumomba ng three-pointer si Franklin para bigyan ng bentahe ang FiberXers sa iskor na 111-105.
"Nang tanungin kung nakakaalarma ang bilang, sinabi ni De Guzman na ang pagtaas ng bilang ng kaso ay marahil resulta ng paghusay ng surveillance o pagsubaybay nila ngayon sa buong bansa, matapos na matuon ang atensyon ng gobyerno sa COVID-19.","Nang tanungin kung nakakaalarma ang bilang, sinabi ni De Guzman na ang pagtaas ng bilang ng kaso ay marahil resulta ng paghusay ng surveillance o pagsubaybay nila ngayon sa buong bansa, matapos na matuon ang atensyon ng gobyerno sa COVID-19."
Nakilahok umano ang mga NBI chemists sa paglalagay sa mga ilegal na droga sa loob ng �??pyrolysis machine�?? habang ang ibang tauhan nila ay kumuha naman ng mga litrato at nagmasid.,Nakilahok umano ang mga NBI chemists sa paglalagay sa mga ilegal na droga sa loob ng �??pyrolysis machine�?? habang ang ibang tauhan nila ay kumuha naman ng mga litrato at nagmasid.
Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen.,Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen.
Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot.,Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot.
"Ayon sa Pangulo, ito ay dahil sa bigo umano ang naturang mayor na magsagawa ng maayos na pamamahagi ng ayuda.","Ayon sa Pangulo, ito ay dahil sa bigo umano ang naturang mayor na magsagawa ng maayos na pamamahagi ng ayuda."
"Matapos ang sunud-sunod na pag-uusap, nagawang kumbinsihin ng mga pulis ang kanyang kapatid na isuko ang suspek.","Matapos ang sunud-sunod na pag-uusap, nagawang kumbinsihin ng mga pulis ang kanyang kapatid na isuko ang suspek."
"As I grow older may nakikita po akong cycle na 'pag celebrity ka you always cater to what people want, of course especially lahat ng feedback sa 'yo, pinakikinggan mo to appease them, para maibigay mo yung gusto nila, sabi niya.","As I grow older may nakikita po akong cycle na 'pag celebrity ka you always cater to what people want, of course especially lahat ng feedback sa 'yo, pinakikinggan mo to appease them, para maibigay mo yung gusto nila, sabi niya."
"So puwede pa rin silang pumunta, puwede silang mag-transact but gusto naming ipaabot na yung ginawa niyong pambabastos sa seal ng QC ay hindi acceptable sa mga taga-QC.","So puwede pa rin silang pumunta, puwede silang mag-transact but gusto naming ipaabot na yung ginawa niyong pambabastos sa seal ng QC ay hindi acceptable sa mga taga-QC."
"Ibig sabihin, ang sustento ni Carlo ay hindi lamang para sa kanyang anak, kundi tinutulungan pa rin niya ang dati niyang live-in partner.","Ibig sabihin, ang sustento ni Carlo ay hindi lamang para sa kanyang anak, kundi tinutulungan pa rin niya ang dati niyang live-in partner."
Ang pagbabakuna ay gagawin saparish hall at sa gardenat hindi sa loob ng simbahan.,Ang pagbabakuna ay gagawin saparish hall at sa gardenat hindi sa loob ng simbahan.
"Sa ulat ni John Consulta sa GMA News ""24 Oras"" nitong Biyernes, sinabing isinagawa ng mga tauhan ng Anti-Red Tape Authority (ARTA) at National Bureau of Investigation (NBI) ang entrapment operation.","Sa ulat ni John Consulta sa GMA News ""24 Oras"" nitong Biyernes, sinabing isinagawa ng mga tauhan ng Anti-Red Tape Authority (ARTA) at National Bureau of Investigation (NBI) ang entrapment operation."
"Eh kasi pala itong si veteran actor, sa mga bading nag-umpisa kaya siguro raw ayon kina Nay Cristy and Nay Lolit hinanap na rin ng katawan ng veteran actor ang bading or baka nahawa na rin ng kabadingan kaya naging bading na rin ang pakiramdam.","Eh kasi pala itong si veteran actor, sa mga bading nag-umpisa kaya siguro raw ayon kina Nay Cristy and Nay Lolit hinanap na rin ng katawan ng veteran actor ang bading or baka nahawa na rin ng kabadingan kaya naging bading na rin ang pakiramdam."
Sinabi nilang nakasuporta sila sa kung ano mang aksiyon ang gagawin ng kanilang stars laban sa mga nanira sa kanilang mga anak.,Sinabi nilang nakasuporta sila sa kung ano mang aksiyon ang gagawin ng kanilang stars laban sa mga nanira sa kanilang mga anak.
"Pero syempre may binigay lang yung DOH (Department of Health) na priority list, uunahin syempre yung mga doktor, senior citizens, mauuna lang sila, aniya pa.","Pero syempre may binigay lang yung DOH (Department of Health) na priority list, uunahin syempre yung mga doktor, senior citizens, mauuna lang sila, aniya pa."
"Ibig sabihin, may trabaho pang naghihintay sa kanila.","Ibig sabihin, may trabaho pang naghihintay sa kanila."
"Samantala, itinalaga rin ni Marcos si Lilia Guillermo bilang susunod na pinuno ng Bureau of Internal Revenue (BIR), kung saan siya ay dating deputy commissioner.","Samantala, itinalaga rin ni Marcos si Lilia Guillermo bilang susunod na pinuno ng Bureau of Internal Revenue (BIR), kung saan siya ay dating deputy commissioner."
Trilyong utang na inabutan ng administrasyong Duterte ng umupo sa Malacanang noong July 2016.,Trilyong utang na inabutan ng administrasyong Duterte ng umupo sa Malacanang noong July 2016.
"Nasakote ng mga otoridad ang tatlong lalaki na umanoy pinagnakawan ang isang supermarket at natangay ang nasa P14,000 paninda sa Silang, Cavite, kahapon ng madaling araw.","Nasakote ng mga otoridad ang tatlong lalaki na umanoy pinagnakawan ang isang supermarket at natangay ang nasa P14,000 paninda sa Silang, Cavite, kahapon ng madaling araw."
Aabot sa 24 na bangkay ang maaaring pansamantalang ilagay sa loob ng mortuary freezer bago i-cremate ang mga ito.,Aabot sa 24 na bangkay ang maaaring pansamantalang ilagay sa loob ng mortuary freezer bago i-cremate ang mga ito.
"Sa abiso ng Philippine Charity Sweepstakes Office (PCSO) kahapon, nakuha ng masuwerteng mananaya ang anim na winning numbers na kinabibilangan ng 07-25-08-03-12-05 na may kabuuang jackpot prize na P42,282,132.80.","Sa abiso ng Philippine Charity Sweepstakes Office (PCSO) kahapon, nakuha ng masuwerteng mananaya ang anim na winning numbers na kinabibilangan ng 07-25-08-03-12-05 na may kabuuang jackpot prize na P42,282,132.80."
"Kinilala ng Kawit Police ang nasawi na siJeffrey Perez Regatcho, 37-anyos at residente ng nasabing bayan habang ginagamot sa ospital ang nakabanggang si Montes Oplas, 44-anyos, at ang angkas nitong misis na si Catherine; kapwaresidente rin ng Kawit, Cavite.","Kinilala ng Kawit Police ang nasawi na siJeffrey Perez Regatcho, 37-anyos at residente ng nasabing bayan habang ginagamot sa ospital ang nakabanggang si Montes Oplas, 44-anyos, at ang angkas nitong misis na si Catherine; kapwaresidente rin ng Kawit, Cavite."
Kagaya nung nag-camping sila sa Camp Joni sa Rizal na kung saan kasama niya ang kanilang anak na si Ayesha.,Kagaya nung nag-camping sila sa Camp Joni sa Rizal na kung saan kasama niya ang kanilang anak na si Ayesha.
"Aniya, ang National Food Authority (NFA) ay inatasan nang bumili ng palay para magkaroon ng buffer stock ang bansa.","Aniya, ang National Food Authority (NFA) ay inatasan nang bumili ng palay para magkaroon ng buffer stock ang bansa."
Matatandaan na nakipagbarilan umano ang grupo ng alkalde sa napagkamalang sasakyan na sumusunod sa kanila habang papunta sana si Aquino sa selebrasyon ng kaarawan ng anak.,Matatandaan na nakipagbarilan umano ang grupo ng alkalde sa napagkamalang sasakyan na sumusunod sa kanila habang papunta sana si Aquino sa selebrasyon ng kaarawan ng anak.
"Ayon kay DepEd Undersecretary Nepomuceno Malaluan, ito ay base na rin sa isinagawang assessment ng DepEd sa kahandaan ng mga paaralan na magpatupad ng health protocols para sa ligtas na pagdaraos ng face-to-face classes sa susunod na school year.","Ayon kay DepEd Undersecretary Nepomuceno Malaluan, ito ay base na rin sa isinagawang assessment ng DepEd sa kahandaan ng mga paaralan na magpatupad ng health protocols para sa ligtas na pagdaraos ng face-to-face classes sa susunod na school year."
"Nang maalis umano ng driver ang kaniyang paa sa preno, umarangkada ang sasakyan.","Nang maalis umano ng driver ang kaniyang paa sa preno, umarangkada ang sasakyan."
"Na hindi Mutual Understanding ang ibig sabihin kundi Malabong Usapan, habang nanonood siya noon ng TV ay nakita niya si Aga at tinanong ang mommy niyang si Jessa Zaragoza kung ang actor ba ang daddy niya.","Na hindi Mutual Understanding ang ibig sabihin kundi Malabong Usapan, habang nanonood siya noon ng TV ay nakita niya si Aga at tinanong ang mommy niyang si Jessa Zaragoza kung ang actor ba ang daddy niya."
Kilala sa pagiging Christian si Toni kaya maraming napa-react sa kanyang mga pinakawalang salita sa unang araw ng kampanya ng mga kumakandidato sa national positions.,Kilala sa pagiging Christian si Toni kaya maraming napa-react sa kanyang mga pinakawalang salita sa unang araw ng kampanya ng mga kumakandidato sa national positions.
"Sinabi ni acting Presidential Spokesman Secretary Martin Andanar na hanggat maaari ay iwasan ang matataong lugar at gawin ang basic health protocols �?? paghuhugas ng kamay, gumamit ng face mask at social distancing.","Sinabi ni acting Presidential Spokesman Secretary Martin Andanar na hanggat maaari ay iwasan ang matataong lugar at gawin ang basic health protocols �?? paghuhugas ng kamay, gumamit ng face mask at social distancing."
Were so glad and happy sa nakita nating pagpupursige ng mga batang swimmers na maipakita ang kanilang talent.,Were so glad and happy sa nakita nating pagpupursige ng mga batang swimmers na maipakita ang kanilang talent.
Sinabi pa ng tagapagsalita na kung susuriin ay binanggit umano ng poll body ang batas laban sa hindi paghahain ng ITR.,Sinabi pa ng tagapagsalita na kung susuriin ay binanggit umano ng poll body ang batas laban sa hindi paghahain ng ITR.
Hindi magsasagawa ang Commission on Elections (Comelec) ng �??one-on-one�?? na debate sa mga kandidatong tatakbo sa darating na halalan sa Mayo 9 upang mabigyan umano ng pantay na pagkakataon ang lahat ng tumatakbo.,Hindi magsasagawa ang Commission on Elections (Comelec) ng �??one-on-one�?? na debate sa mga kandidatong tatakbo sa darating na halalan sa Mayo 9 upang mabigyan umano ng pantay na pagkakataon ang lahat ng tumatakbo.
"Kasi may bumubulong na sa akin, eh.","Kasi may bumubulong na sa akin, eh."
Hindi pa naman nagbigay ng impormasyon ang DOH hinggil sa 15 iba pang kaso nito.,Hindi pa naman nagbigay ng impormasyon ang DOH hinggil sa 15 iba pang kaso nito.
"Kaya natutuwa ako sa kaniya dahil ngayon, kahit na medyo down tayo lahat, nagsu-survive siya at saka.","Kaya natutuwa ako sa kaniya dahil ngayon, kahit na medyo down tayo lahat, nagsu-survive siya at saka."
"Binanatan din nila si Information and Communications Technology Secretary Ivan John Uy sa ""pagmamaliit"" ng kawalan ng valid IDs kung bakit mababa pa rin ang turnout.","Binanatan din nila si Information and Communications Technology Secretary Ivan John Uy sa ""pagmamaliit"" ng kawalan ng valid IDs kung bakit mababa pa rin ang turnout."
"Kahit sa pakikipagrelasyon ay maganda ang kartada ng babaeng personalidad, nagkasira man sila ay hindi siya nagsasalita nang talikuran, katwiran ng female personality ay hindi rin naman siya perpekto.","Kahit sa pakikipagrelasyon ay maganda ang kartada ng babaeng personalidad, nagkasira man sila ay hindi siya nagsasalita nang talikuran, katwiran ng female personality ay hindi rin naman siya perpekto."
"Hangad ng tubong San Jose, Negros Oriental na muling mapasama sa national team na isasabak ng Philippine Athletics Track and Field Association (PATAFA) sa 31st SEA Games sa Hanoi, Vietnam sa Mayo 12-23 ng susunod na taon.","Hangad ng tubong San Jose, Negros Oriental na muling mapasama sa national team na isasabak ng Philippine Athletics Track and Field Association (PATAFA) sa 31st SEA Games sa Hanoi, Vietnam sa Mayo 12-23 ng susunod na taon."
"Pero yong pinakamalaking bahagi po kasi niyan ay yong lumalabas na pangangailangan na mas palawigin pa yong guidelines nang sa ganoon, sakop na po lahat ng mga katanungan nong mga Metro Manila mayor at iba pang mga parties na naglabas po ng katanungan at clarification, ani Padilla.","Pero yong pinakamalaking bahagi po kasi niyan ay yong lumalabas na pangangailangan na mas palawigin pa yong guidelines nang sa ganoon, sakop na po lahat ng mga katanungan nong mga Metro Manila mayor at iba pang mga parties na naglabas po ng katanungan at clarification, ani Padilla."
"Ang pasyente na nasawi ay nakilalang siJoselito Rotaryo,34-anyos habang sugatan ang dalawang kaanak na kasama nitong sakay ng ambulansya na sinaApril Tibayan, 32, atNi?�a Madrigal, 38.","Ang pasyente na nasawi ay nakilalang siJoselito Rotaryo,34-anyos habang sugatan ang dalawang kaanak na kasama nitong sakay ng ambulansya na sinaApril Tibayan, 32, atNi?�a Madrigal, 38."
"Sinabi ni Father Darwin Gitgano, ang paring tumulong kay Nanay Martina, na nakaranas ang ginang ng spiritual harassment, o maihahalintulad sa masasamang espiritu na sumasapi sa katawan ng tao.","Sinabi ni Father Darwin Gitgano, ang paring tumulong kay Nanay Martina, na nakaranas ang ginang ng spiritual harassment, o maihahalintulad sa masasamang espiritu na sumasapi sa katawan ng tao."
"Sa Laging Handa press briefing, sinabi ni DILG Spokesman Jonathan Malaya na sang-ayon sila sa desisyon ni Chairman Abalos para mapigilan ang mas lalo pang pagkalat ng hawaan ng COVID-19.","Sa Laging Handa press briefing, sinabi ni DILG Spokesman Jonathan Malaya na sang-ayon sila sa desisyon ni Chairman Abalos para mapigilan ang mas lalo pang pagkalat ng hawaan ng COVID-19."
Hindi naman yon maiiwasan.,Hindi naman yon maiiwasan.
"Ayon sa Reuters, sinabing nakuha ang dalagita sa hilara ng mga apartment building na gumuho sa lalawigan ng Kahramanmaras, batay sa ulat ng TRT Haber.","Ayon sa Reuters, sinabing nakuha ang dalagita sa hilara ng mga apartment building na gumuho sa lalawigan ng Kahramanmaras, batay sa ulat ng TRT Haber."
Bilang finale ng selebrasyon ay nagkaroon ng bonggang concert ang mag-asawang Ogie Alcasid at Regine Velasquez sa Ormoc City Stage na pinamagatang Shine The Diamond Concert.,Bilang finale ng selebrasyon ay nagkaroon ng bonggang concert ang mag-asawang Ogie Alcasid at Regine Velasquez sa Ormoc City Stage na pinamagatang Shine The Diamond Concert.
