Original Sentence,Gold Sentence
"Sa kabila nito, nilinaw pa rin ni Go na-maaari itong gawin na hindi nasasaalang-alang ang mga nasa priority list ng gobyerno sa national COVID-19 vaccination program na tumutukoy sa ilang sektor bilang mga dapat na unahin tulad ng frontliners, mga mahihirap at vulnerable sectors.","Sa kabila nito, nilinaw pa rin ni Go na maaari itong gawin na hindi nasasaalang-alang ang mga nasa priority list ng gobyerno sa national COVID-19 vaccination program na tumutukoy sa ilang sektor bilang mga dapat na unahin tulad ng frontliners, mga mahihirap at vulnerable sectors."
Umabot naman sa043kilometro ang lalim ng lupa ng lindol at tectonic ang pinagmulan ng naturang pagyanig.,Umaabot naman sa043kilometro ang lalim ng lupa ng lindol at tectonic ang pinagmulan ng naturang pagyanig.
"Konektado rin ang mga suspek sa empleyado ng Smartmatic na si Ricardo Argana, na pinaghahanap ng National Bureau of Investigation (NBI) na una nang sumuko subalit tinaguan na, saad pa ni Mancao.","Konektado rin ang mga suspek sa empleyado ng Smartmatic na si Ricardo Argana, na pinaghahanap ng National Bureau of Investigation (NBI) na una nang sumuko subalit nagtatago na, saad pa ni Mancao."
"Nabatid na si Itaas ay nakapag-asawa habang nakapiit sa New Bilibid Prison (NBP) at nagkaroon ng 3 anak, isang lumaki at dalawang babae.","Nabatid na si Itaas ay nakapag-asawa habang nakapiit sa New Bilibid Prison (NBP) at nagkaroon ng 3 anak, isang lalaki at dalawang babae."
"Hindi na maganda naririnig namin sainternetmovie na tinodoniya ng promote, tinalo pa sa kita noong sexy starlet na si Angeli Khang.","Hindi na maganda ang naririnig namin sainternetmovie na tinodoniya ng promote, tinalo pa sa kita noong sexy starlet na si Angeli Khang."
"Sa kabila ng malakas na pag-ulan at pagbaha sa ilang lugar sa lungsod, tinupad pa din ni Moreno ang sinabi niya na umulan man o umaraw ay tuloy lang ang bakunahan, kahit pa weekends o holidays.","Sa kabila ng malakas na pag-ulan at pagbaha sa ilang lugar sa lungsod, tinupad pa rin ni Moreno ang sinabi niya na umulan man o umaraw ay tuloy lang ang bakunahan, kahit pa weekends o holidays."
"Sa ngayon, pinapayagan ng pumasok sa bansa ang mga fully vaccinated foreigners.","Sa ngayon, pinapayagan nang pumasok sa bansa ang mga fully vaccinated foreigners."
Masaya lang raw siya ngayon dahil nakikita na raw niyang unti-unti nang naaabot ang kanyang pangarap sa kanyang dalawang anak.,Masaya lang daw siya ngayon dahil nakikita na raw niyang unti-unti nang naaabot ang kanyang pangarap sa kanyang dalawang anak.
"Kung susundin ito, nagsasabi ni Panelo na: (u)nahin dapat ng pamahalaan ang mga PWD, kasama ang children with disabilities (CWD), dahil meron silang mga pasanin na hindi nararanasan ng karamihan sa atin.","Kung susundin ito, sinabi ni Panelo na: (u)nahin dapat ng pamahalaan ang mga PWD, kasama ang children with disabilities (CWD), dahil meron silang mga pasanin na hindi nararanasan ng karamihan sa atin."
Nasabik nga siya dahil nakita niya na nandun pa rin ang avid fans niya na gustung gusto siyang mapanood.,Nasabik nga siya dahil nakita niya na nandun pa rin ang avid fans niya na gustung-gusto siyang mapanood.
Dati itong full time NPA member ng Front 72 pero piniling sumuko matapos mapagtantong walang maitutulong sa pag-unlad ng lipunan ang pakikipaglaban sa pamahalaan.,Dati itong full-time NPA member ng Front 72 pero piniling sumuko matapos mapagtantong walang maitutulong sa pag-unlad ng lipunan ang pakikipaglaban sa pamahalaan.
Pahayag pa nang bagong mayora ng lungsod.,Pahayag pa ng bagong mayora ng lungsod.
"Napakasakit po ng nangyayaring ito, ang nangyari sa ating lahat.","Napakasakit po ng nangyayaring ito, ang nangyayari sa ating lahat."
Nililipad na pa-New York City si Vice President Leni Robredo kasama ang kanyang mga anak upang dumalo sa graduation ng kanyang bunso na si Jillian at gugulin ang oras kasama ang kanyang pamilya.,Lumipad na pa-New York City si Vice President Leni Robredo kasama ang kanyang mga anak upang dumalo sa graduation ng kanyang bunso na si Jillian at gugulin ang oras kasama ang kanyang pamilya.
Nagdagdag si Bobby Portis ng season-high 24 points bukod sa 15 rebounds para sa ikatlong sinundan na ratsada ng Milwaukee (9-8) na nasa No.,Nagdagdag si Bobby Portis ng season-high 24 points bukod sa 15 rebounds para sa ikatlong sunod na ratsada ng Milwaukee (9-8) na nasa No.
Kasi ito yari talaga ito sa totoong buhay.,Kasi ito nangyayari talaga ito sa totoong buhay.
"Dito talaga ako naggrow as an artist, as an actor.","Dito talaga ako nag-grow as an artist, as an actor."
"Once na tinatanggap mo si Lord sa buhay mo, sigurado sa heaven ka mapupunta,” makahulugang paglalahad ng dalaga.","Once na tinanggap mo si Lord sa buhay mo, sigurado sa heaven ka mapupunta,” makahulugang paglalahad ng dalaga."
"Nahuli si Bunagan sa isinagawang entrapment operation noong Lunes dakong alas- 3 ng hapon sa Waling-Waling Street, Sampaguita Subdivision, Barangay 175, Camarin, Caloocan City, bunsod ng reklamo ng isang PNP applicant na nanghingi ng P100,000 ng suspek upang maproseso ng PNP recruitment.","Nahuli si Bunagan sa isinagawang entrapment operation noong Lunes dakong alas- 3 ng hapon sa Waling-Waling Street, Sampaguita Subdivision, Barangay 175, Camarin, Caloocan City, bunsod ng reklamo ng isang PNP applicant na hinihingan ng P100,000 ng suspek upang maproseso ng PNP recruitment."
"Kailangan mo lang mag salita, magsabi, and I'm sure meron willing laging tumulong sa yo, payo niya.","Kailangan mo lang magsalita, magsabi, and I'm sure meron willing laging tumulong sa yo, payo niya."
Napakagandang balita balita talaga.,Napakagandang balita talaga.
"Dahil may nangyari pang nakawan sa barangay, humingi na ng tutulong ang mga residente sa mga awtoridad para madakip ang salarin.","Dahil may nangyari pang nakawan sa barangay, humingi na ng tulong ang mga residente sa mga awtoridad para madakip ang salarin."
"Sa pagtaya ng mga awtoridad, aabutin sa humigit-kumulang sa P100,000 ang halaga ng mga ari-ariang tinupok ng apoy.","Sa pagtaya ng mga awtoridad, aabot sa humigit-kumulang sa P100,000 ang halaga ng mga ari-ariang tinupok ng apoy."
"Ipinasilip rin niya kung paano sinubukan ni ""Tiyang"" Amy Perez na mairaos ang isang news item habang tumutunog ang fire alarm.","Ipinasilip din niya kung paano sinubukan ni ""Tiyang"" Amy Perez na mairaos ang isang news item habang tumutunog ang fire alarm."
Bago pa man tuluyang nakapuslit ang mga suspek ay napuna ito ng perimeter guard na si Ryan Fernandez at kahihingi ng tulong sa pulisya na nagresulta sa pagkakaaresto sa tatlo sa kanila at pagkakabawi ng mga ninakaw na paninda.,Bago pa man tuluyang nakapuslit ang mga suspek ay napuna ito ng perimeter guard na si Ryan Fernandez at humingi ng tulong sa pulisya na nagresulta sa pagkakaaresto sa tatlo sa kanila at pagkakabawi ng mga ninakaw na paninda.
"Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na nagdala sa isang boarding house na ginagawang sex den motel.","Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na dinadala sa isang boarding house na ginagawang sex den motel."
"Bukod kina Cristel, may napulot din raw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya.","Bukod kina Cristel, may napulot din daw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya."
"Napagpasyahan ng mag-asawa na bumisita sa nag-aagaw buhay ng tatay ni Dan sa probinsya sa kanilang pagbyahe, mahaharang sila ng isang roadblock at aabisuhan na susubukin ng ibang daan at mag-reroute.","Napagpasyahan ng mag-asawa na bumisita sa nag-aagaw buhay ng tatay ni Dan sa probinsya sa kanilang pagbyahe, mahaharang sila ng isang roadblock at aabisuhan na sumubok ng ibang daan at mag-reroute."
"Bukod dito, ikinukonsidera na din nila ang magdaos na rin ng vo-ters registration tuwing weekends o sa Sabado at Linggo at pagsasagawa ng barangay satellite registration kung saan bababa sila sa mga barangay para ihatid ang pagpaparehistro ng mas malapit sa tao.","Bukod dito, ikinukonsidera na rin nila ang magdaos na rin ng vo-ters registration tuwing weekends o sa Sabado at Linggo at pagsasagawa ng barangay satellite registration kung saan bababa sila sa mga barangay para ihatid ang pagpaparehistro ng mas malapit sa tao."
"Batay sa report ng San Fernando-PNP, alas-8:30 ng gabi nang maganap ang krimen sa tapat ng bagong ginagawa na City Public Market sa nasabing lugar.","Batay sa report ng San Fernando-PNP, alas-8:30 ng gabi nang maganap ang krimen sa tapat ng bagong gawa na City Public Market sa nasabing lugar."
Pero sisibakin niya ito nang magpositibo sa drug test.,Pero sinibak niya ito nang magpositibo sa drug test.
Nagpictorial din siya ng barefaced.,Nag-pictorial din siya ng barefaced.
"Sa 18-pahinang desisyon, sinuspinde ng mataas na korte si Manila Metropolitan Trial Court Branch 26 Presiding Judge Jorge Emmanuel Lorredo ng 30 araw ng walang suweldo ng matagpuang guilty sa ‘sexual harassment’.","Sa 18-pahinang desisyon, sinuspinde ng mataas na korte si Manila Metropolitan Trial Court Branch 26 Presiding Judge Jorge Emmanuel Lorredo ng 30 araw ng walang suweldo nang matagpuang guilty sa ‘sexual harassment’."
Iniulat ni Darlene Cay sa Unang Balita nitong Huwebes na trauma umano ang inabot nang isang lalaking naghahanap lamang ng panandaliang aliw.,Iniulat ni Darlene Cay sa Unang Balita nitong Huwebes na trauma umano ang inabot ng isang lalaking naghahanap lamang ng panandaliang aliw.
"Batay sa resulta ng mga pagaaral, nahuhuli ang mga mag-aaral na Pilipino kung ihahambing sa mga mag-aaral ng ibang bansa.","Batay sa resulta ng mga pag-aaral, nahuhuli ang mga mag-aaral na Pilipino kung ihahambing sa mga mag-aaral ng ibang bansa."
"Na-mention din ni Jane na dream come true ang pagpasok niya sa long running teleserye dahil noon pag nanonood raw siya, iniisip niya kung anong role ang bagay sa kanya.","Na-mention din ni Jane na dream come true ang pagpasok niya sa long running teleserye dahil noon pag nanonood daw siya, iniisip niya kung anong role ang bagay sa kanya."
Kaya nagdesisyon ang isang anak ng biktima na sumasama na sa paghatid.,Kaya nagdesisyon ang isang anak ng biktima na sumama na sa paghatid.
Kasalukuyan pa ring naka quarantine si head coach Pido Jarencio matapos tamaan ng coronavirus disease (COVID-19) kasama ang kanyang mga assistant.,Kasalukuyan pa ring naka-quarantine si head coach Pido Jarencio matapos tamaan ng coronavirus disease (COVID-19) kasama ang kanyang mga assistant.
Patuloy naman raw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,Patuloy naman daw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.
"Hinihindian naman masama na masiraan, ang hindi maganda ay yong madalas, ibig sabihin may problema sa maintenance at ang nagdurusa rito ay ang kaawa-awa nating mga kababayan na pagod na maghapon at nagmamadaling makauwi ng bahay tapos maaabala na at posible pang mahawa sa COVID-19, sabi ni Revilla.","Hindi naman masama na masiraan, ang hindi maganda ay yong madalas, ibig sabihin may problema sa maintenance at ang nagdurusa rito ay ang kaawa-awa nating mga kababayan na pagod na maghapon at nagmamadaling makauwi ng bahay tapos maaabala na at posible pang mahawa sa COVID-19, sabi ni Revilla."
"Aniya, kahit sanay-siya bilang sikat na artista sa VVIP treatment iba raw ang naging karanasan nila sa kampanya : Good example ka talaga Mam.","Aniya, kahit sanay siya bilang sikat na artista sa VVIP treatment iba raw ang naging karanasan nila sa kampanya : Good example ka talaga Mam."
Natagpuan din sa crime scene ang isang pares nang tsinelas at cellphone.,Natagpuan din sa crime scene ang isang pares ng tsinelas at cellphone.
"Nabago po ng Idol yung buhay ko kasi sila yung nagbigay sa akin ng chance na ipakita yung talent ko sa mga tao at iyon ang tingnan nila at humihindi yung mga controversy na nagdaan sa buhay ko, sabi niya.","Nabago po ng Idol yung buhay ko kasi sila yung nagbigay sa akin ng chance na ipakita yung talent ko sa mga tao at iyon ang tingnan nila at hindi yung mga controversy na nagdaan sa buhay ko, sabi niya."
"Inaayos na nga daw yung Las Vegas, Nevada nila at malamang ay sa June na yon.","Inaayos na nga raw yung Las Vegas, Nevada nila at malamang ay sa June na yon."
"Tantsa ng DTI, aabutin sa 500,000 manggagawa ang makakapagtrabaho muli kapag binalik ang mga naturang serbisyo.","Tantsa ng DTI, aabot sa 500,000 manggagawa ang makakapagtrabaho muli kapag binalik ang mga naturang serbisyo."
"Hindi pa nagbigay ng pahayagLBG, GMA News.","Hindi pa siya nagbigay ng pahayagLBG, GMA News."
"Nang magpunta siya ng Los Angeles, California, unang nag-stay si Kris at mga anak na sina Josh at Bimby sa isang Airbnb house na malapit sa Beverly Hills, pero kalilipat agad sila sa isang hotel sa may Santa Monica na favorite raw ng tinaguriang Queen of All Media.","Nang magpunta siya ng Los Angeles, California, unang nag-stay si Kris at mga anak na sina Josh at Bimby sa isang Airbnb house na malapit sa Beverly Hills, pero lumipat agad sila sa isang hotel sa may Santa Monica na favorite raw ng tinaguriang Queen of All Media."
"Ilang araw pa lang ng patayin ng Valenzuela PNP ang 18-anyos na may kapansanang si Erwin Arnigo habang ""nagsasagawa ng raid sa isang tupada"" at pinararatangang nangtangkang mang-agaw ng baril, kahit ganyan ang testimonya ng ilan.","Ilang araw pa lang nang patayin ng Valenzuela PNP ang 18-anyos na may kapansanang si Erwin Arnigo habang ""nagsasagawa ng raid sa isang tupada"" at pinararatangang nangtangkang mang-agaw ng baril, kahit ganyan ang testimonya ng ilan."
Paano kaya niya tatanggap na muling makapiling at nayakap si Bon Bon pero hindi na gumagalaw?,Paano kaya niya tinanggap na muling makapiling at nayakap si Bon Bon pero hindi na gumagalaw?
Nakikita naman dito ang performance ng mga law schools ngayong taon kaugnay ng nasabing pagsusulit.,Makikita naman dito ang performance ng mga law schools ngayong taon kaugnay ng nasabing pagsusulit.
Una nang sinabi ng kampo ni Cornejo na Taguig Regional Trial Court ang labas ng warrant para kay Vhong kung kayat dapat daw ay sa Taguig City Jail siya mailagay.,Una nang sinabi ng kampo ni Cornejo na Taguig Regional Trial Court ang naglabas ng warrant para kay Vhong kung kayat dapat daw ay sa Taguig City Jail siya mailagay.
"Bilyon nang Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency.","Bilyon ng Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency."
Kung aaprubahan ng PBA Commissioners Office ang nasabing trade ay nagtatapos ang nine-year stint ni Casio sa Aces.,Kung aaprubahan ng PBA Commissioners Office ang nasabing trade ay magtatapos ang nine-year stint ni Casio sa Aces.
Ang tangkang pagpatay sa kapitan ay lalong nagdulot ng malaking takot sa mga residente na halos karamihan ay gusto ng umalis sa kanilang barangay dahil sa hindi mahuli-huli ng Libon Police at Albay PNP Provincial Office ang mga suspek.,Ang tangkang pagpatay sa kapitan ay lalong nagdulot ng malaking takot sa mga residente na halos karamihan ay gusto nang umalis sa kanilang barangay dahil sa hindi mahuli-huli ng Libon Police at Albay PNP Provincial Office ang mga suspek.
"Everything’s documented and mahal niya yung mga anak niya, mahal na mahal ni Jom yun,” na sagot nito tungkol sa akusasyong apat na lata lang ng gatas ang ibinigay ni Jomari sa anak ng ex ng actor / politician na si Joy Reyes.","Everything’s documented and mahal niya yung mga anak niya, mahal na mahal ni Jom yun,” na sagot nito tungkol sa akusasyong apat na lata lang ng gatas ang ibinibigay ni Jomari sa anak ng ex ng actor / politician na si Joy Reyes."
"So pag nagkaroon ng isang positive, halos lahat sila nagpo-positive na din po.","So pag nagkaroon ng isang positive, halos lahat sila nagpo-positive na rin po."
"Pero kung hindi, kailangan mong kunin ang tseke at dapat na mag-isyu ka ng resibo, bilang sa pagsunod rin sa ipinapatupad na patakaran ng gobyerno.","Pero kung hindi, kailangan mong kunin ang tseke at dapat na mag-isyu ka ng resibo, bilang sa pagsunod din sa ipinapatupad na patakaran ng gobyerno."
Gagawin ito ng Perpetual kahit wala si star forward Kim Aurin na nagkaroon ng bulutong.,Ginawa ito ng Perpetual kahit wala si star forward Kim Aurin na nagkaroon ng bulutong.
"Nabatid na bumuo ang working mom ng isang routine kung saan ang kanyang oras ay nakalaan sa trabaho, pagaaral at pamilya.","Nabatid na bumuo ang working mom ng isang routine kung saan ang kanyang oras ay nakalaan sa trabaho, pag-aaral at pamilya."
"Kaugnay nito dalawa ang nadakip sa isinagawang-operasyon na kinilalang sina Bryan Salceda, 26, construction worker at Jerome Gaje, 27, kapwa ng Pasay City.","Kaugnay nito dalawa ang nadakip sa isinagawang operasyon na kinilalang sina Bryan Salceda, 26, construction worker at Jerome Gaje, 27, kapwa ng Pasay City."
Isa rito ay ang P29 billion over recovery ng kanilang distribution charges mula 2013-2018 ngunit hanggang ngayon ay hinihindian nareresolba ng ERC.,Isa rito ay ang P29 billion over recovery ng kanilang distribution charges mula 2013-2018 ngunit hanggang ngayon ay hindi nareresolba ng ERC.
"Ayon pa kay Lacson, bukod sa pagbabantay sa tamang implementasyon ng mga batas para sa mga indigenous people (IP) ay daragdagan niya ang alokasyon ng pondo para sa National Commission on Indigenous Peoples (NCIP) upang matulungan ang nasabing sektor na malapit sa banta ng pangaabuso ng New Peoples Army.","Ayon pa kay Lacson, bukod sa pagbabantay sa tamang implementasyon ng mga batas para sa mga indigenous people (IP) ay daragdagan niya ang alokasyon ng pondo para sa National Commission on Indigenous Peoples (NCIP) upang matulungan ang nasabing sektor na malapit sa banta ng pang-aabuso ng New Peoples Army."
"Lalarga din sa ASAP stage si Morissette tampok ang kanyang panibagong single, at ang tandem katahan nina Lovi Poe at Martin Nievera.","Lalarga rin sa ASAP stage si Morissette tampok ang kanyang panibagong single, at ang tandem katahan nina Lovi Poe at Martin Nievera."
Sinabi raw ng aktor na hayaan lang ang mga fans at siya pa nga mismo ang kinuha ng cellphone para makipag-selfie sa mga supporters.,Sinabi raw ng aktor na hayaan lang ang mga fans at siya pa nga mismo ang kumuha ng cellphone para makipag-selfie sa mga supporters.
Ayon sa kaniyang duktor na allergist at at immunologist na si Dra.,Ayon sa kaniyang duktor na allergist at immunologist na si Dra.
Wala naman umanong ibang barko na sangkot sa sa insidente.,Wala naman umanong ibang barko na sangkot sa insidente.
Sinabi ng ahensiya na nakatanggap sila ng balita na may ilang social media influencers na hindi bayad ng mga income tax sa kabila ng malaking kita sa ibat ibang social media platforms.,Sinabi ng ahensiya na nakatanggap sila ng balita na may ilang social media influencers na hindi nagbabayad ng mga income tax sa kabila ng malaking kita sa ibat ibang social media platforms.
"Nakikita ko, as yung brother niya, yari sa kaniya lahat ng ‘yan, he’s trying to be strong, ani Vin.","Nakikita ko, as yung brother niya, nangyayari sa kaniya lahat ng ‘yan, he’s trying to be strong, ani Vin."
Ang pi lot testing ng face-to-face classes ay sinimulan noong Nobyembre 15 sa ilang piling lugar na low risk o mababa lamang ang kaso ng COVID-19.,Ang pilot testing ng face-to-face classes ay sinimulan noong Nobyembre 15 sa ilang piling lugar na low risk o mababa lamang ang kaso ng COVID-19.
"Nagagandahan nagagandahan ako sa kaniya saka hinahangaan ko siya sa personality niya, dagdag pa ni Kelvin.","Nagagandahan ako sa kaniya saka hinahangaan ko siya sa personality niya, dagdag pa ni Kelvin."
Rito na kumuha ngpatalim ang suspek at mabilis na nilaslas ang leeg ng biktima saka pinagsasaksak sa katawan.,Dito na kumuha ngpatalim ang suspek at mabilis na nilaslas ang leeg ng biktima saka pinagsasaksak sa katawan.
Ang pumasok nila talaga mga liblib.,Ang pinapasok nila talaga mga liblib.
Si Flores ay hinuli sa bisa ng warrant of arrest kaugnay ng paglabag saSection 22 (a) may kinalaman sa Section 22 (d) Section 28 (e) ngRepublic Act 8282 dahil sa umanoy di pagre-remit ng SSS contribution ng kasambahay.,Si Flores ay hinuli sa bisa ng warrant of arrest kaugnay ng paglabag saSection 22 (a) may kinalaman sa Section 22 (d) at Section 28 (e) ngRepublic Act 8282 dahil sa umanoy di pagre-remit ng SSS contribution ng kasambahay.
Mas mas magiging madali na rin sa mga alagad na batas ang pagsasagawa ng surveillance sa mga iniimbestigahang mga kaso ng OSAEC.,Mas magiging madali na rin sa mga alagad na batas ang pagsasagawa ng surveillance sa mga iniimbestigahang mga kaso ng OSAEC.
"Sa kabila ng malakas na pagulan at pagbaha sa ilang lugar sa lungsod, tinupad pa rin ni Moreno ang sinabi niya na umulan man o umaraw ay tuloy lang ang bakunahan, kahit pa weekends o holidays.","Sa kabila ng malakas na pag-ulan at pagbaha sa ilang lugar sa lungsod, tinupad pa rin ni Moreno ang sinabi niya na umulan man o umaraw ay tuloy lang ang bakunahan, kahit pa weekends o holidays."
