Original Sentence,Gold Sentence
Batay sa ulat ng Department of Foreign Affairs sinabi ni Magsino na hanggang noong Setyembre  ay mayroong  OFW sa death row Sa bilang na ito  ang lalaki at ang nalalabi ay babae,Batay sa ulat ng Department of Foreign Affairs sinabi ni Magsino na hanggang noong Setyembre  ay mayroong  OFW sa death row Sa bilang na ito  ang lalaki at ang nalalabi ay babae
“siyempre NAPA-FLATTER po ako,“Siyempre napa-flatter po ako
Mula sa Police applicant kapalit ng pag-aayos ng medical requirements para makapasok sa PNP,Mula sa Police applicant kapalit ng pag-aayos ng medical requirements para makapasok sa PNP
Samantala nag-iwan naman ng mga positibong komento angmga netizen para sa DIGITV guest co-host ng palabas na si Lorraine Galvez na dating kalahok sa Season  ng The Voice Teens sa ilalim ng team ni Sharon Cuneta kasama si Jeremy Glinoga,Samantala nag-iwan naman ng mga positibong komento ang mga netizen para sa DIGITV guest co-host ng palabas na si Lorraine Galvez na dating kalahok sa Season  ng The Voice Teens sa ilalim ng team ni Sharon Cuneta kasama si Jeremy Glinoga
Sa ginawang drug test lumabas na positibo sa paggamit ng shabu ang suspek,Sa ginawang drug test lumabas na positibo sa paggamit ng shabu ang suspek
Affected yung ating quality of education at yung schooling ng mga bata yung social life sila so kailangan ibalik natinsabi ni David,Affected yung ating quality of education at yung schooling ng mga bata yung social life nila so kailangan ibalik natinsabi ni David
Na magsagawa ng state visit upang mas mapalakas ang pagkakaibigan ng ng dalawang bansa,Na magsagawa ng state visit upang mas mapalakas ang pagkakaibigan ng dalawang bansa
Kasi hindi ko alam sa Philippines bakit napakahalaga ang pagiging  sa isang babae para sa atin rito sa showbiz world natin simulang kuwento ni Andrea sa nakaraang virtual mediacon ng Dreamscape Entertainment para sa bago nilang teleserye ang Huwag Kang Mangamba,Kasi hindi ko alam sa Philippines bakit napakahalaga ang pagiging  sa isang babae para sa atin dito sa showbiz world natin simulang kuwento ni Andrea sa nakaraang virtual mediacon ng Dreamscape Entertainment para sa bago nilang teleserye ang Huwag Kang Mangamba
Posible kayang magkamabutihan sina Ivana at Joshua “Hindi pa naman kami ganoong level friends oo Ay Itanong nyo na lang siya Gusto ko kasing makilala muna siya” giit ng sexy actress,Posible kayang magkamabutihan sina Ivana at Joshua “Hindi pa naman kami ganoong level friends oo Ay Itanong nyo na lang siya Gusto ko kasing makilala muna siya” giit ng sexy actress
Thirteen years na ang Its Showtime kung saan sinubaybayan at ipinagmalaki ng mga manonood ang husay at talento ng mga Pilipino Tawag ng Tanghalan,Thirteen years na ang Its Showtime kung saan sinubaybayan at ipinagmalaki ng mga manonood ang husay at talento ng mga Pilipino sa Tawag ng Tanghalan
Cavite Philippines — Hindi na rin naisalba pa ng mga doktor ang buhay ng isang ama na nanghostage sa kanyang buong pamilya dahil sa selos kamakalawa sa Brgy Anabu -D Imus City,Cavite Philippines — Hindi na rin naisalba pa ng mga doktor ang buhay ng isang ama na nanghostage sa kanyang buong pamilya dahil sa selos kamakalawa sa Brgy Anabu -D Imus City
Siya pa nga ang lumalapit sa amin nang makita kami,Siya pa nga ang lumapit sa amin nang makita kami
Sa advisory ng Chevron Philippines babawasan sila ang kanilang pump prices ng mga produktong gasolina ng P,Sa advisory ng Chevron Philippines babawasan nila ang kanilang pump prices ng mga produktong gasolina ng P
Ilabas ang pang­malakasang project Sir Edon Congratulations Napakahusay talaga Makagawa nga rin haha ayon kay Mary Soriano,Ilabas ang pang­malakasang project Sir Edon Congratulations Napakahusay talaga Makagawa nga rin haha ayon kay Mary Soriano
Matatandaang nagbulsa ang Pilipinas ng  ginto  pilak at  tanso sa Hanoi Games para tumapos sa ikaapat na puwesto,Matatandaang nagbulsa ang Pilipinas ng  ginto  pilak at  tanso sa Hanoi Games para tumapos sa ikaapat na puwesto
SA report ni PCol Charlie Cabradilla acting police director ng Bulacan kasalukuyan pang inaalam ang pagkakakilanlan ng napatay na suspect,Sa report ni PCol Charlie Cabradilla acting police director ng Bulacan kasalukuyan pang inaalam ang pagkakakilanlan ng napatay na suspect
Maaari ng maglaro ang World No,Maaari nang maglaro ang World No
Ayon sa imbestigasyon alas- ng hapon ay minamaneho ng biktima ang kanyang scooter patungo sa Bicol Region ng madulas ito sa kahabaan ng kalye,Ayon sa imbestigasyon alas- ng hapon ay minamaneho ng biktima ang kanyang scooter patungo sa Bicol Region nang madulas ito sa kahabaan ng kalye
Inilagay na sa state of calamity ang dalawang probinsya at  lungsodmunisipalidad dahilan para magpatupad roon ng automatic prize freeze sa mga basic necessities,Inilagay na sa state of calamity ang dalawang probinsya at  lungsodmunisipalidad dahilan para magpatupad doon ng automatic prize freeze sa mga basic necessities
Iga-guide ka Niya as long as wala kang tinatapakang tao” dagdag pa nang binata,Iga-guide ka Niya as long as wala kang tinatapakang tao” dagdag pa ng binata
Aminado ang isang suspek na nagsusuplay sila sa mga tulak ng shabu,Aminado ang isang suspek na nagsusuplay sila sa mga tulak ng shabu
Narekober sa kay Cubos angisang kalibre,Narekober sa kay Cubos ang isang kalibre
Dahil dito ay may nag suggest kay Kim na sumunod na lang daw kay Xian sa GMA,Dahil dito ay may nag-suggest kay Kim na sumunod na lang daw kay Xian sa GMA
Matapos magkaroon nang trabaho sunod na hinanapan si Jeff ng maayos na tirahan,Matapos magkaroon ng trabaho sunod na hinanapan si Jeff ng maayos na tirahan
Mamanehuin ni Bagaan ang tricycle sakay si Lacanaria habang si Abdul Sarif sa isang kulay maroon na multicab LNC  at may pitong pasahero,Minamaneho ni Bagaan ang tricycle sakay si Lacanaria habang si Abdul Sarif sa isang kulay maroon na multicab LNC  at may pitong pasahero
Ayon sa kanyang amang si Emerson pinag-aaralan pa sila kung maisisingit ito sa oras o kung makaaapekto ang side-effects nito sa performance ng anak,Ayon sa kanyang amang si Emerson pinag-aaralan pa nila kung maisisingit ito sa oras o kung makaaapekto ang side-effects nito sa performance ng anak
Ito binabalik pa,Ito binabalik pa
Ito ang rason kung bakit nais nating bigyan nila ng sapat na suportang legal para maproteksyunan nila ang kanilang sarili basta nasa tama sila at ginagampanan ang kanilang tungkulin na naaayon sa batas paliwanag ng senador,Ito ang rason kung bakit nais nating bigyan sila ng sapat na suportang legal para maproteksyunan nila ang kanilang sarili basta nasa tama sila at ginagampanan ang kanilang tungkulin na naaayon sa batas paliwanag ng senador
Biro-ninyo kayo magpapatupad ng batas tapos kayo pala di bakunado,Biro ninyo kayo magpapatupad ng batas tapos kayo pala di bakunado
Talagang makikita mo na-ang maraming posters tarpaulin billboards mga polyetos pin calendars na nagkalat na nakalagay pangalan ng iboboto mong kandidato,Talagang makikita mo na ang maraming posters tarpaulin billboards mga polyetos pin calendars na nagkalat na nakalagay pangalan ng iboboto mong kandidato
Humihingi humihingi po ako ng prayers for my mom bumababa ang oxygen niya po sabi ni Angelica,Humihingi po ako ng prayers for my mom bumababa ang oxygen niya po sabi ni Angelica
Kaya bakit pa may announcement ngayon na gagawin sila iyan,Kaya bakit pa may announcement ngayon na gagawin nila iyan
Iguess natataon itong pagbuo nang story nitong Huwag Kang Mangamba sa mundo na huwag tayong matakot,I guess natataon itong pagbuo ng story nitong Huwag Kang Mangamba sa mundo na huwag tayong matakot
Paniwala ni Argie binangungot siya dahil sa dami ng kaniyang nakain at sobrang pagod Madalas daw talaga siyang bangungutin lalo na kung bagod mula sa trabaho bilang isang delivery rider,Paniwala ni Argie binangungot siya dahil sa dami ng kaniyang nakain at sobrang pagod Madalas daw talaga siyang bangungutin lalo na kung bagod mula sa trabaho bilang isang delivery rider
Habang nakatayo sa gilid nang daan dumating ang mga suspek na sakay ng dalawang sasakyan at sapilitang kinuha ang biktima,Habang nakatayo sa gilid ng daan dumating ang mga suspek na sakay ng dalawang sasakyan at sapilitang kinuha ang biktima
Binawian NG buhay habang ginagamot sa Quirino Medical Center ang biktimang si Erwin dela Cruz dahil sa tinamong mga sugat sa ibat ibang bahagi ng katawan habang nilalapatan ng lunas sina Amador Fajardo Jr,Binawian ng buhay habang ginagamot sa Quirino Medical Center ang biktimang si Erwin dela Cruz dahil sa tinamong mga sugat sa ibat ibang bahagi ng katawan habang nilalapatan ng lunas sina Amador Fajardo Jr
Sinabi ng Presidente na malimit sa Davao City ang senadora para bisitahin si Mayor Sara Duterte sa pag-asang katatakbo sa pagka-pangulo ang alkalde at siya ang magiging bise presidente,Sinabi ng Presidente na malimit sa Davao City ang senadora para bisitahin si Mayor Sara Duterte sa pag-asang tatakbo sa pagka-pangulo ang alkalde at siya ang magiging bise presidente
Ilang mga sikat na artista rin kasi ang nagkuwentong papunta nila kagabi,Ilang mga sikat na artista rin kasi ang nagkuwentong papunta sila kagabi
Samantala very proud si Javi sa mga papuri sa girlfriend niya para sa teleserye ng ABS-CBN ang The Broken Marriage Vow pero ayaw raw ni Sue na manood siya para hindi na lang daw siya mag react sa mga eksena nito,Samantala very proud si Javi sa mga papuri sa girlfriend niya para sa teleserye ng ABS-CBN ang The Broken Marriage Vow pero ayaw raw ni Sue na manood siya para hindi na lang daw siya mag-react sa mga eksena nito
E ngayon mas yumaman pa siya nang bonggang-bongga,E ngayon mas yumaman pa siya nang bonggang-bongga
Naniniwala si Tansingco na sa ginawa ng DSWD mas episyente ang serbisyo sa mga maralita kung kung saan matuturuan din aniya ang milyon-milyong miyembro ng Ps na mag-impok para sa kanilang kinabukasan,Naniniwala si Tansingco na sa ginawa ng DSWD mas episyente ang serbisyo sa mga maralita kung saan matuturuan din aniya ang milyon-milyong miyembro ng Ps na mag-impok para sa kanilang kinabukasan
 umaabot sa  ang bilang ng mga gumaling sa COVID- samantalang  lamang ang napalistang bagong virus carriers isang indikasyon na naglalaho na ang mas nakakahawang Omicron variant, umabot sa  ang bilang ng mga gumaling sa COVID- samantalang  lamang ang napalistang bagong virus carriers isang indikasyon na naglalaho na ang mas nakakahawang Omicron variant
Muling inihain ng progresibong Makabayan bloc sa Kamara ang panukalang paggawad ng legislative franchise para sa broadcast giant na ABS-CBN — ito matapos ma wala ang Kapamilya Network sa free TV noon pang ,Muling inihain ng progresibong Makabayan bloc sa Kamara ang panukalang paggawad ng legislative franchise para sa broadcast giant na ABS-CBN — ito matapos mawala ang Kapamilya Network sa free TV noon pang 
Hindi natin alam kung saan manggagaling sabi ni Romualdez,Hindi natin alam kung saan manggagaling sabi ni Romualdez
Ika- lang ng Nobyembre ng makapag-post pa sa Instagram si AJ ng litrato katabi ang isang Christmas tree,Ika- lang ng Nobyembre nang makapag-post pa sa Instagram si AJ ng litrato katabi ang isang Christmas tree
Sinabi raw ng aktor na hayaan lang ang mga fans at siya pa nga mismo ang kinuha ng cellphone para makipag-selfie sa mga supporters,Sinabi raw ng aktor na hayaan lang ang mga fans at siya pa nga mismo ang kumuha ng cellphone para makipag-selfie sa mga supporters
Tuluyan nang nag-concede sa  presidential race ang lider manggagawang si Ka Leody de Guzman matapos makakuha ng mababang bilang ng boto — pero dapat daw ipaliwanag ng Commission on Elections Comelec ang ilang kapansin pansing pattern sa partial and unofficial tally,Tuluyan nang nag-concede sa  presidential race ang lider manggagawang si Ka Leody de Guzman matapos makakuha ng mababang bilang ng boto — pero dapat daw ipaliwanag ng Commission on Elections Comelec ang ilang kapansin-pansing pattern sa partial and unofficial tally
Pinapaalam lang niya sa akin kung nagkikita o mag-uusap sila,Pinapaalam lang niya sa akin kung magkikita o mag-uusap sila
Pagdating sa pagibig hindi rin daw puwede na bigay lang nang bigay si Vilma sa relasyon,Pagdating sa pag-ibig hindi rin daw puwede na bigay lang nang bigay si Vilma sa relasyon
Tiniyak din ni Mamba na walang insidente ng vote-buying at nangakong ibibigay ang pinakamahusay na serbisyo sa lahat ng Cagayano,Tiniyak din ni Mamba na walang insidente ng vote-buying at nangakong ibibigay ang pinakamahusay na serbisyo sa lahat ng Cagayano
Pinapakilala naman ng Babaeng Ahas ang sarili bilang Valentina sa niligtas niyang biktima ng dalawang magnanakaw,Pinakilala naman ng Babaeng Ahas ang sarili bilang Valentina sa niligtas niyang biktima ng dalawang magnanakaw
Habang naglalakad si Rose nakita siya ng lalaking kaibigan ng kaniyang amo at tinawagan ang employer AT sinundo siya,Habang naglalakad si Rose nakita siya ng lalaking kaibigan ng kaniyang amo at tinawagan ang employer at sinundo siya
Kung maaari isarado po ang mga pinto at tska bintana diyaan sa inyong bahay para hindi pumasok pong mga hangin na dala-dala ang mga emission nitong sulfur dioxide patuloy ni Vergeire kanina,Kung maaari isarado po ang mga pinto at tska bintana diyaan sa inyong bahay para hindi pumasok ito pong mga hangin na dala-dala ang mga emission nitong sulfur dioxide patuloy ni Vergeire kanina
Isa rin ang Nathan Studios mga producer ng naturang serye,Isa rin ang Nathan Studios sa mga producer ng naturang serye
Una ng inihayag ng PCSO na  na mananaya na ang naging milyonaryo sa pagtama ng jackpot sa lotto mula Enero   hanggang Marso  ,Una nang inihayag ng PCSO na  na mananaya na ang naging milyonaryo sa pagtama ng jackpot sa lotto mula Enero   hanggang Marso  
Pero iba-iba na ang reaksyon ng netizens dahil nagtweet pa itong si Kim ng Eto namang si FashionPulis ginawan pako ng issue,Pero iba-iba na ang reaksyon ng netizens dahil nag-tweet pa itong si Kim ng Eto namang si FashionPulis ginawan pako ng issue
Sa edad na  anyos naging instant breadwinner nang pamilya si Krizzia,Sa edad na  anyos naging instant breadwinner ng pamilya si Krizzia
Alam naman aniya ng MMC na hindi pa sapat ang mga paghihigpit at quarantine status para labanan ang virus kaya nagsasagawa uli nila ng pulong kagabi upang talakayin ang ibang kinakailangang hakbang upang mas mapigilan ang pagkalat ng Delta variant at mapagtagumpayan ang pagnanais na malabanan ang virus sa loob ng dalawang linggong ECQ period,Alam naman aniya ng MMC na hindi pa sapat ang mga paghihigpit at quarantine status para labanan ang virus kaya nagsasagawa uli sila ng pulong kagabi upang talakayin ang ibang kinakailangang hakbang upang mas mapigilan ang pagkalat ng Delta variant at mapagtagumpayan ang pagnanais na malabanan ang virus sa loob ng dalawang linggong ECQ period
Madalas siyang makakakita ngayon may kasamang gays sa isang casino at tinuturuan daw ng mga kasama na magsugal,Madalas siyang nakikita ngayon may kasamang gays sa isang casino at tinuturuan daw ng mga kasama na magsugal
Pero imposible raw itong mangyari dahil bukod sa magkalayo sila ng kaniyang mister naging naging tapat din siya sa asawa habang nasa abroad siya,Pero imposible raw itong mangyari dahil bukod sa magkalayo sila ng kaniyang mister naging tapat din siya sa asawa habang nasa abroad siya
Meaning talagang marami ang NAI-EXCITE sa Family Feud,Meaning talagang marami ang nai-excite sa Family Feud
Cavite Philippines — Ginapos at binusalan ang bibig ng isang Negosyanteng babae naChinese National atmay ari ng isang Grocery ng kaniya mismong security guard at isa pang kasabwat bago nilimas ang mga pera at iba pang mahahalagang bagay sa loob ng grocery store kamakalawa saCovelandia Road Brgy,Cavite Philippines — Ginapos at binusalan ang bibig ng isang Negosyanteng babae naChinese National atmay-ari ng isang Grocery ng kaniya mismong security guard at isa pang kasabwat bago nilimas ang mga pera at iba pang mahahalagang bagay sa loob ng grocery store kamakalawa saCovelandia Road Brgy
Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent bale anak ng pamilya ni Maureen Hultman,Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent na bale anak ng pamilya ni Maureen Hultman
Sa kanya kaya mapapasa ang korona na hawak ngayon ni Miss Universe  Harnaaz Sandhu ng India,Sa kanya kaya mapapasa ang korona na hawak ngayon ni Miss Universe  Harnaaz Sandhu ng India
Left and right Yung iba nga titulo ng bahay ang dala eh natatawa pa nitong sabi,Left and right Yung iba nga titulo ng bahay ang dala eh natatawa pa nitong sabi
Priceless ang reaksyon ni Glaiza matapos magpicture sa kaniyang standee,Priceless ang reaksyon ni Glaiza matapos mag-picture sa kaniyang standee
Idiniin ng Department of the Interior and Local Government DILG na bawal gumamit ng baril ang mga baranggay tanod at iba pang mga police auxiliary units sa paggampan sa kanilang mga tungkulin gaya ng pagpapatrolya habang enhanced community quarantine,Idiniin ng Department of the Interior and Local Government DILG na bawal gumamit ng baril ang mga baranggay tanod at iba pang mga police auxiliary units sa paggampan sa kanilang mga tungkulin gaya ng pagpapatrolya habang enhanced community quarantine
Bukod raw kasi sa na-scam si Tom ng kaibigan niyang ito nagsumbong din diumano ito kay Carla,Bukod daw kasi sa na-scam si Tom ng kaibigan niyang ito nagsumbong din diumano ito kay Carla
Nag alok ng P milyong pabuya si Sen,Nag-alok ng P milyong pabuya si Sen
Thankful din si Kelvin kay Direk Adolf dahil tinulungan daw talaga nila nito sa mga eksena para mas lalo pang mapaganda,Thankful din si Kelvin kay Direk Adolf dahil tinulungan daw talaga sila nito sa mga eksena para mas lalo pang mapaganda
Tanong ulit ng aktres kung ano ang masasabi nito kina PC at YS “Ay ‘yung pinaka-latest na pinost ko Actually nu’ng pinost ko medyo nag-trending din kahit paano” saad ng dalaga,Tanong ulit ng aktres kung ano ang masasabi nito kina PC at YS “Ay ‘yung pinaka-latest na pinost ko Actually nu’ng pinost ko medyo nag-trending din kahit paano” saad ng dalaga
