Original Sentence,Gold Sentence
Kikilalanin ang isang nasagip na si Benjamin Abdulla.,Kinilala ang isang nasagip na si Benjamin Abdulla.
"Aminado naman si Rojero, mabilis ang kaniyang takbo dahil may isusugod umano siyang kambal na sanggol sa ospital.","Aminado naman si Rojero, na mabilis ang kaniyang takbo dahil may isusugod umano siyang kambal na sanggol sa ospital."
Buti na lang kinukuwestiyon niya ako pag binibili ako ng mga kung anu-ano.,Buti na lang kinukuwestiyon niya ako pag bumibili ako ng mga kung anu-ano.
"Dahil sa pangamba na baka may baril ang lalaking kasama ng kaniyang misis, tatawagan si mister ng mga pulis.","Dahil sa pangamba na baka may baril ang lalaking kasama ng kaniyang misis, tumawag si mister ng mga pulis."
"Kuwento naman ni Danica, may usapan rin sila noon ni Marc na bawal ang magbanta na aalis sila sa relasyon kapag dumating ang mga problema.","Kuwento naman ni Danica, may usapan din sila noon ni Marc na bawal ang magbanta na aalis sila sa relasyon kapag dumating ang mga problema."
Kahapon ay nagsagawa ang NDRRMC emergency operations center ng briefing kung nagbabala ang PAGASA na posibleng maging kasing bagsik si �??Karding�?? nina �??Ondoy�?? noong Setyembre 2009 at �??Ulysses�?� noong Nobyembre 2020.,Kahapon ay nagsagawa ang NDRRMC emergency operations center ng briefing kung saan nagbabala ang PAGASA na posibleng maging kasing bagsik si �??Karding�?? nina �??Ondoy�?? noong Setyembre 2009 at �??Ulysses�?� noong Nobyembre 2020.
"Sinabihan siya na pangit daw ang damit, tapos mura-raw ang mga damit, tapos masyadong pangit daw.","Sinabihan siya na pangit daw ang damit, tapos mura raw ang mga damit, tapos masyadong pangit daw."
Tiyak rin umanong makakatulong ang limang ambulansya para agad na makatugon sa emergency needs ng mga taga-Mandaluyong na isang testamento ng commitment ng kongresista sa public service ngayong nasa gitna ng pandemya ang bansa.,Tiyak din umanong makakatulong ang limang ambulansya para agad na makatugon sa emergency needs ng mga taga-Mandaluyong na isang testamento ng commitment ng kongresista sa public service ngayong nasa gitna ng pandemya ang bansa.
"Kuwento ni Nanay Mercedes, panggastos lang sa kanilang bahay ang ibinigay sa kaniya ni Manuel, at itinatabi ng mister kung may sobrang pera para iba pang gastusin tulad ng pagpapagawa ng bangka.","Kuwento ni Nanay Mercedes, panggastos lang sa kanilang bahay ang ibinibigay sa kaniya ni Manuel, at itinatabi ng mister kung may sobrang pera para iba pang gastusin tulad ng pagpapagawa ng bangka."
Sa city regulation ng New York City ay kaila-ngang bakunado ang taong pinapasok sa mga public indoor venues na nangangahulugan na hindi makakalaro si Irving sa mga home games ng Nets.,Sa city regulation ng New York City ay kaila-ngang bakunado ang taong papasok sa mga public indoor venues na nangangahulugan na hindi makakalaro si Irving sa mga home games ng Nets.
"Para para maiwasan ang permanent SIM deactivation, i-register ang iyong SIM sa pamamagitan ng.","Para maiwasan ang permanent SIM deactivation, i-register ang iyong SIM sa pamamagitan ng."
"Nabatid sa monitoring ng DA nitong Martes, ang pulang sibuyas ay ibinebenta sa halagang P300 kada kilo sa ilang wet market sa Metro Manila.","Nabatid sa monitoring ng DA nitong Martes, ang mga pulang sibuyas ay ibinebenta sa halagang P300 kada kilo sa ilang wet market sa Metro Manila."
"Tiniyak rin ni Galvez sa publiko na ginagawa ng pamahalaan ang lahat para matugunan ang patuloy na pagtaas ng mga kaso ng COVID-19 sa bansa sa pamamagitan ng mas pinagbuting sistema sa testing, contact tracing, treatment at isolation capacity.","Tiniyak din ni Galvez sa publiko na ginagawa ng pamahalaan ang lahat para matugunan ang patuloy na pagtaas ng mga kaso ng COVID-19 sa bansa sa pamamagitan ng mas pinagbuting sistema sa testing, contact tracing, treatment at isolation capacity."
"Nagsimula na si Kuya Kim na mag-taping ng bagong episodes kasama ang kaniyang mga Mars, at excited na din siyang mapanood ng mga Kapuso ang mga inihanda nila sa bagong studio ng programa.","Nagsimula na si Kuya Kim na mag-taping ng bagong episodes kasama ang kaniyang mga Mars, at excited na rin siyang mapanood ng mga Kapuso ang mga inihanda nila sa bagong studio ng programa."
Si Ruffa ang pinaka vocal sa judges at nainis siya sa babaeng iyon.,Si Ruffa ang pinaka-vocal sa judges at nainis siya sa babaeng iyon.
Hindi naman na po-makakapagtrabaho si mommy kasi cancer survivor po kasi siya.,Hindi naman na po makakapagtrabaho si mommy kasi cancer survivor po kasi siya.
"Sa parehong survey, 61% ang dalo sa in-person gatherings kasama ang kanilang mga pamilya at kaibigan habang 38% ay hindi.","Sa parehong survey, 61% ang dadalo sa in-person gatherings kasama ang kanilang mga pamilya at kaibigan habang 38% ay hindi."
Din na tumawag ang sender sa pinakamalapit na branch at mag-request ng libreng pick-up ng dokumento.,Rin na tumawag ang sender sa pinakamalapit na branch at mag-request ng libreng pick-up ng dokumento.
Naway sa pamamagitan ng ating Pagbasa ay tuluyang mamulat ang kanilang isipan na ang mga taong ginawa ng kabutihan ay sa Langit mapupunta.,Naway sa pamamagitan ng ating Pagbasa ay tuluyang mamulat ang kanilang isipan na ang mga taong gumagawa ng kabutihan ay sa Langit mapupunta.
Maniniwala ang kongresista na higit na mas protektado kung gawing bahay-bahay ang pagpapabakuna hindi lamang sa mga senior kundi pati sa mga kasama nito sa bahay.,Naniniwala ang kongresista na higit na mas protektado kung gawing bahay-bahay ang pagpapabakuna hindi lamang sa mga senior kundi pati sa mga kasama nito sa bahay.
"Minsan ko na siyang katatanong kung sa tingin niya ay bagay sina Derek at Ellen, positive naman ang sinabi niya.","Minsan ko na siyang tinanong kung sa tingin niya ay bagay sina Derek at Ellen, positive naman ang sinabi niya."
May mga gumagawa rin siguro nung sabi ni Bimby na sinusuot ng mommy Kris Aquino aniya ng mga jewelry nito sa pagtulog.,May mga gumagawa rin siguro nung sinasabi ni Bimby na sinusuot ng mommy Kris Aquino aniya ng mga jewelry nito sa pagtulog.
Pawang mga gasgas lamang ang tinamo tinamo ng mag-asawang Jose at Yobel Bayot sa kabila ng nasa 50 metrong lalim ng bangin na kanilang pinagkahulugan bandang alas-3:30 ng hapon.,Pawang mga gasgas lamang ang tinamo ng mag-asawang Jose at Yobel Bayot sa kabila ng nasa 50 metrong lalim ng bangin na kanilang pinagkahulugan bandang alas-3:30 ng hapon.
"Hirit ni nay Cristy, Yun ang ibinubutas na kapag nagbasabumasa namin ang mga komento mo (Alex) tungkol sa Diyos pero ano ang ginagawa mo sa vlog mo, taliwas, di ba?","Hirit ni nay Cristy, Yun ang ibinubutas na kapag binabasa namin ang mga komento mo (Alex) tungkol sa Diyos pero ano ang ginagawa mo sa vlog mo, taliwas, di ba?"
"Ang panalo rito ay ang bawat Pilipino, na hindi kakakailangan gumastos pa nang paulit-ulit para sa mga certificates dahil ang mga hawak at nabayaran na nila ay di na mawawalan ng bisa, sabi ni Revilla.","Ang panalo rito ay ang bawat Pilipino, na hindi kailangan gumastos pa nang paulit-ulit para sa mga certificates dahil ang mga hawak at nabayaran na nila ay di na mawawalan ng bisa, sabi ni Revilla."
"Kung sila ay binabalikan at naghahanap ng bagong trabaho eh tutulungan natin sila training yung tinatawag na reskilling and upskilling dahil ito �??yung ibang trabaho na lumalabas na highly technical kaya�??t ite-training natin ang ating mga OFW para kaya nila makipagkompetensya sa labor market sa buong mundo, giit pa ni Marcos.","Kung sila ay babalik at naghahanap ng bagong trabaho eh tutulungan natin sila training yung tinatawag na reskilling and upskilling dahil ito �??yung ibang trabaho na lumalabas na highly technical kaya�??t ite-training natin ang ating mga OFW para kaya nila makipagkompetensya sa labor market sa buong mundo, giit pa ni Marcos."
Ito ay upang mabigyan ang sinundan na administrasyon ng datos at impormasyon para naman sa pagpapatupad ng sarili nilang programa at mga polisiya.,Ito ay upang mabigyan ang susunod na administrasyon ng datos at impormasyon para naman sa pagpapatupad ng sarili nilang programa at mga polisiya.
"Ang laki rin ng hirap ni Shayne, pati ang kanyang lola na talagang sumasama at nag aalaga sa kanya nung sumasali pa lang siya sa StarStruck.","Ang laki rin ng hirap ni Shayne, pati ang kanyang lola na talagang sumasama at nag-aalaga sa kanya nung sumasali pa lang siya sa StarStruck."
"Pero sa mga pinili nila, parehong naging maligaya sila Ara Mina at Angel Locsin, dahil iyon na ang standard na pumipili nila.","Pero sa mga pinili nila, parehong naging maligaya sila Ara Mina at Angel Locsin, dahil iyon na ang standard na pinili nila."
Maingat rin ang naging ending nito para sa talakayan at personal na interpretasyon.,Maingat din ang naging ending nito para sa talakayan at personal na interpretasyon.
"Punta sila nang punta sa mga party, isinama ng girl ang boyfriend niya sa kahit anong piging lang!","Punta sila nang punta sa mga party, isinasama ng girl ang boyfriend niya sa kahit anong piging lang!"
"At higit sa lahat, sila ang kauna unahang movie outfit na ibinalik ang face to face prescon ngayong pandemic pero siyempre sumusunod sila sa health protocols dahil lahat ng media na dadalo ay dadaan sa swab test.","At higit sa lahat, sila ang kauna-unahang movie outfit na ibinalik ang face to face prescon ngayong pandemic pero siyempre sumusunod sila sa health protocols dahil lahat ng media na dadalo ay dadaan sa swab test."
"Sa ulat ni Darlene Cay sa GMA News ""Unang Balita"" nitong Martes, nakikipag-kilala ang biktima na si Geraldo Apostol, chairman ng Baragay 143.","Sa ulat ni Darlene Cay sa GMA News ""Unang Balita"" nitong Martes, kinilala ang biktima na si Geraldo Apostol, chairman ng Baragay 143."
"Tuloy lang tayo sa paghahatid ng isang libot isang tuwa at pag asa, saan man ako makarating, anang senador.","Tuloy lang tayo sa paghahatid ng isang libot isang tuwa at pag-asa, saan man ako makarating, anang senador."
Si Villamor naman ay nagpatay sa loob ng NBP.,Si Villamor naman ay pinatay sa loob ng NBP.
"Sa imbestigasyon, sinabi ng pinsan ng biktima na si Justine Menesis na nakita pa niya ang biktima habang kalalaro nito ang caliber 45 pistol, �??Armscor,�?� sa kanyang bahay bandang alas-7:30 ng gabi noong Huwebes.","Sa imbestigasyon, sinabi ng pinsan ng biktima na si Justine Menesis na nakita pa niya ang biktima habang nilalaro nito ang caliber 45 pistol, �??Armscor,�?� sa kanyang bahay bandang alas-7:30 ng gabi noong Huwebes."
"Anyway, yan marami pang new year chika ang pinag-usapan sa TIPMMG na episode 127 na kahapon.","Anyway, yan at marami pang new year chika ang pinag-usapan sa TIPMMG na episode 127 na kahapon."
Epektibo ngayong Martes ang rollback sa presyo nang produktong petrolyo ng mga kumpanya ng langis.,Epektibo ngayong Martes ang rollback sa presyo ng produktong petrolyo ng mga kumpanya ng langis.
"Nakakita sa isang video ang pagtumba ni Buagas sa sidewalk, subalit walang bumaba mula sa sasakyan at agad na umalis.","Makikita sa isang video ang pagtumba ni Buagas sa sidewalk, subalit walang bumaba mula sa sasakyan at agad na umalis."
"Ayon kay Rhian, kunwaring napa-isip siya ng makita niya sa studio ng ""TBATS"" si John Vic dahil tila pamilyar ito sa kaniya.","Ayon kay Rhian, kunwaring napa-isip siya nang makita niya sa studio ng ""TBATS"" si John Vic dahil tila pamilyar ito sa kaniya."
"Pitong Linggo ng nangunguna ang Davao City sa may pinakamataas na COVID cases sa bansa simula Hunyo, ayon sa datos ng Department of Health.","Pitong Linggo nang nangunguna ang Davao City sa may pinakamataas na COVID cases sa bansa simula Hunyo, ayon sa datos ng Department of Health."
"Sa pagdiriwang ngayon ng ika-37 anibersaryo ng Pilipino Star NGAYON, kasabay nito ang pagsaludo sa ating mga kababaihan na binibigyan rin ng pagpupugay bilang pagbubunhi ng Girls and Womens Empowerment na ang theme ngayong taon ay We Make Change Work for WOMEN ngayong buwan ng Marso.","Sa pagdiriwang ngayon ng ika-37 anibersaryo ng Pilipino Star NGAYON, kasabay nito ang pagsaludo sa ating mga kababaihan na binibigyan din ng pagpupugay bilang pagbubunhi ng Girls and Womens Empowerment na ang theme ngayong taon ay We Make Change Work for WOMEN ngayong buwan ng Marso."
"Dahil anila sa delay ng pagkakaloob ng ayuda, tumaas na ang presyo ng input mga sakahan na ugat ng pagtataas sa presyo ng bigas.","Dahil anila sa delay ng pagkakaloob ng ayuda, tumaas na ang presyo ng input sa mga sakahan na ugat ng pagtataas sa presyo ng bigas."
"Umasa si PBA commissioner Willie Marcial na sa oras na bumaba ang kaso ng coronavirus disease (COVID-19) sa NCR plus bubble, ay ibababa rin sa mas magaan na community quarantine ang rehiyon.","Umaasa si PBA commissioner Willie Marcial na sa oras na bumaba ang kaso ng coronavirus disease (COVID-19) sa NCR plus bubble, ay ibababa rin sa mas magaan na community quarantine ang rehiyon."
"Sa kabila ng pagiging �??highly urbanized�?� ng mga bayan sa lalawigan, sinabi ni Eleazar na dahil sa katabi lang ng Metro Manila, ito ay nagiging taguan ng mga taong may pagkakasala sa batas kaya kailangan pang palakasin ang seguridad dito sa pamamagitan ng kaniyang �??legislative agenda�?� na nagsusulong sa epektibong �??law enforcement�?� sa pamamagitan ng mas propesyunal at magagaling na mga tauhan sa pagbibigay ng �??state-of-the-art�?� na teknolohiya at kagamitan.","Sa kabila ng pagiging �??highly-urbanized�?� ng mga bayan sa lalawigan, sinabi ni Eleazar na dahil sa katabi lang ng Metro Manila, ito ay nagiging taguan ng mga taong may pagkakasala sa batas kaya kailangan pang palakasin ang seguridad dito sa pamamagitan ng kaniyang �??legislative agenda�?� na nagsusulong sa epektibong �??law enforcement�?� sa pamamagitan ng mas propesyunal at magagaling na mga tauhan sa pagbibigay ng �??state-of-the-art�?� na teknolohiya at kagamitan."
"Manghihingi umano ang mga suspek ng paunang bayad na P50,000 mula sa kabuuang halaga na P120,000.00.","Nanghihingi umano ang mga suspek ng paunang bayad na P50,000 mula sa kabuuang halaga na P120,000.00."
"11165, na kilala rin bilang ""Telecommuting Act,"" maaaring mag-alok ang employer ng pribadong sektor ng telecommuting program sa mga empleyado nito sa boluntar yong batayan, na napapailalim sa napagkasunduang mga tuntunin at kundisyon.","11165, na kilala rin bilang ""Telecommuting Act,"" maaaring mag-alok ang employer ng pribadong sektor ng telecommuting program sa mga empleyado nito sa boluntaryong batayan, na napapailalim sa napagkasunduang mga tuntunin at kundisyon."
"Sa kasagsagan ng pagtatalo, kukunin ng maliit na bote ang suspek na may laman umanong gas at ibinuhos ito sa biktima at saka ito sinilaban, na nagresulta sa pagkamatay nilang dalawa at pagkasugat ng apat na iba pa.","Sa kasagsagan ng pagtatalo, kumuha ng maliit na bote ang suspek na may laman umanong gas at ibinuhos ito sa biktima at saka ito sinilaban, na nagresulta sa pagkamatay nilang dalawa at pagkasugat ng apat na iba pa."
Sa kanya nanggaling ang suggestions kung sino bagay sa ganitong character.,Sa kanya nanggagaling ang suggestions kung sino bagay sa ganitong character.
"Ang SCO ay dahil sa hindi pa din umano nagkakabit ng angkop na teknolohiya, software o program ang mga ISPs para maharang ang mga porn websites makaraan mismong si Pangulong Rodrigo Duterte na ang mag-utos sa NTC na patawan ng parusa ang mga ISPs.","Ang SCO ay dahil sa hindi pa rin umano nagkakabit ng angkop na teknolohiya, software o program ang mga ISPs para maharang ang mga porn websites makaraan mismong si Pangulong Rodrigo Duterte na ang mag-utos sa NTC na patawan ng parusa ang mga ISPs."
Sabi ni Estrada na binigyan ang dalawang estudyante ng karampatang atensyong medikal.,Sinabi ni Estrada na binigyan ang dalawang estudyante ng karampatang atensyong medikal.
Nagpatupad din ang Clean Fuel ng P1 rollback sa litro ng kanilang auto LPG.,Nagpatupad din ang Clean Fuel ng P1 rollback sa kada litro ng kanilang auto LPG.
"Sa salaysalay ni Emily Hismana, kapatid ng biktima, narinig niyang nagaaway ang dalawa kaya nagpasya siyang pasukin ito sa kanilang kuwarto para umawat.","Sa salaysalay ni Emily Hismana, kapatid ng biktima, narinig niyang nag-aaway ang dalawa kaya nagpasya siyang pasukin ito sa kanilang kuwarto para umawat."
"Ayon kay Police Major Jonah Morana Galicha, hepe ng Dingle municipal police station, modus ng grupo na may isang binibili ng mga produkto sa halagang P500, habang ang ibang kasamahan ay magpupuslit ng ninakaw na produkto.","Ayon kay Police Major Jonah Morana Galicha, hepe ng Dingle municipal police station, modus ng grupo na may isang bibili ng mga produkto sa halagang P500, habang ang ibang kasamahan ay magpupuslit ng ninakaw na produkto."
"Sa ulat ni Lou-Anne Mae Rondina nang GMA Regional TV News nitong Miyerkules, sinabing naisipan ng magkasintahan na sina Neftaly Mangubat at Michael Vincent Cortez na gawin ang kanilang kakaibang prenup shoot sa isang libingan sa bayan ng Lobo.","Sa ulat ni Lou-Anne Mae Rondina ng GMA Regional TV News nitong Miyerkules, sinabing naisipan ng magkasintahan na sina Neftaly Mangubat at Michael Vincent Cortez na gawin ang kanilang kakaibang prenup shoot sa isang libingan sa bayan ng Lobo."
"Sa mga nangangailangan ng tulong para sa kanilang mental health, puwede kayong kahihingi ng tulong sa National Center for Mental Health ng DOH.","Sa mga nangangailangan ng tulong para sa kanilang mental health, puwede kayong humingi ng tulong sa National Center for Mental Health ng DOH."
"Siguro kahit nakakainis na 'yung ginawa ko, hindi niya ako papaluin kasi sobrang mabait 'yung nanay ko.","Siguro kahit nakakainis na 'yung ginagawa ko, hindi niya ako papaluin kasi sobrang mabait 'yung nanay ko."
"Aliaga, Nueva Ecija, Philippines �?? Kalaboso ang 35-anyos na kalalaki na �??most wanted person�?� sa kasong panggagahasa sa bayang ito makaraang mahuli ng pinagsanib na puwersa ng pulisya sa ikinasang operasyon sa bayang ito.","Aliaga, Nueva Ecija, Philippines �?? Kalaboso ang 35-anyos na lalaki na �??most wanted person�?� sa kasong panggagahasa sa bayang ito makaraang mahuli ng pinagsanib na puwersa ng pulisya sa ikinasang operasyon sa bayang ito."
"Hindi mo rin alam ang istorya ng mga bata, baka nahihiya lang, o baka nag-aalangan, o baka walang magulang, o humihindi maganda ang ano sa pamilya minsan, intindihin mo rin.","Hindi mo rin alam ang istorya ng mga bata, baka nahihiya lang, o baka nag-aalangan, o baka walang magulang, o hindi maganda ang ano sa pamilya minsan, intindihin mo rin."
"Sa ilalim ng election laws, dapat din muna umanong magbakasyon o magleave sa kanilang mga programa ang mga kumakandidato para hindi nila ito magamit para sa pansariling interes.","Sa ilalim ng election laws, dapat din muna umanong magbakasyon o mag-leave sa kanilang mga programa ang mga kumakandidato para hindi nila ito magamit para sa pansariling interes."
Hin di na raw nakapalag si Lipar nang arestuhin ni Yorpo.,Hindi na raw nakapalag si Lipar nang arestuhin ni Yorpo.
"Tuwang-tuwa siya na na kita niya, nakilala niya 'yung lapis na 'yon, ako 'yung nagtuturo no'n biro pa ni Mang Tani, na tumagal sa PAGASA.","Tuwang-tuwa siya na nakita niya, nakilala niya 'yung lapis na 'yon, ako 'yung nagtuturo no'n biro pa ni Mang Tani, na tumagal sa PAGASA."
Dahil sa walang umiilaw sa lugarat mabilis ang takbo ay hindi nila napansin ang isang four wheeler vehicle na nakaparada sa gilid ng kalye at tuluyan nila itong sinalpok.,Dahil sa walang ilaw sa lugarat mabilis ang takbo ay hindi nila napansin ang isang four wheeler vehicle na nakaparada sa gilid ng kalye at tuluyan nila itong sinalpok.
"Natanong rin si Remulla hinggil sa sinabi ni Escorial sa supplemental affidavit nito na may isang ""Bantag"" ang nag-utos sa pagpatay kay Lapid, base na rin sa sinabi ni Pala?�a.","Natanong din si Remulla hinggil sa sinabi ni Escorial sa supplemental affidavit nito na may isang ""Bantag"" ang nag-utos sa pagpatay kay Lapid, base na rin sa sinabi ni Pala?�a."
Aalamin ng mga pulis kung may kinalaman ang krimen sa dinatnan na aleksiyon.,Aalamin ng mga pulis kung may kinalaman ang krimen sa darating na aleksiyon.
Napag-alaman na tatlong-taong-gulang pa lang Kiray ng una siyang lumabas sa telebisyon.,Napag-alaman na tatlong-taong-gulang pa lang Kiray nang una siyang lumabas sa telebisyon.
"Gayundin, ang positivity rate o bilang ng mga tao na naauri sa positive ay tu maas sa 9%.","Gayundin, ang positivity rate o bilang ng mga tao na naauri sa positive ay tumaas sa 9%."
May pagkakataong naging number 1 rin si Coco Martin.,May pagkakataong naging number 1 din si Coco Martin.
Putol ang tubig at kuryente ng unit ng iwanan yun ni Ness.,Putol ang tubig at kuryente ng unit nang iwanan yun ni Ness.
Hindi naman po siguro aabutin ng 365 days or 366 days.,Hindi naman po siguro umabot ng 365 days or 366 days.
Pero kung ano man ang magagawa ko para takpan ang pagkukulang na iyon ay gumagawa ko.,Pero kung ano man ang magagawa ko para takpan ang pagkukulang na iyon ay ginagawa ko.
