Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram
600061,CC.* NN.* CC.* NN.*_CC.* NN.* PM.*,3.0,,,,CC.* NN.* CC.* NN.*_CC.* NN.* PM.*
600062,CC.* CC.* VB.* PR.* DT.* NN.*,2.0,,,,CC.* CC.* VB.* PR.* DT.* NN.*
600063,CC.* VB.* PR.* DT.* NN.* CC.*,16.0,,,,CC.* VB.* PR.* DT.* NN.* CC.*
600064,PR.* CC.* VB.* CC.* NN.* PM.*,4.0,,,,PR.* CC.* VB.* CC.* NN.* PM.*
600065,CC.* VB.* CC.* NN.* PM.* RB.*,10.0,,,,CC.* VB.* CC.* NN.* PM.* RB.*
600066,VB.* CC.* NN.* PM.* RB.* PR.*,3.0,,,,VB.* CC.* NN.* PM.* RB.* PR.*
600067,CC.* PR.* PM.* VB.* RB.* DT.*,2.0,,,,CC.* PR.* PM.* VB.* RB.* DT.*
600068,PR.* PM.* VB.* RB.* DT.* NN.*,2.0,,,,PR.* PM.* VB.* RB.* DT.* NN.*
600069,PM.* VB.* RB.* DT.* NN.* CC.*,11.0,,,,PM.* VB.* RB.* DT.* NN.* CC.*
600070,CC.* PR.* LM VB.*_CC.* VB.* DT.*,2.0,,,,CC.* PR.* LM VB.*_CC.* VB.* DT.*
600071,PR.* LM VB.*_CC.* VB.* DT.* PR.*_CC.*,2.0,,,,PR.* LM VB.*_CC.* VB.* DT.* PR.*_CC.*
600072,VB.* DT.* PR.*_CC.* NN.*_CC.* NN.* CC.*,3.0,,,,VB.* DT.* PR.*_CC.* NN.*_CC.* NN.* CC.*
600073,VB.* PR.*_CC.* VB.* CC.* DT.* PR.*_CC.*,2.0,,,,VB.* PR.*_CC.* VB.* CC.* DT.* PR.*_CC.*
600074,PR.*_CC.* VB.* CC.* DT.* PR.*_CC.* NN.*,3.0,,,,PR.*_CC.* VB.* CC.* DT.* PR.*_CC.* NN.*
600075,VB.* CC.* DT.* PR.*_CC.* NN.* LM,13.0,,,,VB.* CC.* DT.* PR.*_CC.* NN.* LM
600076,CC.* DT.* DT.* NN.*_CC.* JJ.* LM,2.0,,,,CC.* DT.* DT.* NN.*_CC.* JJ.* LM
600077,RB.* PM.* CC.* DT.* NN.* CC.*,4.0,,,,RB.* PM.* CC.* DT.* NN.* CC.*
600078,PM.* CC.* DT.* NN.* CC.* PR.*,2.0,,,,PM.* CC.* DT.* NN.* CC.* PR.*
600079,CC.* DT.* NN.* CC.* PR.* LM,15.0,,,,CC.* DT.* NN.* CC.* PR.* LM
600080,PM.* VB.* CC.* JJ.* CC.* NN.*,4.0,,,,PM.* VB.* CC.* JJ.* CC.* NN.*
600081,PR.* CC.* VB.* RB.* DT.* NN.*,2.0,,,,PR.* CC.* VB.* RB.* DT.* NN.*
600082,CC.* VB.* RB.* DT.* NN.* CC.*,11.0,,,,CC.* VB.* RB.* DT.* NN.* CC.*
600083,LM DT.* NN.* CC.* PR.*_CC.* NN.*,2.0,,,,LM DT.* NN.* CC.* PR.*_CC.* NN.*
600084,DT.* NN.* CC.* PR.*_CC.* NN.* PM.*,18.0,,,,DT.* NN.* CC.* PR.*_CC.* NN.* PM.*
600085,NN.* CC.* PR.*_CC.* NN.* PM.* DT.*,7.0,,,,NN.* CC.* PR.*_CC.* NN.* PM.* DT.*
600086,CC.* PR.*_CC.* NN.* PM.* DT.* DT.*,2.0,,,,CC.* PR.*_CC.* NN.* PM.* DT.* DT.*
600087,PR.*_CC.* NN.* PM.* DT.* DT.* NN.*,3.0,,,,PR.*_CC.* NN.* PM.* DT.* DT.* NN.*
600088,PM.* DT.* DT.* NN.* CC.* VB.*_VB.*,2.0,,,,PM.* DT.* DT.* NN.* CC.* VB.*_VB.*
600089,DT.* DT.* NN.* CC.* VB.*_VB.* CC.*,2.0,,,,DT.* DT.* NN.* CC.* VB.*_VB.* CC.*
600090,DT.* NN.* CC.* VB.*_VB.* CC.* VB.*,4.0,,,,DT.* NN.* CC.* VB.*_VB.* CC.* VB.*
600091,FW PM.* PM.* VB.* RB.* DT.*,2.0,,,,FW PM.* PM.* VB.* RB.* DT.*
600092,PM.* PM.* VB.* RB.* DT.* NN.*,2.0,,,,PM.* PM.* VB.* RB.* DT.* NN.*
600093,VB.* RB.* DT.* NN.* CC.* JJ.*_CC.*,6.0,,,,VB.* RB.* DT.* NN.* CC.* JJ.*_CC.*
600094,RB.* DT.* NN.* CC.* JJ.*_CC.* NN.*,6.0,,,,RB.* DT.* NN.* CC.* JJ.*_CC.* NN.*
600095,DT.* NN.* CC.* JJ.*_CC.* NN.* CC.*,32.0,,,,DT.* NN.* CC.* JJ.*_CC.* NN.* CC.*
600096,VB.* PR.* CC.* DT.* NN.* CC.*,25.0,,,,VB.* PR.* CC.* DT.* NN.* CC.*
600097,VB.* PR.* PM.* DT.* NN.* CC.*,3.0,,,,VB.* PR.* PM.* DT.* NN.* CC.*
600098,PM.* DT.* NN.* CC.* VB.* CC.*,9.0,,,,PM.* DT.* NN.* CC.* VB.* CC.*
600099,DT.* NN.* CC.* VB.* CC.* PR.*_CC.*,18.0,,,,DT.* NN.* CC.* VB.* CC.* PR.*_CC.*
600100,CC.* VB.* CC.* PR.*_CC.* NN.* CC.*,17.0,,,,CC.* VB.* CC.* PR.*_CC.* NN.* CC.*
600101,VB.* CC.* PR.*_CC.* NN.* CC.* PR.*_CC.*,6.0,,,,VB.* CC.* PR.*_CC.* NN.* CC.* PR.*_CC.*
600102,CC.* JJ.*_CC.* NN.* PM.* NN.* CC.*,2.0,,,,CC.* JJ.*_CC.* NN.* PM.* NN.* CC.*
600103,CC.* VB.* CC.* NN.* PM.* CC.*,10.0,,,,CC.* VB.* CC.* NN.* PM.* CC.*
600104,JJ.* CC.* PR.*_CC.* NN.* PM.* VB.*,2.0,,,,JJ.* CC.* PR.*_CC.* NN.* PM.* VB.*
600105,CC.* PR.*_CC.* NN.* PM.* VB.* PR.*,5.0,,,,CC.* PR.*_CC.* NN.* PM.* VB.* PR.*
600106,PR.*_CC.* NN.* PM.* VB.* PR.* CC.*,5.0,,,,PR.*_CC.* NN.* PM.* VB.* PR.* CC.*
600107,NN.* PM.* VB.* PR.* CC.* VB.*,5.0,,,,NN.* PM.* VB.* PR.* CC.* VB.*
600108,VB.* PR.* CC.* VB.* CC.* NN.*,6.0,,,,VB.* PR.* CC.* VB.* CC.* NN.*
600109,PR.* LM RB.* CC.* VB.* CC.*,3.0,,,,PR.* LM RB.* CC.* VB.* CC.*
600110,LM RB.* CC.* VB.* CC.* NN.*_CC.*,2.0,,,,LM RB.* CC.* VB.* CC.* NN.*_CC.*
600111,VB.* DT.* PR.*_CC.* NN.* CC.* NN.*,24.0,,,,VB.* DT.* PR.*_CC.* NN.* CC.* NN.*
600112,PR.*_CC.* NN.* PM.* VB.* DT.* NN.*,8.0,,,,PR.*_CC.* NN.* PM.* VB.* DT.* NN.*
600113,NN.* RB.* RB.* VB.* CC.* DT.*,5.0,,,,NN.* RB.* RB.* VB.* CC.* DT.*
600114,VB.* CC.* DT.* CC.* PM.* NN.*,5.0,,,,VB.* CC.* DT.* CC.* PM.* NN.*
600115,CC.* DT.* CC.* PM.* NN.* CC.*,2.0,,,,CC.* DT.* CC.* PM.* NN.* CC.*
600116,NN.* PM.* PM.* PR.* LM VB.*,4.0,,,,NN.* PM.* PM.* PR.* LM VB.*
600117,PM.* PM.* PR.* LM VB.* CC.*,6.0,,,,PM.* PM.* PR.* LM VB.* CC.*
600118,PM.* PR.* LM VB.* CC.* NN.*,9.0,,,,PM.* PR.* LM VB.* CC.* NN.*
600119,PR.* LM VB.* CC.* NN.* PM.*,12.0,,,,PR.* LM VB.* CC.* NN.* PM.*
600120,PM.* JJ.* CC.* PR.* LM VB.*,3.0,,,,PM.* JJ.* CC.* PR.* LM VB.*
600121,JJ.* CC.* PR.* LM VB.* CC.*,4.0,,,,JJ.* CC.* PR.* LM VB.* CC.*
600122,CC.* VB.* DT.* VB.* CC.* DT.*,2.0,,,,CC.* VB.* DT.* VB.* CC.* DT.*
600123,JJ.*_CC.* NN.* CC.* NN.* CC.* NN.*,35.0,,,,JJ.*_CC.* NN.* CC.* NN.* CC.* NN.*
600124,CC.* NN.* CC.* NN.* PM.* CC.*,27.0,,,,CC.* NN.* CC.* NN.* PM.* CC.*
600125,CC.* NN.* PM.* CC.* FW PM.*,3.0,,,,CC.* NN.* PM.* CC.* FW PM.*
600126,CC.* FW PM.* PR.*_CC.* NN.* CC.*,2.0,,,,CC.* FW PM.* PR.*_CC.* NN.* CC.*
600127,FW PM.* PR.*_CC.* NN.* CC.* VB.*,2.0,,,,FW PM.* PR.*_CC.* NN.* CC.* VB.*
600128,PM.* PR.*_CC.* NN.* CC.* VB.* DT.*,2.0,,,,PM.* PR.*_CC.* NN.* CC.* VB.* DT.*
600129,NN.* CC.* VB.* DT.* NN.* CC.*,33.0,,,,NN.* CC.* VB.* DT.* NN.* CC.*
600130,CC.* PR.*_CC.* NN.*_CC.* VB.* DT.* NN.*,2.0,,,,CC.* PR.*_CC.* NN.*_CC.* VB.* DT.* NN.*
600131,NN.* RB.* RB.* VB.* PR.* CC.*,4.0,,,,NN.* RB.* RB.* VB.* PR.* CC.*
600132,CC.* VB.* RB.* DT.* PR.* CC.*,2.0,,,,CC.* VB.* RB.* DT.* PR.* CC.*
600133,CC.* NN.* LM VB.* CC.* VB.*,27.0,,,,CC.* NN.* LM VB.* CC.* VB.*
600134,NN.* LM VB.* CC.* VB.* CC.*,47.0,,,,NN.* LM VB.* CC.* VB.* CC.*
600135,RB.* VB.* CC.* DT.* NN.* CC.*,9.0,,,,RB.* VB.* CC.* DT.* NN.* CC.*
600136,RB.* DT.* NN.* CC.* PR.*_CC.* NN.*,2.0,,,,RB.* DT.* NN.* CC.* PR.*_CC.* NN.*
600137,PR.* VB.* DT.* PR.*_CC.* NN.* CC.*,4.0,,,,PR.* VB.* DT.* PR.*_CC.* NN.* CC.*
600138,VB.* DT.* PR.*_CC.* NN.* CC.* CC.*,3.0,,,,VB.* DT.* PR.*_CC.* NN.* CC.* CC.*
600139,CC.* CC.* VB.* CC.* DT.* NN.*,2.0,,,,CC.* CC.* VB.* CC.* DT.* NN.*
600140,CC.* VB.* CC.* DT.* NN.* PM.*,15.0,,,,CC.* VB.* CC.* DT.* NN.* PM.*
600141,VB.* RB.* DT.* NN.* CC.* JJ.*,2.0,,,,VB.* RB.* DT.* NN.* CC.* JJ.*
600142,NN.* PM.* NN.* CC.* VB.* CC.*,4.0,,,,NN.* PM.* NN.* CC.* VB.* CC.*
600143,PM.* NN.* CC.* VB.* CC.* NN.*,8.0,,,,PM.* NN.* CC.* VB.* CC.* NN.*
600144,PR.* VB.* CC.* DT.* NN.* CC.*,5.0,,,,PR.* VB.* CC.* DT.* NN.* CC.*
600145,RB.* PR.* VB.* CC.* JJ.*_CC.* NN.*,2.0,,,,RB.* PR.* VB.* CC.* JJ.*_CC.* NN.*
600146,PR.* DT.* PR.*_CC.* NN.* PM.* NN.*,2.0,,,,PR.* DT.* PR.*_CC.* NN.* PM.* NN.*
600147,JJ.* CC.* DT.* NN.* PM.* CC.*,4.0,,,,JJ.* CC.* DT.* NN.* PM.* CC.*
600148,PR.* LM VB.* CC.* NN.* CC.*,42.0,,,,PR.* LM VB.* CC.* NN.* CC.*
600149,LM VB.* CC.* NN.* CC.* DT.*,29.0,,,,LM VB.* CC.* NN.* CC.* DT.*
600150,CC.* DT.* NN.* CC.* NN.*_CC.* JJ.*,5.0,,,,CC.* DT.* NN.* CC.* NN.*_CC.* JJ.*
600151,CC.* PR.* CC.* DT.* NN.* CC.*,8.0,,,,CC.* PR.* CC.* DT.* NN.* CC.*
600152,CC.* DT.* NN.* CC.* JJ.*_CC.* DT.*,3.0,,,,CC.* DT.* NN.* CC.* JJ.*_CC.* DT.*
600153,DT.* NN.* CC.* JJ.*_CC.* DT.* NN.*,2.0,,,,DT.* NN.* CC.* JJ.*_CC.* DT.* NN.*
600154,NN.* CC.* JJ.*_CC.* DT.* NN.* LM,3.0,,,,NN.* CC.* JJ.*_CC.* DT.* NN.* LM
600155,CC.* JJ.*_CC.* DT.* NN.* LM VB.*,2.0,,,,CC.* JJ.*_CC.* DT.* NN.* LM VB.*
600156,CC.* VB.* CC.* JJ.*_JJ.*_CC.* NN.* CC.*,3.0,,,,CC.* VB.* CC.* JJ.*_JJ.*_CC.* NN.* CC.*
600157,PR.* LM DT.* NN.* CC.* VB.*,2.0,,,,PR.* LM DT.* NN.* CC.* VB.*
600158,NN.* PM.* CC.* DT.* VB.* CC.*,5.0,,,,NN.* PM.* CC.* DT.* VB.* CC.*
600159,NN.* CC.* RB.* VB.* CC.* PR.*_CC.*,6.0,,,,NN.* CC.* RB.* VB.* CC.* PR.*_CC.*
600160,CC.* RB.* VB.* CC.* PR.*_CC.* NN.*,7.0,,,,CC.* RB.* VB.* CC.* PR.*_CC.* NN.*
600161,RB.* VB.* CC.* PR.*_CC.* NN.* DT.*,3.0,,,,RB.* VB.* CC.* PR.*_CC.* NN.* DT.*
600162,VB.* CC.* PR.*_CC.* NN.* DT.* NN.*,7.0,,,,VB.* CC.* PR.*_CC.* NN.* DT.* NN.*
600163,RB.* DT.* DT.* NN.* CC.* VB.*,5.0,,,,RB.* DT.* DT.* NN.* CC.* VB.*
600164,DT.* DT.* NN.* CC.* VB.* CC.*,32.0,,,,DT.* DT.* NN.* CC.* VB.* CC.*
600165,DT.* NN.* CC.* VB.* CC.* NN.*,29.0,,,,DT.* NN.* CC.* VB.* CC.* NN.*
600166,NN.* CC.* VB.* CC.* NN.* PM.*,25.0,,,,NN.* CC.* VB.* CC.* NN.* PM.*
600167,CC.* VB.* CC.* NN.* PM.* NN.*,2.0,,,,CC.* VB.* CC.* NN.* PM.* NN.*
600168,JJ.* CC.* NN.* CC.* VB.*_VB.* CC.*,5.0,,,,JJ.* CC.* NN.* CC.* VB.*_VB.* CC.*
600169,VB.* PR.* DT.* JJ.* CC.* NN.*,4.0,,,,VB.* PR.* DT.* JJ.* CC.* NN.*
600170,PR.* DT.* JJ.* CC.* NN.* CC.*,3.0,,,,PR.* DT.* JJ.* CC.* NN.* CC.*
600171,DT.* JJ.* CC.* NN.* CC.* VB.*,4.0,,,,DT.* JJ.* CC.* NN.* CC.* VB.*
600172,JJ.* CC.* NN.* CC.* VB.* CC.*,9.0,,,,JJ.* CC.* NN.* CC.* VB.* CC.*
600173,VB.* RB.* CC.* DT.* NN.* CC.*,14.0,,,,VB.* RB.* CC.* DT.* NN.* CC.*
600174,RB.* CC.* DT.* NN.* CC.* VB.*,5.0,,,,RB.* CC.* DT.* NN.* CC.* VB.*
600175,CC.* DT.* NN.*_CC.* VB.*_VB.* CC.* NN.*,3.0,,,,CC.* DT.* NN.*_CC.* VB.*_VB.* CC.* NN.*
600176,VB.*_VB.* CC.* NN.* PM.* NN.* CC.*,2.0,,,,VB.*_VB.* CC.* NN.* PM.* NN.* CC.*
600177,CC.* CC.* DT.* DT.* NN.* LM,2.0,,,,CC.* CC.* DT.* DT.* NN.* LM
600178,CC.* DT.* DT.* NN.* LM VB.*,37.0,,,,CC.* DT.* DT.* NN.* LM VB.*
600179,CC.* JJ.*_CC.* NN.* DT.* NN.* PM.*,5.0,,,,CC.* JJ.*_CC.* NN.* DT.* NN.* PM.*
600180,JJ.*_CC.* NN.* DT.* NN.* PM.* RB.*,3.0,,,,JJ.*_CC.* NN.* DT.* NN.* PM.* RB.*
600181,NN.* DT.* NN.* PM.* RB.* RB.*,2.0,,,,NN.* DT.* NN.* PM.* RB.* RB.*
600182,DT.* NN.* PM.* RB.* RB.* VB.*,3.0,,,,DT.* NN.* PM.* RB.* RB.* VB.*
600183,NN.* PM.* RB.* RB.* VB.* PR.*,4.0,,,,NN.* PM.* RB.* RB.* VB.* PR.*
600184,CC.* NN.* CC.* VB.* RB.* DT.*,10.0,,,,CC.* NN.* CC.* VB.* RB.* DT.*
600185,NN.* CC.* VB.* RB.* DT.* DT.*,4.0,,,,NN.* CC.* VB.* RB.* DT.* DT.*
600186,DT.* DT.* JJ.* PM.* NN.* CC.*,4.0,,,,DT.* DT.* JJ.* PM.* NN.* CC.*
600187,RB.* CC.* PR.*_CC.* NN.* JJ.* CC.*,2.0,,,,RB.* CC.* PR.*_CC.* NN.* JJ.* CC.*
600188,RB.* PR.* DT.* NN.* CC.* DT.*,6.0,,,,RB.* PR.* DT.* NN.* CC.* DT.*
600189,CC.* DT.* NN.* CC.* RB.* VB.*,7.0,,,,CC.* DT.* NN.* CC.* RB.* VB.*
600190,DT.* NN.* CC.* RB.* VB.* CC.*,10.0,,,,DT.* NN.* CC.* RB.* VB.* CC.*
600191,CC.* NN.* CC.* NN.*_CC.* PR.* LM,2.0,,,,CC.* NN.* CC.* NN.*_CC.* PR.* LM
600192,NN.* CC.* NN.*_CC.* PR.* LM CC.*,2.0,,,,NN.* CC.* NN.*_CC.* PR.* LM CC.*
600193,NN.* CC.* NN.*_CC.* JJ.* CC.* DT.*,3.0,,,,NN.* CC.* NN.*_CC.* JJ.* CC.* DT.*
600194,NN.*_CC.* JJ.* CC.* DT.* NN.*_CC.* VB.*,2.0,,,,NN.*_CC.* JJ.* CC.* DT.* NN.*_CC.* VB.*
600195,CC.* JJ.* CC.* NN.* CC.* DT.*,19.0,,,,CC.* JJ.* CC.* NN.* CC.* DT.*
600196,CC.* NN.* CC.* DT.* JJ.*_CC.* NN.*,13.0,,,,CC.* NN.* CC.* DT.* JJ.*_CC.* NN.*
600197,CC.* NN.* PM.* CC.* VB.* DT.*,25.0,,,,CC.* NN.* PM.* CC.* VB.* DT.*
600198,VB.* DT.* CC.* PM.* NN.* CC.*,3.0,,,,VB.* DT.* CC.* PM.* NN.* CC.*
600199,LM DT.* NN.*_CC.* VB.* CC.* DT.*,3.0,,,,LM DT.* NN.*_CC.* VB.* CC.* DT.*
600200,CC.* NN.* CC.* DT.* VB.* LM,3.0,,,,CC.* NN.* CC.* DT.* VB.* LM
600201,CC.* DT.* VB.* LM VB.* RB.*,2.0,,,,CC.* DT.* VB.* LM VB.* RB.*
600202,DT.* VB.* LM VB.* RB.* CC.*,3.0,,,,DT.* VB.* LM VB.* RB.* CC.*
600203,PR.* CC.* JJ.* VB.* DT.* NN.*,2.0,,,,PR.* CC.* JJ.* VB.* DT.* NN.*
600204,CC.* DT.* NN.* CC.* JJ.* VB.*,2.0,,,,CC.* DT.* NN.* CC.* JJ.* VB.*
600205,DT.* DT.* JJ.*_CC.* NN.* LM VB.*,9.0,,,,DT.* DT.* JJ.*_CC.* NN.* LM VB.*
600206,DT.* JJ.*_CC.* NN.* LM VB.* RB.*_CC.*,8.0,,,,DT.* JJ.*_CC.* NN.* LM VB.* RB.*_CC.*
600207,FW LM VB.* CC.* PR.*_CC.* NN.*,2.0,,,,FW LM VB.* CC.* PR.*_CC.* NN.*
600208,LM VB.* CC.* PR.*_CC.* NN.* CC.*,53.0,,,,LM VB.* CC.* PR.*_CC.* NN.* CC.*
600209,VB.* CC.* PR.*_CC.* NN.* CC.* VB.*,23.0,,,,VB.* CC.* PR.*_CC.* NN.* CC.* VB.*
600210,CC.* PR.*_CC.* NN.* CC.* VB.* RB.*,5.0,,,,CC.* PR.*_CC.* NN.* CC.* VB.* RB.*
600211,PR.*_CC.* NN.* CC.* VB.* RB.* DT.*,3.0,,,,PR.*_CC.* NN.* CC.* VB.* RB.* DT.*
600212,NN.* PM.* JJ.* RB.* CC.* DT.*,4.0,,,,NN.* PM.* JJ.* RB.* CC.* DT.*
