Pattern_ID,POS_N-Gram,Lexeme_N-Gram,MLM_Scores,Comparison_Replacement_Matrix,Final_Hybrid_N-Gram
400086,RB.*_CC.* NN.* CC.* VB.*,,,,RB.*_CC.* NN.* CC.* VB.*
400087,NN.* CC.* VB.* PR.*_CC.*,,,,NN.* CC.* VB.* PR.*_CC.*
400088,CC.* VB.* PR.*_CC.* VB.*,,,,CC.* VB.* PR.*_CC.* VB.*
400089,PR.*_CC.* VB.* LM DT.*,,,,PR.*_CC.* VB.* LM DT.*
400090,VB.* LM DT.* PR.*_CC.*,,,,VB.* LM DT.* PR.*_CC.*
400091,LM DT.* PR.*_CC.* NN.*,,,,LM DT.* PR.*_CC.* NN.*
400092,DT.* PR.*_CC.* NN.* CC.*,,,,DT.* PR.*_CC.* NN.* CC.*
400093,PR.*_CC.* NN.* CC.* CC.*,,,,PR.*_CC.* NN.* CC.* CC.*
400094,NN.* CC.* CC.* NN.*_CC.*,,,,NN.* CC.* CC.* NN.*_CC.*
400095,CC.* CC.* NN.*_CC.* JJ.*,,,,CC.* CC.* NN.*_CC.* JJ.*
400096,CC.* NN.*_CC.* JJ.* VB.*,,,,CC.* NN.*_CC.* JJ.* VB.*
400097,VB.* DT.* NN.*_CC.* NN.*,,,,VB.* DT.* NN.*_CC.* NN.*
400098,DT.* NN.*_CC.* NN.* PM.*,,,,DT.* NN.*_CC.* NN.* PM.*
400099,NN.*_CC.* NN.* PM.* RB.*,,,,NN.*_CC.* NN.* PM.* RB.*
400100,NN.* PM.* RB.* CC.*,,,,NN.* PM.* RB.* CC.*
400101,PM.* RB.* CC.* CC.*,,,,PM.* RB.* CC.* CC.*
400102,RB.* CC.* CC.* JJ.*,,,,RB.* CC.* CC.* JJ.*
400103,CC.* CC.* JJ.* JJ.*,,,,CC.* CC.* JJ.* JJ.*
400104,CC.* JJ.* JJ.* PR.*,,,,CC.* JJ.* JJ.* PR.*
400105,JJ.* JJ.* PR.* CC.*,,,,JJ.* JJ.* PR.* CC.*
400106,JJ.* PR.* CC.* CC.*,,,,JJ.* PR.* CC.* CC.*
400107,CC.* CC.* NN.* CC.*,,,,CC.* CC.* NN.* CC.*
400108,NN.* CC.* CC.* RB.*_CC.*,,,,NN.* CC.* CC.* RB.*_CC.*
400109,CC.* CC.* RB.*_CC.* VB.*,,,,CC.* CC.* RB.*_CC.* VB.*
400110,CC.* RB.*_CC.* VB.* CC.*,,,,CC.* RB.*_CC.* VB.* CC.*
400111,RB.*_CC.* VB.* CC.* CC.*,,,,RB.*_CC.* VB.* CC.* CC.*
400112,VB.* CC.* CC.* NN.*,,,,VB.* CC.* CC.* NN.*
400113,CC.* CC.* NN.* PR.*,,,,CC.* CC.* NN.* PR.*
400114,CC.* NN.* PR.* DT.*,,,,CC.* NN.* PR.* DT.*
400115,PR.* DT.* NN.* CC.*,,,,PR.* DT.* NN.* CC.*
400116,NN.* CC.* NN.* JJ.*,,,,NN.* CC.* NN.* JJ.*
400117,NN.* JJ.* CC.* PR.*_CC.*,,,,NN.* JJ.* CC.* PR.*_CC.*
400118,JJ.* CC.* PR.*_CC.* NN.*,,,,JJ.* CC.* PR.*_CC.* NN.*
400119,CC.* PR.*_CC.* NN.* PM.*,,,,CC.* PR.*_CC.* NN.* PM.*
400120,PR.*_CC.* NN.* PM.* NN.*,,,,PR.*_CC.* NN.* PM.* NN.*
400121,VB.* RB.* PR.* DT.*,,,,VB.* RB.* PR.* DT.*
400122,RB.* PR.* DT.* RB.*,,,,RB.* PR.* DT.* RB.*
400123,RB.* RB.*_CC.* VB.* CC.*,,,,RB.* RB.*_CC.* VB.* CC.*
400124,RB.*_CC.* VB.* CC.* NN.*,,,,RB.*_CC.* VB.* CC.* NN.*
400125,CC.* NN.* CC.* RB.*_CC.*,,,,CC.* NN.* CC.* RB.*_CC.*
400126,NN.* CC.* RB.*_CC.* NN.*,,,,NN.* CC.* RB.*_CC.* NN.*
400127,RB.*_CC.* NN.* CC.* PR.*,,,,RB.*_CC.* NN.* CC.* PR.*
400128,PR.* CC.* VB.* NN.*,,,,PR.* CC.* VB.* NN.*
400129,CC.* VB.* NN.* CC.*,,,,CC.* VB.* NN.* CC.*
400130,CC.* NN.* PM.* JJ.*_CC.*,,,,CC.* NN.* PM.* JJ.*_CC.*
400131,NN.* PM.* JJ.*_CC.* VB.*,,,,NN.* PM.* JJ.*_CC.* VB.*
400132,CC.* VB.* DT.* VB.*,,,,CC.* VB.* DT.* VB.*
400133,VB.* DT.* VB.* CC.*,,,,VB.* DT.* VB.* CC.*
400134,DT.* VB.* CC.* PR.*,,,,DT.* VB.* CC.* PR.*
400135,RB.* CC.* VB.* PR.*_CC.*,,,,RB.* CC.* VB.* PR.*_CC.*
400136,CC.* VB.* PR.*_CC.* DT.*,,,,CC.* VB.* PR.*_CC.* DT.*
400137,VB.* PR.*_CC.* DT.* NN.*,,,,VB.* PR.*_CC.* DT.* NN.*
400138,CC.* PR.* PM.* VB.*,,,,CC.* PR.* PM.* VB.*
400139,PR.* PM.* VB.* DT.*,,,,PR.* PM.* VB.* DT.*
400140,PM.* VB.* DT.* DT.*,,,,PM.* VB.* DT.* DT.*
400141,DT.* NN.* PM.* DT.*,,,,DT.* NN.* PM.* DT.*
400142,NN.* PM.* DT.* DT.*,,,,NN.* PM.* DT.* DT.*
400143,DT.* DT.* RB.* LM,,,,DT.* DT.* RB.* LM
400144,RB.* LM VB.* RB.*,,,,RB.* LM VB.* RB.*
400145,LM VB.* RB.* CC.*,,,,LM VB.* RB.* CC.*
400146,VB.* RB.* CC.* DT.*,,,,VB.* RB.* CC.* DT.*
400147,RB.* CC.* DT.* DT.*,,,,RB.* CC.* DT.* DT.*
400148,PR.* PM.* VB.*_CC.* VB.*,,,,PR.* PM.* VB.*_CC.* VB.*
400149,PM.* VB.*_CC.* VB.* CC.*,,,,PM.* VB.*_CC.* VB.* CC.*
400150,VB.*_CC.* VB.* CC.* VB.*,,,,VB.*_CC.* VB.* CC.* VB.*
400151,VB.* CC.* VB.* CC.*,,,,VB.* CC.* VB.* CC.*
400152,CC.* JJ.*_CC.* FW FW,,,,CC.* JJ.*_CC.* FW FW
400153,JJ.*_CC.* FW FW CC.*,,,,JJ.*_CC.* FW FW CC.*
400154,VB.* CC.* PR.*_CC.* NN.*,,,,VB.* CC.* PR.*_CC.* NN.*
400155,NN.* CC.* CC.* CC.*,,,,NN.* CC.* CC.* CC.*
400156,CC.* CC.* CC.* VB.*,,,,CC.* CC.* CC.* VB.*
400157,CC.* CC.* VB.* CC.*,,,,CC.* CC.* VB.* CC.*
400158,CC.* VB.* CC.* FW,,,,CC.* VB.* CC.* FW
400159,FW PM.* VB.* PR.*,,,,FW PM.* VB.* PR.*
400160,PM.* VB.* PR.* DT.*,,,,PM.* VB.* PR.* DT.*
400161,VB.* PR.* DT.* NN.*,,,,VB.* PR.* DT.* NN.*
400162,DT.* NN.* CC.* PR.*_CC.*,,,,DT.* NN.* CC.* PR.*_CC.*
400163,NN.* CC.* PR.*_CC.* NN.*,,,,NN.* CC.* PR.*_CC.* NN.*
400164,CC.* PR.*_CC.* NN.* DT.*,,,,CC.* PR.*_CC.* NN.* DT.*
400165,PR.*_CC.* NN.* DT.* NN.*,,,,PR.*_CC.* NN.* DT.* NN.*
400166,DT.* NN.* PM.* VB.*,,,,DT.* NN.* PM.* VB.*
400167,NN.* PM.* VB.* VB.*,,,,NN.* PM.* VB.* VB.*
400168,PM.* VB.* VB.* CC.*,,,,PM.* VB.* VB.* CC.*
400169,VB.* VB.* CC.* RB.*,,,,VB.* VB.* CC.* RB.*
400170,DT.* NN.* CC.* DT.*,,,,DT.* NN.* CC.* DT.*
400171,NN.* CC.* DT.* JJ.*_CC.*,,,,NN.* CC.* DT.* JJ.*_CC.*
400172,CC.* DT.* JJ.*_CC.* VB.*,,,,CC.* DT.* JJ.*_CC.* VB.*
400173,JJ.*_CC.* VB.* DT.* VB.*,,,,JJ.*_CC.* VB.* DT.* VB.*
400174,DT.* VB.* PR.* CC.*,,,,DT.* VB.* PR.* CC.*
400175,VB.* PR.* CC.* PR.*_CC.*,,,,VB.* PR.* CC.* PR.*_CC.*
400176,PR.* CC.* PR.*_CC.* NN.*,,,,PR.* CC.* PR.*_CC.* NN.*
400177,PR.*_CC.* NN.* CC.* DT.*,,,,PR.*_CC.* NN.* CC.* DT.*
400178,DT.* NN.* CC.* RB.*,,,,DT.* NN.* CC.* RB.*
400179,NN.* CC.* RB.* JJ.*_CC.*,,,,NN.* CC.* RB.* JJ.*_CC.*
400180,CC.* RB.* JJ.*_CC.* NN.*,,,,CC.* RB.* JJ.*_CC.* NN.*
400181,RB.* JJ.*_CC.* NN.* DT.*,,,,RB.* JJ.*_CC.* NN.* DT.*
400182,JJ.*_CC.* NN.* DT.* NN.*,,,,JJ.*_CC.* NN.* DT.* NN.*
400183,VB.* DT.* NN.* PM.*,,,,VB.* DT.* NN.* PM.*
400184,PM.* CC.* NN.* NN.*,,,,PM.* CC.* NN.* NN.*
400185,CC.* NN.* NN.* CD.*,,,,CC.* NN.* NN.* CD.*
400186,CD.* NN.* CC.* RB.*_CC.*,,,,CD.* NN.* CC.* RB.*_CC.*
400187,NN.* CC.* RB.*_CC.* VB.*,,,,NN.* CC.* RB.*_CC.* VB.*
400188,CC.* RB.*_CC.* VB.* DT.*,,,,CC.* RB.*_CC.* VB.* DT.*
400189,RB.*_CC.* VB.* DT.* VB.*,,,,RB.*_CC.* VB.* DT.* VB.*
400190,VB.* DT.* VB.* NN.*,,,,VB.* DT.* VB.* NN.*
400191,DT.* VB.* NN.* CC.*,,,,DT.* VB.* NN.* CC.*
400192,VB.* NN.* CC.* NN.*_CC.*,,,,VB.* NN.* CC.* NN.*_CC.*
400193,NN.* CC.* NN.*_CC.* NN.*,,,,NN.* CC.* NN.*_CC.* NN.*
400194,NN.*_CC.* NN.* CC.* NN.*,,,,NN.*_CC.* NN.* CC.* NN.*
400195,CC.* NN.* PM.* VB.*,,,,CC.* NN.* PM.* VB.*
400196,NN.* PM.* VB.* CC.*,,,,NN.* PM.* VB.* CC.*
400197,PM.* VB.* CC.* CC.*,,,,PM.* VB.* CC.* CC.*
400198,VB.* CC.* CC.* CC.*,,,,VB.* CC.* CC.* CC.*
400199,CC.* CC.* CC.* NN.*,,,,CC.* CC.* CC.* NN.*
400200,CC.* NN.* CC.* DT.*,,,,CC.* NN.* CC.* DT.*
433761,CC.* NN.* CC.* DT.*,na nag-enable sa POGOs; at ang,82.80715661058666,"['mga', '*', '*', '*']",mga NN.* CC.* DT.*
433762,CC.* NN.* CC.* DT.*,na nag-enable sa POGOs; at ang,83.37965011814025,"['sa', '*', 'ng', 'mga']",sa NN.* ng mga
400201,DT.* NN.* LM VB.*,,,,DT.* NN.* LM VB.*
400202,NN.* LM VB.* CC.*,,,,NN.* LM VB.* CC.*
400203,LM VB.* CC.* NN.*_CC.*,,,,LM VB.* CC.* NN.*_CC.*
400204,VB.* CC.* NN.*_CC.* FW,,,,VB.* CC.* NN.*_CC.* FW
400205,CC.* NN.*_CC.* FW PM.*,,,,CC.* NN.*_CC.* FW PM.*
400206,NN.*_CC.* FW PM.* FW,,,,NN.*_CC.* FW PM.* FW
400207,NN.* DT.* DT.* PR.*,,,,NN.* DT.* DT.* PR.*
400208,DT.* DT.* PR.* CC.*,,,,DT.* DT.* PR.* CC.*
400209,DT.* PR.* CC.* NN.*,,,,DT.* PR.* CC.* NN.*
400210,PR.* CC.* NN.* CC.*,,,,PR.* CC.* NN.* CC.*
400211,CC.* NN.* CC.* NN.*_CC.*,,,,CC.* NN.* CC.* NN.*_CC.*
400212,CC.* NN.*_CC.* NN.* PM.*,,,,CC.* NN.*_CC.* NN.* PM.*
400213,NN.*_CC.* NN.* PM.* JJ.*_CC.*,,,,NN.*_CC.* NN.* PM.* JJ.*_CC.*
400214,NN.* PM.* JJ.*_CC.* NN.*,,,,NN.* PM.* JJ.*_CC.* NN.*
400215,PM.* JJ.*_CC.* NN.* CC.*,,,,PM.* JJ.*_CC.* NN.* CC.*
400216,NN.* CC.* JJ.* CC.*,,,,NN.* CC.* JJ.* CC.*
400217,CC.* JJ.* CC.* NN.*,,,,CC.* JJ.* CC.* NN.*
400218,JJ.* CC.* NN.* DT.*,,,,JJ.* CC.* NN.* DT.*
400219,CC.* NN.* DT.* VB.*_CC.*,,,,CC.* NN.* DT.* VB.*_CC.*
400220,CC.* CC.* VB.* PR.*,,,,CC.* CC.* VB.* PR.*
400221,CC.* VB.* PR.* DT.*,,,,CC.* VB.* PR.* DT.*
400222,DT.* NN.* CC.* PR.*,,,,DT.* NN.* CC.* PR.*
400223,PR.* CC.* VB.* CC.*,,,,PR.* CC.* VB.* CC.*
400224,CC.* VB.* CC.* NN.*,,,,CC.* VB.* CC.* NN.*
400225,VB.* CC.* NN.* PM.*,,,,VB.* CC.* NN.* PM.*
400226,CC.* NN.* PM.* RB.*,,,,CC.* NN.* PM.* RB.*
400227,NN.* PM.* RB.* PR.*,,,,NN.* PM.* RB.* PR.*
400228,PR.* VB.* CC.* NN.*,,,,PR.* VB.* CC.* NN.*
400229,CC.* NN.* CC.* RB.*,,,,CC.* NN.* CC.* RB.*
400230,CC.* RB.* NN.* PR.*,,,,CC.* RB.* NN.* PR.*
400231,RB.* NN.* PR.* CC.*,,,,RB.* NN.* PR.* CC.*
400232,NN.* PR.* CC.* DT.*,,,,NN.* PR.* CC.* DT.*
400233,PR.* CC.* DT.* VB.*,,,,PR.* CC.* DT.* VB.*
400234,CC.* DT.* VB.* NN.*,,,,CC.* DT.* VB.* NN.*
400235,DT.* VB.* NN.* PR.*,,,,DT.* VB.* NN.* PR.*
400236,VB.* NN.* PR.* CC.*,,,,VB.* NN.* PR.* CC.*
400237,NN.* PR.* CC.* NN.*_CC.*,,,,NN.* PR.* CC.* NN.*_CC.*
400238,PR.* CC.* NN.*_CC.* VB.*,,,,PR.* CC.* NN.*_CC.* VB.*
400239,NN.* PM.* NN.* PM.*,,,,NN.* PM.* NN.* PM.*
400240,PM.* NN.* PM.* JJ.*,,,,PM.* NN.* PM.* JJ.*
400241,NN.* PM.* JJ.* CD.*,,,,NN.* PM.* JJ.* CD.*
400242,PM.* JJ.* CD.* NN.*,,,,PM.* JJ.* CD.* NN.*
400243,JJ.* CD.* NN.* DT.*,,,,JJ.* CD.* NN.* DT.*
400244,CC.* JJ.* CC.* PR.*,,,,CC.* JJ.* CC.* PR.*
400245,JJ.* CC.* PR.* PM.*,,,,JJ.* CC.* PR.* PM.*
400246,PR.* PM.* VB.* RB.*,,,,PR.* PM.* VB.* RB.*
400247,PM.* VB.* RB.* DT.*,,,,PM.* VB.* RB.* DT.*
400248,VB.* RB.* DT.* NN.*,,,,VB.* RB.* DT.* NN.*
400249,RB.* DT.* NN.* CC.*,,,,RB.* DT.* NN.* CC.*
400250,FW CC.* RB.* PM.*,,,,FW CC.* RB.* PM.*
400251,DT.* RB.*_CC.* NN.* CC.*,,,,DT.* RB.*_CC.* NN.* CC.*
400252,NN.* CC.* PR.* LM,,,,NN.* CC.* PR.* LM
400253,CC.* PR.* LM VB.*_CC.*,,,,CC.* PR.* LM VB.*_CC.*
400254,PR.* LM VB.*_CC.* VB.*,,,,PR.* LM VB.*_CC.* VB.*
400255,LM VB.*_CC.* VB.* DT.*,,,,LM VB.*_CC.* VB.* DT.*
400256,VB.*_CC.* VB.* DT.* PR.*_CC.*,,,,VB.*_CC.* VB.* DT.* PR.*_CC.*
400257,VB.* DT.* PR.*_CC.* NN.*_CC.*,,,,VB.* DT.* PR.*_CC.* NN.*_CC.*
400258,DT.* PR.*_CC.* NN.*_CC.* NN.*,,,,DT.* PR.*_CC.* NN.*_CC.* NN.*
400259,PR.*_CC.* NN.*_CC.* NN.* CC.*,,,,PR.*_CC.* NN.*_CC.* NN.* CC.*
400260,NN.*_CC.* NN.* CC.* PR.*_CC.*,,,,NN.*_CC.* NN.* CC.* PR.*_CC.*
400261,VB.* PR.*_CC.* VB.* CC.*,,,,VB.* PR.*_CC.* VB.* CC.*
400262,PR.*_CC.* VB.* CC.* DT.*,,,,PR.*_CC.* VB.* CC.* DT.*
400263,VB.* CC.* DT.* PR.*_CC.*,,,,VB.* CC.* DT.* PR.*_CC.*
400264,CC.* DT.* PR.*_CC.* NN.*,,,,CC.* DT.* PR.*_CC.* NN.*
400265,DT.* PR.*_CC.* NN.* LM,,,,DT.* PR.*_CC.* NN.* LM
400266,PR.*_CC.* NN.* LM DT.*,,,,PR.*_CC.* NN.* LM DT.*
400267,LM DT.* NN.* CC.*,,,,LM DT.* NN.* CC.*
400268,CC.* VB.* NN.* RB.*,,,,CC.* VB.* NN.* RB.*
400269,VB.* NN.* RB.* CC.*,,,,VB.* NN.* RB.* CC.*
400270,NN.* RB.* CC.* DT.*,,,,NN.* RB.* CC.* DT.*
400271,CC.* DT.* DT.* NN.*_CC.*,,,,CC.* DT.* DT.* NN.*_CC.*
400272,DT.* DT.* NN.*_CC.* JJ.*,,,,DT.* DT.* NN.*_CC.* JJ.*
400273,DT.* NN.*_CC.* JJ.* LM,,,,DT.* NN.*_CC.* JJ.* LM
400274,NN.*_CC.* JJ.* LM VB.*,,,,NN.*_CC.* JJ.* LM VB.*
400275,LM VB.* JJ.*_CC.* NN.*,,,,LM VB.* JJ.*_CC.* NN.*
400276,VB.* JJ.*_CC.* NN.* RB.*,,,,VB.* JJ.*_CC.* NN.* RB.*
400277,JJ.*_CC.* NN.* RB.* PM.*,,,,JJ.*_CC.* NN.* RB.* PM.*
400278,NN.* RB.* PM.* CC.*,,,,NN.* RB.* PM.* CC.*
400279,RB.* PM.* CC.* DT.*,,,,RB.* PM.* CC.* DT.*
400280,PM.* CC.* DT.* NN.*,,,,PM.* CC.* DT.* NN.*
400281,CC.* PR.* LM DT.*,,,,CC.* PR.* LM DT.*
400282,LM DT.* CC.* PM.*,,,,LM DT.* CC.* PM.*
400283,JJ.* DT.* NN.* CC.*,,,,JJ.* DT.* NN.* CC.*
400284,NN.* PR.* DT.* JJ.*,,,,NN.* PR.* DT.* JJ.*
400285,PR.* DT.* JJ.* RB.*,,,,PR.* DT.* JJ.* RB.*
400286,DT.* JJ.* RB.* PM.*,,,,DT.* JJ.* RB.* PM.*
400287,JJ.* RB.* PM.* VB.*,,,,JJ.* RB.* PM.* VB.*
400288,RB.* PM.* VB.* CC.*,,,,RB.* PM.* VB.* CC.*
400289,PM.* VB.* CC.* JJ.*,,,,PM.* VB.* CC.* JJ.*
400290,VB.* CC.* JJ.* CC.*,,,,VB.* CC.* JJ.* CC.*
400291,CC.* PR.*_CC.* NN.* NN.*,,,,CC.* PR.*_CC.* NN.* NN.*
400292,PR.*_CC.* NN.* NN.* NN.*,,,,PR.*_CC.* NN.* NN.* NN.*
400293,PR.* CC.* VB.* RB.*,,,,PR.* CC.* VB.* RB.*
400294,CC.* VB.* RB.* DT.*,,,,CC.* VB.* RB.* DT.*
400295,NN.* CC.* PR.* RB.*,,,,NN.* CC.* PR.* RB.*
433763,NN.* CC.* PR.* RB.*,tunay na,81.73033326506189,"['ng', '*', 'na', '*']",ng CC.* na RB.*
400296,PR.* LM DT.* NN.*,,,,PR.* LM DT.* NN.*
400297,PR.*_CC.* NN.* PM.* DT.*,,,,PR.*_CC.* NN.* PM.* DT.*
400298,PM.* DT.* DT.* NN.*,,,,PM.* DT.* DT.* NN.*
400299,DT.* NN.* CC.* VB.*_VB.*,,,,DT.* NN.* CC.* VB.*_VB.*
400300,NN.* CC.* VB.*_VB.* CC.*,,,,NN.* CC.* VB.*_VB.* CC.*
400301,CC.* VB.*_VB.* CC.* VB.*,,,,CC.* VB.*_VB.* CC.* VB.*
400302,PR.*_CC.* JJ.* RB.* CC.*,,,,PR.*_CC.* JJ.* RB.* CC.*
400303,JJ.* RB.* CC.* FW,,,,JJ.* RB.* CC.* FW
400304,CC.* FW PM.* PM.*,,,,CC.* FW PM.* PM.*
433764,CC.* FW PM.* PM.*,gumawa ng mga proyekto,91.73284968170024,"['*', 'ng', 'mga', '*']",CC.* ng mga PM.*
